SA4_NAME16	Year	Sex	SpeaksEnglishOnly	persons
Ipswich	2011	F	0	19004
Ipswich	2011	F	1	115410
Ipswich	2011	M	0	17678
Ipswich	2011	M	1	113499
Ipswich	2016	F	0	26193
Ipswich	2016	F	1	124726
Ipswich	2016	M	0	23962
Ipswich	2016	M	1	122833
Logan - Beaudesert	2006	F	0	13282
Logan - Beaudesert	2006	F	1	111515
Logan - Beaudesert	2006	M	0	12438
Logan - Beaudesert	2006	M	1	109926
Logan - Beaudesert	2011	F	0	18597
Logan - Beaudesert	2011	F	1	120843
Logan - Beaudesert	2011	M	0	17194
Logan - Beaudesert	2011	M	1	119189
Logan - Beaudesert	2016	F	0	25071
Logan - Beaudesert	2016	F	1	125448
Logan - Beaudesert	2016	M	0	23632
Logan - Beaudesert	2016	M	1	123020
Mackay - Isaac - Whitsunday	2006	F	0	2240
Mackay - Isaac - Whitsunday	2006	F	1	65115
Mackay - Isaac - Whitsunday	2006	M	0	2172
Mackay - Isaac - Whitsunday	2006	M	1	68259
Mackay - Isaac - Whitsunday	2011	F	0	3728
Mackay - Isaac - Whitsunday	2011	F	1	71660
Mackay - Isaac - Whitsunday	2011	M	0	3656
Mackay - Isaac - Whitsunday	2011	M	1	75790
Mackay - Isaac - Whitsunday	2016	F	0	5001
Mackay - Isaac - Whitsunday	2016	F	1	70695
Mackay - Isaac - Whitsunday	2016	M	0	4356
Mackay - Isaac - Whitsunday	2016	M	1	73306
Moreton Bay - North	2006	F	0	4040
Moreton Bay - North	2006	F	1	86969
Moreton Bay - North	2006	M	0	3337
Moreton Bay - North	2006	M	1	83572
Moreton Bay - North	2011	F	0	5709
Moreton Bay - North	2011	F	1	98943
Moreton Bay - North	2011	M	0	4809
Moreton Bay - North	2011	M	1	94415
Moreton Bay - North	2016	F	0	7484
Moreton Bay - North	2016	F	1	105218
Moreton Bay - North	2016	M	0	6074
Moreton Bay - North	2016	M	1	100802
Moreton Bay - South	2006	F	0	3289
Moreton Bay - South	2006	F	1	65790
Moreton Bay - South	2006	M	0	2857
Moreton Bay - South	2006	M	1	64578
Moreton Bay - South	2011	F	0	5405
Moreton Bay - South	2011	F	1	77145
Moreton Bay - South	2011	M	0	4778
Moreton Bay - South	2011	M	1	75299
Moreton Bay - South	2016	F	0	8698
Moreton Bay - South	2016	F	1	86189
Moreton Bay - South	2016	M	0	7553
Moreton Bay - South	2016	M	1	83899
Queensland - Outback	2006	F	0	5997
Queensland - Outback	2006	F	1	28505
Queensland - Outback	2006	M	0	5936
Queensland - Outback	2006	M	1	30986
Queensland - Outback	2011	F	0	7073
Queensland - Outback	2011	F	1	29040
Queensland - Outback	2011	M	0	7072
Queensland - Outback	2011	M	1	31705
Queensland - Outback	2016	F	0	7456
Queensland - Outback	2016	F	1	27111
Queensland - Outback	2016	M	0	7164
Queensland - Outback	2016	M	1	29138
Sunshine Coast	2006	F	0	5166
Sunshine Coast	2006	F	1	129777
Sunshine Coast	2006	M	0	4290
Sunshine Coast	2006	M	1	122994
Sunshine Coast	2011	F	0	6953
Sunshine Coast	2011	F	1	145207
Sunshine Coast	2011	M	0	5642
Sunshine Coast	2011	M	1	136123
Sunshine Coast	2016	F	0	9780
Sunshine Coast	2016	F	1	159285
Sunshine Coast	2016	M	0	7700
Sunshine Coast	2016	M	1	149438
Toowoomba	2006	F	0	2461
Toowoomba	2006	F	1	61801
Toowoomba	2006	M	0	2580
Toowoomba	2006	M	1	57208
Toowoomba	2011	F	0	3880
Toowoomba	2011	F	1	65439
Toowoomba	2011	M	0	3781
Toowoomba	2011	M	1	60802
Toowoomba	2016	F	0	5738
Toowoomba	2016	F	1	66536
Toowoomba	2016	M	0	5599
Toowoomba	2016	M	1	61812
Townsville	2006	F	0	5115
Townsville	2006	F	1	87860
Townsville	2006	M	0	4724
Townsville	2006	M	1	88217
Townsville	2011	F	0	6902
Townsville	2011	F	1	96140
Townsville	2011	M	0	6157
Townsville	2011	M	1	95253
Townsville	2016	F	0	8339
Townsville	2016	F	1	98114
Townsville	2016	M	0	7358
Townsville	2016	M	1	97660
Wide Bay	2006	F	0	3407
Wide Bay	2006	F	1	117199
Wide Bay	2006	M	0	2940
Wide Bay	2006	M	1	114197
Wide Bay	2011	F	0	4501
Wide Bay	2011	F	1	127784
Wide Bay	2011	M	0	3929
Wide Bay	2011	M	1	123638
Wide Bay	2016	F	0	5546
Wide Bay	2016	F	1	129667
Wide Bay	2016	M	0	4458
Wide Bay	2016	M	1	125980
Migratory - Offshore - Shipping (Qld)	2006	F	0	3
Migratory - Offshore - Shipping (Qld)	2006	F	1	10
Migratory - Offshore - Shipping (Qld)	2006	M	0	11
Migratory - Offshore - Shipping (Qld)	2006	M	1	63
Migratory - Offshore - Shipping (Qld)	2011	F	0	14
Migratory - Offshore - Shipping (Qld)	2011	F	1	150
Migratory - Offshore - Shipping (Qld)	2011	M	0	27
Migratory - Offshore - Shipping (Qld)	2011	M	1	210
Migratory - Offshore - Shipping (Qld)	2016	F	0	10
Migratory - Offshore - Shipping (Qld)	2016	F	1	56
Migratory - Offshore - Shipping (Qld)	2016	M	0	7
Migratory - Offshore - Shipping (Qld)	2016	M	1	56
No usual address (Qld)	2006	F	0	404
No usual address (Qld)	2006	F	1	4610
No usual address (Qld)	2006	M	0	453
No usual address (Qld)	2006	M	1	5868
No usual address (Qld)	2011	F	0	503
No usual address (Qld)	2011	F	1	4307
No usual address (Qld)	2011	M	0	515
No usual address (Qld)	2011	M	1	5453
No usual address (Qld)	2016	F	0	657
No usual address (Qld)	2016	F	1	3934
No usual address (Qld)	2016	M	0	636
No usual address (Qld)	2016	M	1	4759
Adelaide - Central and Hills	2006	F	0	23460
Adelaide - Central and Hills	2006	F	1	107299
Adelaide - Central and Hills	2006	M	0	21421
Adelaide - Central and Hills	2006	M	1	100050
Adelaide - Central and Hills	2011	F	0	28766
Adelaide - Central and Hills	2011	F	1	108703
Adelaide - Central and Hills	2011	M	0	25987
Adelaide - Central and Hills	2011	M	1	102494
Adelaide - Central and Hills	2016	F	0	33220
Adelaide - Central and Hills	2016	F	1	108926
Adelaide - Central and Hills	2016	M	0	29976
Adelaide - Central and Hills	2016	M	1	103588
Adelaide - North	2006	F	0	24023
Adelaide - North	2006	F	1	151870
Adelaide - North	2006	M	0	23435
Adelaide - North	2006	M	1	147413
Adelaide - North	2011	F	0	32914
Adelaide - North	2011	F	1	157382
Adelaide - North	2011	M	0	31999
Adelaide - North	2011	M	1	153468
Adelaide - North	2016	F	0	44329
Adelaide - North	2016	F	1	158506
Adelaide - North	2016	M	0	43058
Adelaide - North	2016	M	1	155297
Adelaide - South	2006	F	0	14494
Adelaide - South	2006	F	1	146758
Adelaide - South	2006	M	0	12893
Adelaide - South	2006	M	1	138440
Adelaide - South	2011	F	0	17923
Adelaide - South	2011	F	1	151260
Adelaide - South	2011	M	0	15879
Adelaide - South	2011	M	1	143576
Adelaide - South	2016	F	0	21652
Adelaide - South	2016	F	1	153046
Adelaide - South	2016	M	0	19124
Adelaide - South	2016	M	1	145001
Adelaide - West	2006	F	0	26068
Adelaide - West	2006	F	1	74419
Adelaide - West	2006	M	0	24392
Adelaide - West	2006	M	1	70904
Adelaide - West	2011	F	0	30137
Adelaide - West	2011	F	1	75846
Adelaide - West	2011	M	0	28424
Adelaide - West	2011	M	1	73227
Adelaide - West	2016	F	0	33044
Adelaide - West	2016	F	1	77666
Adelaide - West	2016	M	0	30733
Adelaide - West	2016	M	1	75099
Barossa - Yorke - Mid North	2006	F	0	1061
Barossa - Yorke - Mid North	2006	F	1	48492
Barossa - Yorke - Mid North	2006	M	0	1004
Barossa - Yorke - Mid North	2006	M	1	48404
Barossa - Yorke - Mid North	2011	F	0	1297
Barossa - Yorke - Mid North	2011	F	1	50420
Barossa - Yorke - Mid North	2011	M	0	1195
Barossa - Yorke - Mid North	2011	M	1	50304
Barossa - Yorke - Mid North	2016	F	0	1440
Barossa - Yorke - Mid North	2016	F	1	50410
Barossa - Yorke - Mid North	2016	M	0	1277
Barossa - Yorke - Mid North	2016	M	1	50689
South Australia - Outback	2006	F	0	2519
South Australia - Outback	2006	F	1	35124
South Australia - Outback	2006	M	0	2567
South Australia - Outback	2006	M	1	36505
South Australia - Outback	2011	F	0	3025
South Australia - Outback	2011	F	1	35734
South Australia - Outback	2011	M	0	2998
South Australia - Outback	2011	M	1	37361
South Australia - Outback	2016	F	0	2924
South Australia - Outback	2016	F	1	34131
South Australia - Outback	2016	M	0	2884
South Australia - Outback	2016	M	1	35197
South Australia - South East	2006	F	0	3458
South Australia - South East	2006	F	1	77932
South Australia - South East	2006	M	0	3403
South Australia - South East	2006	M	1	77106
South Australia - South East	2011	F	0	4324
South Australia - South East	2011	F	1	81169
South Australia - South East	2011	M	0	4338
South Australia - South East	2011	M	1	79899
South Australia - South East	2016	F	0	5017
South Australia - South East	2016	F	1	81441
South Australia - South East	2016	M	0	5090
South Australia - South East	2016	M	1	80602
Migratory - Offshore - Shipping (SA)	2006	F	0	0
Migratory - Offshore - Shipping (SA)	2006	F	1	0
Migratory - Offshore - Shipping (SA)	2006	M	0	4
Migratory - Offshore - Shipping (SA)	2006	M	1	3
Migratory - Offshore - Shipping (SA)	2011	F	0	0
Migratory - Offshore - Shipping (SA)	2011	F	1	0
Migratory - Offshore - Shipping (SA)	2011	M	0	3
Migratory - Offshore - Shipping (SA)	2011	M	1	7
Migratory - Offshore - Shipping (SA)	2016	F	0	0
Migratory - Offshore - Shipping (SA)	2016	F	1	0
Migratory - Offshore - Shipping (SA)	2016	M	0	4
Migratory - Offshore - Shipping (SA)	2016	M	1	4
No usual address (SA)	2006	F	0	145
No usual address (SA)	2006	F	1	890
No usual address (SA)	2006	M	0	163
No usual address (SA)	2006	M	1	1189
No usual address (SA)	2011	F	0	157
No usual address (SA)	2011	F	1	943
No usual address (SA)	2011	M	0	184
No usual address (SA)	2011	M	1	1281
No usual address (SA)	2016	F	0	150
No usual address (SA)	2016	F	1	769
No usual address (SA)	2016	M	0	196
No usual address (SA)	2016	M	1	1167
Bunbury	2006	F	0	2859
Bunbury	2006	F	1	62970
Bunbury	2006	M	0	2553
Bunbury	2006	M	1	62459
Bunbury	2011	F	0	4243
Bunbury	2011	F	1	71265
Bunbury	2011	M	0	4129
Bunbury	2011	M	1	70141
Bunbury	2016	F	0	5819
Bunbury	2016	F	1	77008
Bunbury	2016	M	0	5176
Bunbury	2016	M	1	74989
Mandurah	2006	F	0	986
Mandurah	2006	F	1	30801
Mandurah	2006	M	0	903
Mandurah	2006	M	1	29568
Mandurah	2011	F	0	2007
Mandurah	2011	F	1	38201
Mandurah	2011	M	0	1734
Mandurah	2011	M	1	36448
Mandurah	2016	F	0	3276
Mandurah	2016	F	1	43267
Mandurah	2016	M	0	2669
Mandurah	2016	M	1	41131
Perth - Inner	2006	F	0	10776
Perth - Inner	2006	F	1	55428
Perth - Inner	2006	M	0	9759
Perth - Inner	2006	M	1	53131
Perth - Inner	2011	F	0	14496
Perth - Inner	2011	F	1	59047
Perth - Inner	2011	M	0	13350
Perth - Inner	2011	M	1	58157
Perth - Inner	2016	F	0	18128
Perth - Inner	2016	F	1	61034
Perth - Inner	2016	M	0	16198
Perth - Inner	2016	M	1	60476
Perth - North East	2006	F	0	14614
Perth - North East	2006	F	1	78790
Perth - North East	2006	M	0	13753
Perth - North East	2006	M	1	77690
Perth - North East	2011	F	0	18819
Perth - North East	2011	F	1	85510
Perth - North East	2011	M	0	17970
Perth - North East	2011	M	1	84879
Perth - North East	2016	F	0	26054
Perth - North East	2016	F	1	91442
Perth - North East	2016	M	0	24454
Perth - North East	2016	M	1	91482
Perth - North West	2006	F	0	32978
Perth - North West	2006	F	1	171095
Perth - North West	2006	M	0	30067
Perth - North West	2006	M	1	165055
Perth - North West	2011	F	0	44455
Perth - North West	2011	F	1	189868
Perth - North West	2011	M	0	41258
Perth - North West	2011	M	1	184577
Perth - North West	2016	F	0	56096
Perth - North West	2016	F	1	201297
Perth - North West	2016	M	0	52004
Perth - North West	2016	M	1	197012
Perth - South East	2006	F	0	27433
Perth - South East	2006	F	1	152678
Perth - South East	2006	M	0	25379
Perth - South East	2006	M	1	149510
Perth - South East	2011	F	0	43589
Perth - South East	2011	F	1	161772
Perth - South East	2011	M	0	42620
Perth - South East	2011	M	1	159922
Perth - South East	2016	F	0	64671
Perth - South East	2016	F	1	164239
Perth - South East	2016	M	0	63391
Perth - South East	2016	M	1	164786
Perth - South West	2006	F	0	18762
Perth - South West	2006	F	1	128597
Perth - South West	2006	M	0	17141
Perth - South West	2006	M	1	123423
Perth - South West	2011	F	0	25138
Perth - South West	2011	F	1	145860
Perth - South West	2011	M	0	22756
Perth - South West	2011	M	1	141453
Perth - South West	2016	F	0	33770
Perth - South West	2016	F	1	158488
Perth - South West	2016	M	0	30243
Perth - South West	2016	M	1	154175
Western Australia - Wheat Belt	2006	F	0	1988
Western Australia - Wheat Belt	2006	F	1	55560
Western Australia - Wheat Belt	2006	M	0	1978
Western Australia - Wheat Belt	2006	M	1	56676
Western Australia - Wheat Belt	2011	F	0	3066
Western Australia - Wheat Belt	2011	F	1	57806
Western Australia - Wheat Belt	2011	M	0	2905
Western Australia - Wheat Belt	2011	M	1	58897
Western Australia - Wheat Belt	2016	F	0	3570
Western Australia - Wheat Belt	2016	F	1	57101
Western Australia - Wheat Belt	2016	M	0	3471
Western Australia - Wheat Belt	2016	M	1	58501
Western Australia - Outback (North)	2006	F	0	4208
Western Australia - Outback (North)	2006	F	1	23723
Western Australia - Outback (North)	2006	M	0	4246
Western Australia - Outback (North)	2006	M	1	26885
Western Australia - Outback (North)	2011	F	0	5949
Western Australia - Outback (North)	2011	F	1	28192
Western Australia - Outback (North)	2011	M	0	6820
Western Australia - Outback (North)	2011	M	1	37308
Western Australia - Outback (North)	2016	F	0	7164
Western Australia - Outback (North)	2016	F	1	28339
Western Australia - Outback (North)	2016	M	0	8001
Western Australia - Outback (North)	2016	M	1	36702
Western Australia - Outback (South)	2006	F	0	3020
Western Australia - Outback (South)	2006	F	1	45518
Western Australia - Outback (South)	2006	M	0	2944
Western Australia - Outback (South)	2006	M	1	48363
Western Australia - Outback (South)	2011	F	0	4538
Western Australia - Outback (South)	2011	F	1	48675
Western Australia - Outback (South)	2011	M	0	4473
Western Australia - Outback (South)	2011	M	1	52322
Western Australia - Outback (South)	2016	F	0	5401
Western Australia - Outback (South)	2016	F	1	46243
Western Australia - Outback (South)	2016	M	0	5130
Western Australia - Outback (South)	2016	M	1	49212
Migratory - Offshore - Shipping (WA)	2006	F	0	3
Migratory - Offshore - Shipping (WA)	2006	F	1	22
Migratory - Offshore - Shipping (WA)	2006	M	0	27
Migratory - Offshore - Shipping (WA)	2006	M	1	255
Migratory - Offshore - Shipping (WA)	2011	F	0	7
Migratory - Offshore - Shipping (WA)	2011	F	1	25
Migratory - Offshore - Shipping (WA)	2011	M	0	37
Migratory - Offshore - Shipping (WA)	2011	M	1	282
Migratory - Offshore - Shipping (WA)	2016	F	0	3
Migratory - Offshore - Shipping (WA)	2016	F	1	14
Migratory - Offshore - Shipping (WA)	2016	M	0	51
Migratory - Offshore - Shipping (WA)	2016	M	1	288
No usual address (WA)	2006	F	0	204
No usual address (WA)	2006	F	1	2088
No usual address (WA)	2006	M	0	255
No usual address (WA)	2006	M	1	2752
No usual address (WA)	2011	F	0	317
No usual address (WA)	2011	F	1	2288
No usual address (WA)	2011	M	0	380
No usual address (WA)	2011	M	1	3047
No usual address (WA)	2016	F	0	281
No usual address (WA)	2016	F	1	1559
No usual address (WA)	2016	M	0	305
No usual address (WA)	2016	M	1	2258
Hobart	2006	F	0	5338
Hobart	2006	F	1	93722
Hobart	2006	M	0	4851
Hobart	2006	M	1	87557
Hobart	2011	F	0	7072
Hobart	2011	F	1	97621
Hobart	2011	M	0	6539
Hobart	2011	M	1	91731
Hobart	2016	F	0	9009
Hobart	2016	F	1	99040
Hobart	2016	M	0	7984
Hobart	2016	M	1	93339
Launceston and North East	2006	F	0	2022
Launceston and North East	2006	F	1	63378
Launceston and North East	2006	M	0	1906
Launceston and North East	2006	M	1	60602
Launceston and North East	2011	F	0	2749
Launceston and North East	2011	F	1	65246
Launceston and North East	2011	M	0	2555
Launceston and North East	2011	M	1	62202
Launceston and North East	2016	F	0	3372
Launceston and North East	2016	F	1	63453
Launceston and North East	2016	M	0	3240
Launceston and North East	2016	M	1	60761
South East	2006	F	0	311
South East	2006	F	1	15463
South East	2006	M	0	304
South East	2006	M	1	16172
South East	2011	F	0	460
South East	2011	F	1	16429
South East	2011	M	0	385
South East	2011	M	1	17152
South East	2016	F	0	531
South East	2016	F	1	16305
South East	2016	M	0	447
South East	2016	M	1	17115
West and North West	2006	F	0	1012
West and North West	2006	F	1	51097
West and North West	2006	M	0	887
West and North West	2006	M	1	49327
West and North West	2011	F	0	1271
West and North West	2011	F	1	52416
West and North West	2011	M	0	1036
West and North West	2011	M	1	50359
West and North West	2016	F	0	1453
West and North West	2016	F	1	50946
West and North West	2016	M	0	1183
West and North West	2016	M	1	48718
Migratory - Offshore - Shipping (Tas.)	2006	F	0	0
Migratory - Offshore - Shipping (Tas.)	2006	F	1	10
Migratory - Offshore - Shipping (Tas.)	2006	M	0	4
Migratory - Offshore - Shipping (Tas.)	2006	M	1	62
Migratory - Offshore - Shipping (Tas.)	2011	F	0	0
Migratory - Offshore - Shipping (Tas.)	2011	F	1	29
Migratory - Offshore - Shipping (Tas.)	2011	M	0	4
Migratory - Offshore - Shipping (Tas.)	2011	M	1	66
Migratory - Offshore - Shipping (Tas.)	2016	F	0	0
Migratory - Offshore - Shipping (Tas.)	2016	F	1	18
Migratory - Offshore - Shipping (Tas.)	2016	M	0	9
Migratory - Offshore - Shipping (Tas.)	2016	M	1	37
No usual address (Tas.)	2006	F	0	24
No usual address (Tas.)	2006	F	1	374
No usual address (Tas.)	2006	M	0	18
No usual address (Tas.)	2006	M	1	402
No usual address (Tas.)	2011	F	0	38
No usual address (Tas.)	2011	F	1	387
No usual address (Tas.)	2011	M	0	38
No usual address (Tas.)	2011	M	1	475
No usual address (Tas.)	2016	F	0	31
No usual address (Tas.)	2016	F	1	300
No usual address (Tas.)	2016	M	0	31
No usual address (Tas.)	2016	M	1	378
Darwin	2006	F	0	6798
Darwin	2006	F	1	39280
Darwin	2006	M	0	6431
Darwin	2006	M	1	42122
Darwin	2011	F	0	9754
Darwin	2011	F	1	42304
Darwin	2011	M	0	9245
Darwin	2011	M	1	45316
Darwin	2016	F	0	14079
Darwin	2016	F	1	44199
Darwin	2016	M	0	13639
Darwin	2016	M	1	48748
Northern Territory - Outback	2006	F	0	16096
Northern Territory - Outback	2006	F	1	21565
Northern Territory - Outback	2006	M	0	15260
Northern Territory - Outback	2006	M	1	22783
Northern Territory - Outback	2011	F	0	19351
Northern Territory - Outback	2011	F	1	21097
Northern Territory - Outback	2011	M	0	18110
Northern Territory - Outback	2011	M	1	22794
Northern Territory - Outback	2016	F	0	20193
Northern Territory - Outback	2016	F	1	18588
Northern Territory - Outback	2016	M	0	19154
Northern Territory - Outback	2016	M	1	19714
Migratory - Offshore - Shipping (NT)	2006	F	0	0
Migratory - Offshore - Shipping (NT)	2006	F	1	15
Migratory - Offshore - Shipping (NT)	2006	M	0	18
Migratory - Offshore - Shipping (NT)	2006	M	1	50
Migratory - Offshore - Shipping (NT)	2011	F	0	5
Migratory - Offshore - Shipping (NT)	2011	F	1	11
Migratory - Offshore - Shipping (NT)	2011	M	0	18
Migratory - Offshore - Shipping (NT)	2011	M	1	67
Migratory - Offshore - Shipping (NT)	2016	F	0	3
Migratory - Offshore - Shipping (NT)	2016	F	1	10
Migratory - Offshore - Shipping (NT)	2016	M	0	37
Migratory - Offshore - Shipping (NT)	2016	M	1	16
No usual address (NT)	2006	F	0	57
No usual address (NT)	2006	F	1	673
No usual address (NT)	2006	M	0	64
No usual address (NT)	2006	M	1	797
No usual address (NT)	2011	F	0	90
No usual address (NT)	2011	F	1	671
No usual address (NT)	2011	M	0	109
No usual address (NT)	2011	M	1	758
No usual address (NT)	2016	F	0	218
No usual address (NT)	2016	F	1	642
No usual address (NT)	2016	M	0	234
No usual address (NT)	2016	M	1	720
Australian Capital Territory	2006	F	0	24437
Australian Capital Territory	2006	F	1	132949
Australian Capital Territory	2006	M	0	22618
Australian Capital Territory	2006	M	1	128964
Australian Capital Territory	2011	F	0	33558
Australian Capital Territory	2011	F	1	140216
Australian Capital Territory	2011	M	0	31012
Australian Capital Territory	2011	M	1	137351
Australian Capital Territory	2016	F	0	45140
Australian Capital Territory	2016	F	1	145783
Australian Capital Territory	2016	M	0	41447
Australian Capital Territory	2016	M	1	142856
Migratory - Offshore - Shipping (ACT)	2006	F	0	0
Migratory - Offshore - Shipping (ACT)	2006	F	1	0
Migratory - Offshore - Shipping (ACT)	2006	M	0	0
Migratory - Offshore - Shipping (ACT)	2006	M	1	0
Migratory - Offshore - Shipping (ACT)	2011	F	0	0
Migratory - Offshore - Shipping (ACT)	2011	F	1	0
Migratory - Offshore - Shipping (ACT)	2011	M	0	0
Migratory - Offshore - Shipping (ACT)	2011	M	1	0
Migratory - Offshore - Shipping (ACT)	2016	F	0	0
Migratory - Offshore - Shipping (ACT)	2016	F	1	0
Migratory - Offshore - Shipping (ACT)	2016	M	0	0
Migratory - Offshore - Shipping (ACT)	2016	M	1	0
No usual address (ACT)	2006	F	0	56
No usual address (ACT)	2006	F	1	260
No usual address (ACT)	2006	M	0	58
No usual address (ACT)	2006	M	1	277
No usual address (ACT)	2011	F	0	54
No usual address (ACT)	2011	F	1	232
No usual address (ACT)	2011	M	0	43
No usual address (ACT)	2011	M	1	242
No usual address (ACT)	2016	F	0	41
No usual address (ACT)	2016	F	1	160
No usual address (ACT)	2016	M	0	42
No usual address (ACT)	2016	M	1	190
Other Territories	2006	F	0	592
Other Territories	2006	F	1	426
Other Territories	2006	M	0	599
Other Territories	2006	M	1	536
Other Territories	2011	F	0	583
Other Territories	2011	F	1	402
Other Territories	2011	M	0	638
Other Territories	2011	M	1	517
Other Territories	2016	F	0	1062
Other Territories	2016	F	1	812
Other Territories	2016	M	0	1055
Other Territories	2016	M	1	871
Migratory - Offshore - Shipping (OT)	2006	F	0	0
Migratory - Offshore - Shipping (OT)	2006	F	1	0
Migratory - Offshore - Shipping (OT)	2006	M	0	0
Migratory - Offshore - Shipping (OT)	2006	M	1	0
Migratory - Offshore - Shipping (OT)	2011	F	0	0
Migratory - Offshore - Shipping (OT)	2011	F	1	0
Migratory - Offshore - Shipping (OT)	2011	M	0	0
Migratory - Offshore - Shipping (OT)	2011	M	1	0
Migratory - Offshore - Shipping (OT)	2016	F	0	0
Migratory - Offshore - Shipping (OT)	2016	F	1	0
Migratory - Offshore - Shipping (OT)	2016	M	0	0
Migratory - Offshore - Shipping (OT)	2016	M	1	3
No usual address (OT)	2006	F	0	0
No usual address (OT)	2006	F	1	4
No usual address (OT)	2006	M	0	0
No usual address (OT)	2006	M	1	9
No usual address (OT)	2011	F	0	0
No usual address (OT)	2011	F	1	16
No usual address (OT)	2011	M	0	3
No usual address (OT)	2011	M	1	4
No usual address (OT)	2016	F	0	10
No usual address (OT)	2016	F	1	21
No usual address (OT)	2016	M	0	5
No usual address (OT)	2016	M	1	20
