SA4_NAME16	Year	Children	CoupleFamily	TotalFamilyIncome.min	families_with_children
Melbourne - North East	2011	4	1	52	7
Melbourne - North East	2011	4	1	7800	40
Melbourne - North East	2011	4	1	15600	23
Melbourne - North East	2011	4	1	20800	29
Melbourne - North East	2011	4	1	26000	112
Melbourne - North East	2011	4	1	33800	121
Melbourne - North East	2011	4	1	41600	165
Melbourne - North East	2011	4	1	52000	423
Melbourne - North East	2011	4	1	78000	387
Melbourne - North East	2011	4	1	104000	297
Melbourne - North East	2011	4	1	130000	278
Melbourne - North East	2011	4	1	156000	262
Melbourne - North East	2011	4	1	208000	169
Melbourne - North East	2016	1	0		1118
Melbourne - North East	2016	1	0	-1	252
Melbourne - North East	2016	1	0	52	112
Melbourne - North East	2016	1	0	7800	315
Melbourne - North East	2016	1	0	15600	318
Melbourne - North East	2016	1	0	20800	630
Melbourne - North East	2016	1	0	26000	906
Melbourne - North East	2016	1	0	33800	1122
Melbourne - North East	2016	1	0	41600	1262
Melbourne - North East	2016	1	0	52000	2455
Melbourne - North East	2016	1	0	78000	1409
Melbourne - North East	2016	1	0	104000	806
Melbourne - North East	2016	1	0	130000	297
Melbourne - North East	2016	1	0	156000	201
Melbourne - North East	2016	1	0	208000	117
Melbourne - North East	2016	1	1		2569
Melbourne - North East	2016	1	1	-1	162
Melbourne - North East	2016	1	1	52	64
Melbourne - North East	2016	1	1	7800	117
Melbourne - North East	2016	1	1	15600	80
Melbourne - North East	2016	1	1	20800	241
Melbourne - North East	2016	1	1	26000	379
Melbourne - North East	2016	1	1	33800	716
Melbourne - North East	2016	1	1	41600	1072
Melbourne - North East	2016	1	1	52000	3813
Melbourne - North East	2016	1	1	78000	3803
Melbourne - North East	2016	1	1	104000	3799
Melbourne - North East	2016	1	1	130000	2633
Melbourne - North East	2016	1	1	156000	2672
Melbourne - North East	2016	1	1	208000	1881
Melbourne - North East	2016	2	0		888
Melbourne - North East	2016	2	0	-1	103
Melbourne - North East	2016	2	0	52	55
Melbourne - North East	2016	2	0	7800	156
Melbourne - North East	2016	2	0	15600	204
Melbourne - North East	2016	2	0	20800	285
Melbourne - North East	2016	2	0	26000	568
Melbourne - North East	2016	2	0	33800	534
Melbourne - North East	2016	2	0	41600	549
Melbourne - North East	2016	2	0	52000	1145
Melbourne - North East	2016	2	0	78000	798
Melbourne - North East	2016	2	0	104000	485
Melbourne - North East	2016	2	0	130000	224
Melbourne - North East	2016	2	0	156000	237
Melbourne - North East	2016	2	0	208000	77
Melbourne - North East	2016	2	1		3367
Melbourne - North East	2016	2	1	-1	127
Melbourne - North East	2016	2	1	52	59
Melbourne - North East	2016	2	1	7800	88
Melbourne - North East	2016	2	1	15600	57
Melbourne - North East	2016	2	1	20800	204
Melbourne - North East	2016	2	1	26000	321
Melbourne - North East	2016	2	1	33800	549
Melbourne - North East	2016	2	1	41600	1006
Melbourne - North East	2016	2	1	52000	3496
Melbourne - North East	2016	2	1	78000	4367
Melbourne - North East	2016	2	1	104000	4780
Melbourne - North East	2016	2	1	130000	3609
Melbourne - North East	2016	2	1	156000	4118
Melbourne - North East	2016	2	1	208000	3602
Melbourne - North East	2016	3	0		310
Melbourne - North East	2016	3	0	-1	54
Melbourne - North East	2016	3	0	52	19
Melbourne - North East	2016	3	0	7800	35
Melbourne - North East	2016	3	0	15600	64
Melbourne - North East	2016	3	0	20800	98
Melbourne - North East	2016	3	0	26000	183
Melbourne - North East	2016	3	0	33800	200
Melbourne - North East	2016	3	0	41600	189
Melbourne - North East	2016	3	0	52000	306
Melbourne - North East	2016	3	0	78000	208
Melbourne - North East	2016	3	0	104000	118
Melbourne - North East	2016	3	0	130000	75
Melbourne - North East	2016	3	0	156000	65
Melbourne - North East	2016	3	0	208000	40
Melbourne - North East	2016	3	1		1431
Melbourne - North East	2016	3	1	-1	58
Melbourne - North East	2016	3	1	52	20
Melbourne - North East	2016	3	1	7800	27
Melbourne - North East	2016	3	1	15600	12
Melbourne - North East	2016	3	1	20800	101
Melbourne - North East	2016	3	1	26000	139
Melbourne - North East	2016	3	1	33800	198
Melbourne - North East	2016	3	1	41600	315
Melbourne - North East	2016	3	1	52000	1209
Melbourne - North East	2016	3	1	78000	1406
Melbourne - North East	2016	3	1	104000	1515
Melbourne - North East	2016	3	1	130000	1174
Melbourne - North East	2016	3	1	156000	1355
Melbourne - North East	2016	3	1	208000	1417
Melbourne - North East	2016	4	0		133
Melbourne - North East	2016	4	0	-1	12
Melbourne - North East	2016	4	0	52	5
Melbourne - North East	2016	4	0	7800	10
Melbourne - North East	2016	4	0	15600	21
Melbourne - North East	2016	4	0	20800	34
Melbourne - North East	2016	4	0	26000	54
Melbourne - North East	2016	4	0	33800	63
Melbourne - North East	2016	4	0	41600	67
Melbourne - North East	2016	4	0	52000	104
Melbourne - North East	2016	4	0	78000	63
Melbourne - North East	2016	4	0	104000	37
Melbourne - North East	2016	4	0	130000	20
Melbourne - North East	2016	4	0	156000	25
Melbourne - North East	2016	4	0	208000	10
Melbourne - North East	2016	4	1		552
Melbourne - North East	2016	4	1	-1	32
Melbourne - North East	2016	4	1	52	12
Melbourne - North East	2016	4	1	7800	19
Melbourne - North East	2016	4	1	15600	11
Melbourne - North East	2016	4	1	20800	65
Melbourne - North East	2016	4	1	26000	87
Melbourne - North East	2016	4	1	33800	124
Melbourne - North East	2016	4	1	41600	132
Melbourne - North East	2016	4	1	52000	389
Melbourne - North East	2016	4	1	78000	395
Melbourne - North East	2016	4	1	104000	348
Melbourne - North East	2016	4	1	130000	272
Melbourne - North East	2016	4	1	156000	295
Melbourne - North East	2016	4	1	208000	286
Melbourne - North West	2006	1	0		738
Melbourne - North West	2006	1	0	-1	68
Melbourne - North West	2006	1	0	52	124
Melbourne - North West	2006	1	0	7800	424
Melbourne - North West	2006	1	0	15600	722
Melbourne - North West	2006	1	0	20800	288
Melbourne - North West	2006	1	0	26000	1134
Melbourne - North West	2006	1	0	33800	687
Melbourne - North West	2006	1	0	41600	677
Melbourne - North West	2006	1	0	52000	1363
Melbourne - North West	2006	1	0	78000	356
Melbourne - North West	2006	1	0	104000	121
Melbourne - North West	2006	1	0	130000	68
Melbourne - North West	2006	1	0	156000	15
Melbourne - North West	2006	1	0	208000	8
Melbourne - North West	2006	1	1		1691
Melbourne - North West	2006	1	1	-1	67
Melbourne - North West	2006	1	1	52	102
Melbourne - North West	2006	1	1	7800	149
Melbourne - North West	2006	1	1	15600	147
Melbourne - North West	2006	1	1	20800	337
Melbourne - North West	2006	1	1	26000	823
Melbourne - North West	2006	1	1	33800	679
Melbourne - North West	2006	1	1	41600	1082
Melbourne - North West	2006	1	1	52000	3175
Melbourne - North West	2006	1	1	78000	2231
Melbourne - North West	2006	1	1	104000	1302
Melbourne - North West	2006	1	1	130000	724
Melbourne - North West	2006	1	1	156000	434
Melbourne - North West	2006	1	1	208000	119
Melbourne - North West	2006	2	0		526
Melbourne - North West	2006	2	0	-1	34
Melbourne - North West	2006	2	0	52	53
Melbourne - North West	2006	2	0	7800	275
Melbourne - North West	2006	2	0	15600	480
Melbourne - North West	2006	2	0	20800	54
Melbourne - North West	2006	2	0	26000	765
Melbourne - North West	2006	2	0	33800	358
Melbourne - North West	2006	2	0	41600	331
Melbourne - North West	2006	2	0	52000	597
Melbourne - North West	2006	2	0	78000	266
Melbourne - North West	2006	2	0	104000	109
Melbourne - North West	2006	2	0	130000	61
Melbourne - North West	2006	2	0	156000	24
Melbourne - North West	2006	2	0	208000	4
Melbourne - North West	2006	2	1		2446
Melbourne - North West	2006	2	1	-1	85
Melbourne - North West	2006	2	1	52	95
Melbourne - North West	2006	2	1	7800	114
Melbourne - North West	2006	2	1	15600	137
Melbourne - North West	2006	2	1	20800	346
Melbourne - North West	2006	2	1	26000	820
Melbourne - North West	2006	2	1	33800	774
Melbourne - North West	2006	2	1	41600	1162
Melbourne - North West	2006	2	1	52000	4124
Melbourne - North West	2006	2	1	78000	2743
Melbourne - North West	2006	2	1	104000	1670
Melbourne - North West	2006	2	1	130000	1218
Melbourne - North West	2006	2	1	156000	729
Melbourne - North West	2006	2	1	208000	216
Melbourne - North West	2006	3	0		285
Melbourne - North West	2006	3	0	-1	14
Melbourne - North West	2006	3	0	52	23
Melbourne - North West	2006	3	0	7800	84
Melbourne - North West	2006	3	0	15600	149
Melbourne - North West	2006	3	0	20800	19
Melbourne - North West	2006	3	0	26000	356
Melbourne - North West	2006	3	0	33800	119
Melbourne - North West	2006	3	0	41600	104
Melbourne - North West	2006	3	0	52000	179
Melbourne - North West	2006	3	0	78000	80
Melbourne - North West	2006	3	0	104000	32
Melbourne - North West	2006	3	0	130000	20
Melbourne - North West	2006	3	0	156000	6
Melbourne - North West	2006	3	0	208000	3
Melbourne - North West	2006	3	1		1373
Melbourne - North West	2006	3	1	-1	37
Melbourne - North West	2006	3	1	52	49
Melbourne - North West	2006	3	1	7800	51
Melbourne - North West	2006	3	1	15600	77
Melbourne - North West	2006	3	1	20800	217
Melbourne - North West	2006	3	1	26000	412
Melbourne - North West	2006	3	1	33800	360
Melbourne - North West	2006	3	1	41600	482
Melbourne - North West	2006	3	1	52000	1732
Melbourne - North West	2006	3	1	78000	1095
Melbourne - North West	2006	3	1	104000	619
Melbourne - North West	2006	3	1	130000	511
Melbourne - North West	2006	3	1	156000	349
Melbourne - North West	2006	3	1	208000	93
Melbourne - North West	2006	4	0		155
Melbourne - North West	2006	4	0	-1	5
Melbourne - North West	2006	4	0	52	9
Melbourne - North West	2006	4	0	7800	33
Melbourne - North West	2006	4	0	15600	29
Melbourne - North West	2006	4	0	20800	9
Melbourne - North West	2006	4	0	26000	128
Melbourne - North West	2006	4	0	33800	79
Melbourne - North West	2006	4	0	41600	41
Melbourne - North West	2006	4	0	52000	71
Melbourne - North West	2006	4	0	78000	31
Melbourne - North West	2006	4	0	104000	14
Melbourne - North West	2006	4	0	130000	7
Melbourne - North West	2006	4	0	156000	5
Melbourne - North West	2006	4	0	208000	0
Melbourne - North West	2006	4	1		762
Melbourne - North West	2006	4	1	-1	16
Melbourne - North West	2006	4	1	52	50
Melbourne - North West	2006	4	1	7800	39
Melbourne - North West	2006	4	1	15600	37
Melbourne - North West	2006	4	1	20800	174
Melbourne - North West	2006	4	1	26000	222
Melbourne - North West	2006	4	1	33800	172
Melbourne - North West	2006	4	1	41600	198
Melbourne - North West	2006	4	1	52000	568
Melbourne - North West	2006	4	1	78000	343
Melbourne - North West	2006	4	1	104000	208
Melbourne - North West	2006	4	1	130000	152
Melbourne - North West	2006	4	1	156000	116
Melbourne - North West	2006	4	1	208000	40
Melbourne - North West	2011	1	0		837
Melbourne - North West	2011	1	0	-1	122
Melbourne - North West	2011	1	0	52	108
Melbourne - North West	2011	1	0	7800	307
Melbourne - North West	2011	1	0	15600	516
Melbourne - North West	2011	1	0	20800	615
Melbourne - North West	2011	1	0	26000	432
Melbourne - North West	2011	1	0	33800	992
Melbourne - North West	2011	1	0	41600	903
Melbourne - North West	2011	1	0	52000	1570
Melbourne - North West	2011	1	0	78000	708
Melbourne - North West	2011	1	0	104000	319
Melbourne - North West	2011	1	0	130000	170
Melbourne - North West	2011	1	0	156000	75
Melbourne - North West	2011	1	0	208000	13
Melbourne - North West	2011	1	1		1755
Melbourne - North West	2011	1	1	-1	98
Melbourne - North West	2011	1	1	52	53
Melbourne - North West	2011	1	1	7800	182
Melbourne - North West	2011	1	1	15600	127
Melbourne - North West	2011	1	1	20800	187
Melbourne - North West	2011	1	1	26000	492
Melbourne - North West	2011	1	1	33800	683
Melbourne - North West	2011	1	1	41600	914
Melbourne - North West	2011	1	1	52000	2693
Melbourne - North West	2011	1	1	78000	2307
Melbourne - North West	2011	1	1	104000	1895
Melbourne - North West	2011	1	1	130000	1271
Melbourne - North West	2011	1	1	156000	1149
Melbourne - North West	2011	1	1	208000	418
Melbourne - North West	2011	2	0		601
Melbourne - North West	2011	2	0	-1	70
Melbourne - North West	2011	2	0	52	84
Melbourne - North West	2011	2	0	7800	184
Melbourne - North West	2011	2	0	15600	258
Melbourne - North West	2011	2	0	20800	555
Melbourne - North West	2011	2	0	26000	188
Melbourne - North West	2011	2	0	33800	432
Melbourne - North West	2011	2	0	41600	410
Melbourne - North West	2011	2	0	52000	742
Melbourne - North West	2011	2	0	78000	445
Melbourne - North West	2011	2	0	104000	204
Melbourne - North West	2011	2	0	130000	164
Melbourne - North West	2011	2	0	156000	87
Melbourne - North West	2011	2	0	208000	16
Melbourne - North West	2011	2	1		2295
Melbourne - North West	2011	2	1	-1	94
Melbourne - North West	2011	2	1	52	45
Melbourne - North West	2011	2	1	7800	155
Melbourne - North West	2011	2	1	15600	105
Melbourne - North West	2011	2	1	20800	164
Melbourne - North West	2011	2	1	26000	517
Melbourne - North West	2011	2	1	33800	648
Melbourne - North West	2011	2	1	41600	1039
Melbourne - North West	2011	2	1	52000	3003
Melbourne - North West	2011	2	1	78000	3038
Melbourne - North West	2011	2	1	104000	2401
Melbourne - North West	2011	2	1	130000	1880
Melbourne - North West	2011	2	1	156000	1892
Melbourne - North West	2011	2	1	208000	745
Melbourne - North West	2011	3	0		255
Melbourne - North West	2011	3	0	-1	18
Melbourne - North West	2011	3	0	52	11
Melbourne - North West	2011	3	0	7800	66
Melbourne - North West	2011	3	0	15600	86
Melbourne - North West	2011	3	0	20800	217
Melbourne - North West	2011	3	0	26000	83
Melbourne - North West	2011	3	0	33800	171
Melbourne - North West	2011	3	0	41600	130
Melbourne - North West	2011	3	0	52000	252
Melbourne - North West	2011	3	0	78000	139
Melbourne - North West	2011	3	0	104000	57
Melbourne - North West	2011	3	0	130000	54
Melbourne - North West	2011	3	0	156000	25
Melbourne - North West	2011	3	0	208000	10
Melbourne - North West	2011	3	1		1245
Melbourne - North West	2011	3	1	-1	51
Melbourne - North West	2011	3	1	52	22
Melbourne - North West	2011	3	1	7800	92
Melbourne - North West	2011	3	1	15600	52
Melbourne - North West	2011	3	1	20800	100
Melbourne - North West	2011	3	1	26000	298
Melbourne - North West	2011	3	1	33800	352
Melbourne - North West	2011	3	1	41600	461
Melbourne - North West	2011	3	1	52000	1219
Melbourne - North West	2011	3	1	78000	1202
Melbourne - North West	2011	3	1	104000	849
Melbourne - North West	2011	3	1	130000	784
Melbourne - North West	2011	3	1	156000	771
Melbourne - North West	2011	3	1	208000	327
Melbourne - North West	2011	4	0		133
Melbourne - North West	2011	4	0	-1	7
Melbourne - North West	2011	4	0	52	15
Melbourne - North West	2011	4	0	7800	27
Melbourne - North West	2011	4	0	15600	33
Melbourne - North West	2011	4	0	20800	71
Melbourne - North West	2011	4	0	26000	33
Melbourne - North West	2011	4	0	33800	88
Melbourne - North West	2011	4	0	41600	58
Melbourne - North West	2011	4	0	52000	91
Melbourne - North West	2011	4	0	78000	33
Melbourne - North West	2011	4	0	104000	26
Melbourne - North West	2011	4	0	130000	18
Melbourne - North West	2011	4	0	156000	17
Melbourne - North West	2011	4	0	208000	10
Melbourne - North West	2011	4	1		669
Melbourne - North West	2011	4	1	-1	31
Melbourne - North West	2011	4	1	52	13
Melbourne - North West	2011	4	1	7800	43
Melbourne - North West	2011	4	1	15600	55
Melbourne - North West	2011	4	1	20800	62
Melbourne - North West	2011	4	1	26000	198
Melbourne - North West	2011	4	1	33800	204
Melbourne - North West	2011	4	1	41600	238
Melbourne - North West	2011	4	1	52000	567
Melbourne - North West	2011	4	1	78000	417
Melbourne - North West	2011	4	1	104000	256
Melbourne - North West	2011	4	1	130000	281
Melbourne - North West	2011	4	1	156000	187
Melbourne - North West	2011	4	1	208000	89
Melbourne - North West	2016	1	0		854
Melbourne - North West	2016	1	0	-1	175
Melbourne - North West	2016	1	0	52	85
Melbourne - North West	2016	1	0	7800	245
Melbourne - North West	2016	1	0	15600	250
Melbourne - North West	2016	1	0	20800	472
Melbourne - North West	2016	1	0	26000	598
Melbourne - North West	2016	1	0	33800	810
Melbourne - North West	2016	1	0	41600	990
Melbourne - North West	2016	1	0	52000	1829
Melbourne - North West	2016	1	0	78000	1022
Melbourne - North West	2016	1	0	104000	586
Melbourne - North West	2016	1	0	130000	252
Melbourne - North West	2016	1	0	156000	122
Melbourne - North West	2016	1	0	208000	69
Melbourne - North West	2016	1	1		1794
Melbourne - North West	2016	1	1	-1	129
Melbourne - North West	2016	1	1	52	51
Melbourne - North West	2016	1	1	7800	107
Melbourne - North West	2016	1	1	15600	79
Melbourne - North West	2016	1	1	20800	265
Melbourne - North West	2016	1	1	26000	317
Melbourne - North West	2016	1	1	33800	574
Melbourne - North West	2016	1	1	41600	914
Melbourne - North West	2016	1	1	52000	2787
Melbourne - North West	2016	1	1	78000	2620
Melbourne - North West	2016	1	1	104000	2600
Melbourne - North West	2016	1	1	130000	1619
Melbourne - North West	2016	1	1	156000	1760
Melbourne - North West	2016	1	1	208000	1037
Melbourne - North West	2016	2	0		609
Melbourne - North West	2016	2	0	-1	101
Melbourne - North West	2016	2	0	52	36
Melbourne - North West	2016	2	0	7800	139
Melbourne - North West	2016	2	0	15600	176
Melbourne - North West	2016	2	0	20800	261
Melbourne - North West	2016	2	0	26000	457
Melbourne - North West	2016	2	0	33800	427
Melbourne - North West	2016	2	0	41600	458
Melbourne - North West	2016	2	0	52000	895
Melbourne - North West	2016	2	0	78000	539
Melbourne - North West	2016	2	0	104000	337
Melbourne - North West	2016	2	0	130000	192
Melbourne - North West	2016	2	0	156000	129
Melbourne - North West	2016	2	0	208000	66
Melbourne - North West	2016	2	1		2268
Melbourne - North West	2016	2	1	-1	134
Melbourne - North West	2016	2	1	52	43
Melbourne - North West	2016	2	1	7800	89
Melbourne - North West	2016	2	1	15600	65
Melbourne - North West	2016	2	1	20800	279
Melbourne - North West	2016	2	1	26000	347
Melbourne - North West	2016	2	1	33800	587
Melbourne - North West	2016	2	1	41600	879
Melbourne - North West	2016	2	1	52000	2819
Melbourne - North West	2016	2	1	78000	3077
Melbourne - North West	2016	2	1	104000	3137
Melbourne - North West	2016	2	1	130000	2306
Melbourne - North West	2016	2	1	156000	2543
Melbourne - North West	2016	2	1	208000	1935
Melbourne - North West	2016	3	0		275
Melbourne - North West	2016	3	0	-1	29
Melbourne - North West	2016	3	0	52	16
Melbourne - North West	2016	3	0	7800	52
Melbourne - North West	2016	3	0	15600	67
Melbourne - North West	2016	3	0	20800	89
Melbourne - North West	2016	3	0	26000	158
Melbourne - North West	2016	3	0	33800	180
Melbourne - North West	2016	3	0	41600	165
Melbourne - North West	2016	3	0	52000	278
Melbourne - North West	2016	3	0	78000	163
Melbourne - North West	2016	3	0	104000	104
Melbourne - North West	2016	3	0	130000	61
Melbourne - North West	2016	3	0	156000	51
Melbourne - North West	2016	3	0	208000	37
Melbourne - North West	2016	3	1		1157
Melbourne - North West	2016	3	1	-1	82
Melbourne - North West	2016	3	1	52	16
Melbourne - North West	2016	3	1	7800	45
Melbourne - North West	2016	3	1	15600	30
Melbourne - North West	2016	3	1	20800	169
Melbourne - North West	2016	3	1	26000	222
Melbourne - North West	2016	3	1	33800	319
Melbourne - North West	2016	3	1	41600	417
Melbourne - North West	2016	3	1	52000	1300
Melbourne - North West	2016	3	1	78000	1172
Melbourne - North West	2016	3	1	104000	1110
Melbourne - North West	2016	3	1	130000	730
Melbourne - North West	2016	3	1	156000	906
Melbourne - North West	2016	3	1	208000	813
Melbourne - North West	2016	4	0		134
Melbourne - North West	2016	4	0	-1	19
Melbourne - North West	2016	4	0	52	16
Melbourne - North West	2016	4	0	7800	23
Melbourne - North West	2016	4	0	15600	30
Melbourne - North West	2016	4	0	20800	39
Melbourne - North West	2016	4	0	26000	60
Melbourne - North West	2016	4	0	33800	73
Melbourne - North West	2016	4	0	41600	82
Melbourne - North West	2016	4	0	52000	105
Melbourne - North West	2016	4	0	78000	64
Melbourne - North West	2016	4	0	104000	39
Melbourne - North West	2016	4	0	130000	20
Melbourne - North West	2016	4	0	156000	15
Melbourne - North West	2016	4	0	208000	12
Melbourne - North West	2016	4	1		664
Melbourne - North West	2016	4	1	-1	54
Melbourne - North West	2016	4	1	52	19
Melbourne - North West	2016	4	1	7800	42
Melbourne - North West	2016	4	1	15600	26
Melbourne - North West	2016	4	1	20800	115
Melbourne - North West	2016	4	1	26000	152
Melbourne - North West	2016	4	1	33800	188
Melbourne - North West	2016	4	1	41600	278
Melbourne - North West	2016	4	1	52000	630
Melbourne - North West	2016	4	1	78000	489
Melbourne - North West	2016	4	1	104000	339
Melbourne - North West	2016	4	1	130000	223
Melbourne - North West	2016	4	1	156000	286
Melbourne - North West	2016	4	1	208000	229
Melbourne - Outer East	2006	1	0		1062
Melbourne - Outer East	2006	1	0	-1	97
Melbourne - Outer East	2006	1	0	52	146
Melbourne - Outer East	2006	1	0	7800	504
Melbourne - Outer East	2006	1	0	15600	1041
Melbourne - Outer East	2006	1	0	20800	298
Melbourne - Outer East	2006	1	0	26000	1736
Melbourne - Outer East	2006	1	0	33800	1004
Melbourne - Outer East	2006	1	0	41600	1083
Melbourne - Outer East	2006	1	0	52000	2119
Melbourne - Outer East	2006	1	0	78000	636
Melbourne - Outer East	2006	1	0	104000	199
Melbourne - Outer East	2006	1	0	130000	112
Melbourne - Outer East	2006	1	0	156000	51
Melbourne - Outer East	2006	1	0	208000	11
Melbourne - Outer East	2006	1	1		2712
Melbourne - Outer East	2006	1	1	-1	65
Melbourne - Outer East	2006	1	1	52	84
Melbourne - Outer East	2006	1	1	7800	97
Melbourne - Outer East	2006	1	1	15600	105
Melbourne - Outer East	2006	1	1	20800	220
Melbourne - Outer East	2006	1	1	26000	797
Melbourne - Outer East	2006	1	1	33800	865
Melbourne - Outer East	2006	1	1	41600	1374
Melbourne - Outer East	2006	1	1	52000	5073
Melbourne - Outer East	2006	1	1	78000	3839
Melbourne - Outer East	2006	1	1	104000	2418
Melbourne - Outer East	2006	1	1	130000	1636
Melbourne - Outer East	2006	1	1	156000	1068
Melbourne - Outer East	2006	1	1	208000	297
Melbourne - Outer East	2006	2	0		820
Melbourne - Outer East	2006	2	0	-1	68
Melbourne - Outer East	2006	2	0	52	62
Melbourne - Outer East	2006	2	0	7800	226
Melbourne - Outer East	2006	2	0	15600	575
Melbourne - Outer East	2006	2	0	20800	43
Melbourne - Outer East	2006	2	0	26000	1155
Melbourne - Outer East	2006	2	0	33800	658
Melbourne - Outer East	2006	2	0	41600	511
Melbourne - Outer East	2006	2	0	52000	973
Melbourne - Outer East	2006	2	0	78000	435
Melbourne - Outer East	2006	2	0	104000	176
Melbourne - Outer East	2006	2	0	130000	110
Melbourne - Outer East	2006	2	0	156000	49
Melbourne - Outer East	2006	2	0	208000	3
Melbourne - Outer East	2006	2	1		4008
Melbourne - Outer East	2006	2	1	-1	79
Melbourne - Outer East	2006	2	1	52	77
Melbourne - Outer East	2006	2	1	7800	78
Melbourne - Outer East	2006	2	1	15600	143
Melbourne - Outer East	2006	2	1	20800	170
Melbourne - Outer East	2006	2	1	26000	742
Melbourne - Outer East	2006	2	1	33800	1006
Melbourne - Outer East	2006	2	1	41600	1649
Melbourne - Outer East	2006	2	1	52000	6995
Melbourne - Outer East	2006	2	1	78000	5159
Melbourne - Outer East	2006	2	1	104000	3153
Melbourne - Outer East	2006	2	1	130000	2810
Melbourne - Outer East	2006	2	1	156000	1915
Melbourne - Outer East	2006	2	1	208000	549
Melbourne - Outer East	2006	3	0		375
Melbourne - Outer East	2006	3	0	-1	13
Melbourne - Outer East	2006	3	0	52	20
Melbourne - Outer East	2006	3	0	7800	54
Melbourne - Outer East	2006	3	0	15600	153
Melbourne - Outer East	2006	3	0	20800	22
Melbourne - Outer East	2006	3	0	26000	437
Melbourne - Outer East	2006	3	0	33800	223
Melbourne - Outer East	2006	3	0	41600	172
Melbourne - Outer East	2006	3	0	52000	317
Melbourne - Outer East	2006	3	0	78000	121
Melbourne - Outer East	2006	3	0	104000	56
Melbourne - Outer East	2006	3	0	130000	51
Melbourne - Outer East	2006	3	0	156000	28
Melbourne - Outer East	2006	3	0	208000	5
Melbourne - Outer East	2006	3	1		2030
Melbourne - Outer East	2006	3	1	-1	23
Melbourne - Outer East	2006	3	1	52	23
Melbourne - Outer East	2006	3	1	7800	39
Melbourne - Outer East	2006	3	1	15600	38
Melbourne - Outer East	2006	3	1	20800	81
Melbourne - Outer East	2006	3	1	26000	304
Melbourne - Outer East	2006	3	1	33800	339
Melbourne - Outer East	2006	3	1	41600	655
Melbourne - Outer East	2006	3	1	52000	2812
Melbourne - Outer East	2006	3	1	78000	2118
Melbourne - Outer East	2006	3	1	104000	1207
Melbourne - Outer East	2006	3	1	130000	1260
Melbourne - Outer East	2006	3	1	156000	846
Melbourne - Outer East	2006	3	1	208000	297
Melbourne - Outer East	2006	4	0		167
Melbourne - Outer East	2006	4	0	-1	8
Melbourne - Outer East	2006	4	0	52	3
Melbourne - Outer East	2006	4	0	7800	8
Melbourne - Outer East	2006	4	0	15600	32
Melbourne - Outer East	2006	4	0	20800	7
Melbourne - Outer East	2006	4	0	26000	133
Melbourne - Outer East	2006	4	0	33800	79
Melbourne - Outer East	2006	4	0	41600	53
Melbourne - Outer East	2006	4	0	52000	78
Melbourne - Outer East	2006	4	0	78000	21
Melbourne - Outer East	2006	4	0	104000	15
Melbourne - Outer East	2006	4	0	130000	7
Melbourne - Outer East	2006	4	0	156000	7
Melbourne - Outer East	2006	4	0	208000	0
Melbourne - Outer East	2006	4	1		791
Melbourne - Outer East	2006	4	1	-1	5
Melbourne - Outer East	2006	4	1	52	6
Melbourne - Outer East	2006	4	1	7800	15
Melbourne - Outer East	2006	4	1	15600	19
Melbourne - Outer East	2006	4	1	20800	29
Melbourne - Outer East	2006	4	1	26000	93
Melbourne - Outer East	2006	4	1	33800	96
Melbourne - Outer East	2006	4	1	41600	168
Melbourne - Outer East	2006	4	1	52000	834
Melbourne - Outer East	2006	4	1	78000	560
Melbourne - Outer East	2006	4	1	104000	261
Melbourne - Outer East	2006	4	1	130000	308
Melbourne - Outer East	2006	4	1	156000	221
Melbourne - Outer East	2006	4	1	208000	80
Melbourne - Outer East	2011	1	0		1221
Melbourne - Outer East	2011	1	0	-1	134
Melbourne - Outer East	2011	1	0	52	144
Melbourne - Outer East	2011	1	0	7800	355
Melbourne - Outer East	2011	1	0	15600	602
Melbourne - Outer East	2011	1	0	20800	995
Melbourne - Outer East	2011	1	0	26000	506
Melbourne - Outer East	2011	1	0	33800	1335
Melbourne - Outer East	2011	1	0	41600	1334
Melbourne - Outer East	2011	1	0	52000	2315
Melbourne - Outer East	2011	1	0	78000	1108
Melbourne - Outer East	2011	1	0	104000	523
Melbourne - Outer East	2011	1	0	130000	313
Melbourne - Outer East	2011	1	0	156000	149
Melbourne - Outer East	2011	1	0	208000	7
Melbourne - Outer East	2011	1	1		2780
Melbourne - Outer East	2011	1	1	-1	94
Melbourne - Outer East	2011	1	1	52	48
Melbourne - Outer East	2011	1	1	7800	115
Melbourne - Outer East	2011	1	1	15600	64
Melbourne - Outer East	2011	1	1	20800	146
Melbourne - Outer East	2011	1	1	26000	405
Melbourne - Outer East	2011	1	1	33800	678
Melbourne - Outer East	2011	1	1	41600	1041
Melbourne - Outer East	2011	1	1	52000	3956
Melbourne - Outer East	2011	1	1	78000	3810
Melbourne - Outer East	2011	1	1	104000	3261
Melbourne - Outer East	2011	1	1	130000	2404
Melbourne - Outer East	2011	1	1	156000	2464
Melbourne - Outer East	2011	1	1	208000	961
Melbourne - Outer East	2011	2	0		904
Melbourne - Outer East	2011	2	0	-1	65
Melbourne - Outer East	2011	2	0	52	70
Melbourne - Outer East	2011	2	0	7800	193
Melbourne - Outer East	2011	2	0	15600	279
Melbourne - Outer East	2011	2	0	20800	712
Melbourne - Outer East	2011	2	0	26000	212
Melbourne - Outer East	2011	2	0	33800	685
Melbourne - Outer East	2011	2	0	41600	618
