SA4_NAME16	Year	NonSchoolQualification	persons
Warrnambool and South West	2006	Certificate nfd	1133
Warrnambool and South West	2006	Certificate I and II Level	1215
Warrnambool and South West	2006	Certificate III and IV Level	14626
Warrnambool and South West	2006	Advanced Diploma and Diploma	5482
Warrnambool and South West	2006	Bachelor	6807
Warrnambool and South West	2006	Graduate Diploma and Graduate Certificate	1242
Warrnambool and South West	2006	Postgraduate	780
Warrnambool and South West	2011		83526
Warrnambool and South West	2011	Certificate nfd	1296
Warrnambool and South West	2011	Certificate I and II Level	1165
Warrnambool and South West	2011	Certificate III and IV Level	17446
Warrnambool and South West	2011	Advanced Diploma and Diploma	6559
Warrnambool and South West	2011	Bachelor	8067
Warrnambool and South West	2011	Graduate Diploma and Graduate Certificate	1447
Warrnambool and South West	2011	Postgraduate	1153
Warrnambool and South West	2016		79780
Warrnambool and South West	2016	Certificate nfd	1769
Warrnambool and South West	2016	Certificate I and II Level	1307
Warrnambool and South West	2016	Certificate III and IV Level	19040
Warrnambool and South West	2016	Advanced Diploma and Diploma	8012
Warrnambool and South West	2016	Bachelor	9383
Warrnambool and South West	2016	Graduate Diploma and Graduate Certificate	1777
Warrnambool and South West	2016	Postgraduate	1633
Migratory - Offshore - Shipping (Vic.)	2006		32
Migratory - Offshore - Shipping (Vic.)	2006	Certificate nfd	4
Migratory - Offshore - Shipping (Vic.)	2006	Certificate I and II Level	0
Migratory - Offshore - Shipping (Vic.)	2006	Certificate III and IV Level	12
Migratory - Offshore - Shipping (Vic.)	2006	Advanced Diploma and Diploma	3
Migratory - Offshore - Shipping (Vic.)	2006	Bachelor	0
Migratory - Offshore - Shipping (Vic.)	2006	Graduate Diploma and Graduate Certificate	0
Migratory - Offshore - Shipping (Vic.)	2006	Postgraduate	0
Migratory - Offshore - Shipping (Vic.)	2011		16
Migratory - Offshore - Shipping (Vic.)	2011	Certificate nfd	0
Migratory - Offshore - Shipping (Vic.)	2011	Certificate I and II Level	0
Migratory - Offshore - Shipping (Vic.)	2011	Certificate III and IV Level	17
Migratory - Offshore - Shipping (Vic.)	2011	Advanced Diploma and Diploma	3
Migratory - Offshore - Shipping (Vic.)	2011	Bachelor	0
Migratory - Offshore - Shipping (Vic.)	2011	Graduate Diploma and Graduate Certificate	0
Migratory - Offshore - Shipping (Vic.)	2011	Postgraduate	0
Migratory - Offshore - Shipping (Vic.)	2016		11
Migratory - Offshore - Shipping (Vic.)	2016	Certificate nfd	0
Migratory - Offshore - Shipping (Vic.)	2016	Certificate I and II Level	0
Migratory - Offshore - Shipping (Vic.)	2016	Certificate III and IV Level	12
Migratory - Offshore - Shipping (Vic.)	2016	Advanced Diploma and Diploma	3
Migratory - Offshore - Shipping (Vic.)	2016	Bachelor	3
Migratory - Offshore - Shipping (Vic.)	2016	Graduate Diploma and Graduate Certificate	0
Migratory - Offshore - Shipping (Vic.)	2016	Postgraduate	0
No usual address (Vic.)	2006		4108
No usual address (Vic.)	2006	Certificate nfd	82
No usual address (Vic.)	2006	Certificate I and II Level	74
No usual address (Vic.)	2006	Certificate III and IV Level	780
No usual address (Vic.)	2006	Advanced Diploma and Diploma	363
No usual address (Vic.)	2006	Bachelor	755
No usual address (Vic.)	2006	Graduate Diploma and Graduate Certificate	77
No usual address (Vic.)	2006	Postgraduate	155
No usual address (Vic.)	2011		5500
No usual address (Vic.)	2011	Certificate nfd	104
No usual address (Vic.)	2011	Certificate I and II Level	103
No usual address (Vic.)	2011	Certificate III and IV Level	887
No usual address (Vic.)	2011	Advanced Diploma and Diploma	428
No usual address (Vic.)	2011	Bachelor	941
No usual address (Vic.)	2011	Graduate Diploma and Graduate Certificate	100
No usual address (Vic.)	2011	Postgraduate	244
No usual address (Vic.)	2016		5102
No usual address (Vic.)	2016	Certificate nfd	101
No usual address (Vic.)	2016	Certificate I and II Level	60
No usual address (Vic.)	2016	Certificate III and IV Level	777
No usual address (Vic.)	2016	Advanced Diploma and Diploma	404
No usual address (Vic.)	2016	Bachelor	792
No usual address (Vic.)	2016	Graduate Diploma and Graduate Certificate	91
No usual address (Vic.)	2016	Postgraduate	238
Brisbane - East	2006		132338
Brisbane - East	2006	Certificate nfd	2628
Brisbane - East	2006	Certificate I and II Level	1695
Brisbane - East	2006	Certificate III and IV Level	25699
Brisbane - East	2006	Advanced Diploma and Diploma	11695
Brisbane - East	2006	Bachelor	13595
Brisbane - East	2006	Graduate Diploma and Graduate Certificate	1738
Brisbane - East	2006	Postgraduate	2418
Brisbane - East	2011		134619
Brisbane - East	2011	Certificate nfd	2745
Brisbane - East	2011	Certificate I and II Level	2165
Brisbane - East	2011	Certificate III and IV Level	31327
Brisbane - East	2011	Advanced Diploma and Diploma	14982
Brisbane - East	2011	Bachelor	18935
Brisbane - East	2011	Graduate Diploma and Graduate Certificate	2483
Brisbane - East	2011	Postgraduate	3876
Brisbane - East	2016		130909
Brisbane - East	2016	Certificate nfd	3808
Brisbane - East	2016	Certificate I and II Level	2051
Brisbane - East	2016	Certificate III and IV Level	35973
Brisbane - East	2016	Advanced Diploma and Diploma	18465
Brisbane - East	2016	Bachelor	22923
Brisbane - East	2016	Graduate Diploma and Graduate Certificate	3330
Brisbane - East	2016	Postgraduate	5636
Brisbane - North	2006		117554
Brisbane - North	2006	Certificate nfd	2227
Brisbane - North	2006	Certificate I and II Level	1441
Brisbane - North	2006	Certificate III and IV Level	19805
Brisbane - North	2006	Advanced Diploma and Diploma	10765
Brisbane - North	2006	Bachelor	17438
Brisbane - North	2006	Graduate Diploma and Graduate Certificate	2154
Brisbane - North	2006	Postgraduate	3028
Brisbane - North	2011		117443
Brisbane - North	2011	Certificate nfd	2357
Brisbane - North	2011	Certificate I and II Level	1730
Brisbane - North	2011	Certificate III and IV Level	23537
Brisbane - North	2011	Advanced Diploma and Diploma	13362
Brisbane - North	2011	Bachelor	24263
Brisbane - North	2011	Graduate Diploma and Graduate Certificate	3044
Brisbane - North	2011	Postgraduate	5315
Brisbane - North	2016		115243
Brisbane - North	2016	Certificate nfd	2924
Brisbane - North	2016	Certificate I and II Level	1753
Brisbane - North	2016	Certificate III and IV Level	26919
Brisbane - North	2016	Advanced Diploma and Diploma	16894
Brisbane - North	2016	Bachelor	30446
Brisbane - North	2016	Graduate Diploma and Graduate Certificate	4141
Brisbane - North	2016	Postgraduate	8202
Brisbane - South	2006		183678
Brisbane - South	2006	Certificate nfd	3461
Brisbane - South	2006	Certificate I and II Level	2286
Brisbane - South	2006	Certificate III and IV Level	27965
Brisbane - South	2006	Advanced Diploma and Diploma	18640
Brisbane - South	2006	Bachelor	38504
Brisbane - South	2006	Graduate Diploma and Graduate Certificate	4147
Brisbane - South	2006	Postgraduate	8925
Brisbane - South	2011		183773
Brisbane - South	2011	Certificate nfd	3369
Brisbane - South	2011	Certificate I and II Level	2531
Brisbane - South	2011	Certificate III and IV Level	31375
Brisbane - South	2011	Advanced Diploma and Diploma	22153
Brisbane - South	2011	Bachelor	50139
Brisbane - South	2011	Graduate Diploma and Graduate Certificate	5628
Brisbane - South	2011	Postgraduate	15118
Brisbane - South	2016		183973
Brisbane - South	2016	Certificate nfd	4223
Brisbane - South	2016	Certificate I and II Level	2434
Brisbane - South	2016	Certificate III and IV Level	33311
Brisbane - South	2016	Advanced Diploma and Diploma	25843
Brisbane - South	2016	Bachelor	61283
Brisbane - South	2016	Graduate Diploma and Graduate Certificate	7307
Brisbane - South	2016	Postgraduate	22195
Brisbane - West	2006		93231
Brisbane - West	2006	Certificate nfd	1953
Brisbane - West	2006	Certificate I and II Level	1094
Brisbane - West	2006	Certificate III and IV Level	12172
Brisbane - West	2006	Advanced Diploma and Diploma	11646
Brisbane - West	2006	Bachelor	28509
Brisbane - West	2006	Graduate Diploma and Graduate Certificate	3320
Brisbane - West	2006	Postgraduate	9296
Brisbane - West	2011		91619
Brisbane - West	2011	Certificate nfd	1808
Brisbane - West	2011	Certificate I and II Level	1169
Brisbane - West	2011	Certificate III and IV Level	13637
Brisbane - West	2011	Advanced Diploma and Diploma	12606
Brisbane - West	2011	Bachelor	33060
Brisbane - West	2011	Graduate Diploma and Graduate Certificate	4138
Brisbane - West	2011	Postgraduate	12316
Brisbane - West	2016		90519
Brisbane - West	2016	Certificate nfd	2145
Brisbane - West	2016	Certificate I and II Level	1150
Brisbane - West	2016	Certificate III and IV Level	15077
Brisbane - West	2016	Advanced Diploma and Diploma	13739
Brisbane - West	2016	Bachelor	36268
Brisbane - West	2016	Graduate Diploma and Graduate Certificate	5073
Brisbane - West	2016	Postgraduate	15020
Brisbane Inner City	2006		115207
Brisbane Inner City	2006	Certificate nfd	2344
Brisbane Inner City	2006	Certificate I and II Level	1480
Brisbane Inner City	2006	Certificate III and IV Level	15773
Brisbane Inner City	2006	Advanced Diploma and Diploma	14373
Brisbane Inner City	2006	Bachelor	40964
Brisbane Inner City	2006	Graduate Diploma and Graduate Certificate	4544
Brisbane Inner City	2006	Postgraduate	10328
Brisbane Inner City	2011		111402
Brisbane Inner City	2011	Certificate nfd	2179
Brisbane Inner City	2011	Certificate I and II Level	1620
Brisbane Inner City	2011	Certificate III and IV Level	18150
Brisbane Inner City	2011	Advanced Diploma and Diploma	16712
Brisbane Inner City	2011	Bachelor	51847
Brisbane Inner City	2011	Graduate Diploma and Graduate Certificate	6238
Brisbane Inner City	2011	Postgraduate	15832
Brisbane Inner City	2016		117954
Brisbane Inner City	2016	Certificate nfd	2696
Brisbane Inner City	2016	Certificate I and II Level	1489
Brisbane Inner City	2016	Certificate III and IV Level	19834
Brisbane Inner City	2016	Advanced Diploma and Diploma	18681
Brisbane Inner City	2016	Bachelor	60553
Brisbane Inner City	2016	Graduate Diploma and Graduate Certificate	7684
Brisbane Inner City	2016	Postgraduate	21316
Cairns	2006		145520
Cairns	2006	Certificate nfd	2321
Cairns	2006	Certificate I and II Level	1822
Cairns	2006	Certificate III and IV Level	27154
Cairns	2006	Advanced Diploma and Diploma	9896
Cairns	2006	Bachelor	12933
Cairns	2006	Graduate Diploma and Graduate Certificate	1547
Cairns	2006	Postgraduate	1919
Cairns	2011		151144
Cairns	2011	Certificate nfd	2586
Cairns	2011	Certificate I and II Level	2561
Cairns	2011	Certificate III and IV Level	33407
Cairns	2011	Advanced Diploma and Diploma	12962
Cairns	2011	Bachelor	16699
Cairns	2011	Graduate Diploma and Graduate Certificate	2054
Cairns	2011	Postgraduate	3025
Cairns	2016		152143
Cairns	2016	Certificate nfd	3716
Cairns	2016	Certificate I and II Level	2677
Cairns	2016	Certificate III and IV Level	37775
Cairns	2016	Advanced Diploma and Diploma	16362
Cairns	2016	Bachelor	20298
Cairns	2016	Graduate Diploma and Graduate Certificate	2879
Cairns	2016	Postgraduate	4340
Darling Downs - Maranoa	2006		89394
Darling Downs - Maranoa	2006	Certificate nfd	1266
Darling Downs - Maranoa	2006	Certificate I and II Level	1176
Darling Downs - Maranoa	2006	Certificate III and IV Level	11967
Darling Downs - Maranoa	2006	Advanced Diploma and Diploma	4450
Darling Downs - Maranoa	2006	Bachelor	5407
Darling Downs - Maranoa	2006	Graduate Diploma and Graduate Certificate	652
Darling Downs - Maranoa	2006	Postgraduate	555
Darling Downs - Maranoa	2011		90301
Darling Downs - Maranoa	2011	Certificate nfd	1438
Darling Downs - Maranoa	2011	Certificate I and II Level	1359
Darling Downs - Maranoa	2011	Certificate III and IV Level	15460
Darling Downs - Maranoa	2011	Advanced Diploma and Diploma	5384
Darling Downs - Maranoa	2011	Bachelor	6752
Darling Downs - Maranoa	2011	Graduate Diploma and Graduate Certificate	836
Darling Downs - Maranoa	2011	Postgraduate	744
Darling Downs - Maranoa	2016		87928
Darling Downs - Maranoa	2016	Certificate nfd	1968
Darling Downs - Maranoa	2016	Certificate I and II Level	1463
Darling Downs - Maranoa	2016	Certificate III and IV Level	18220
Darling Downs - Maranoa	2016	Advanced Diploma and Diploma	6964
Darling Downs - Maranoa	2016	Bachelor	7720
Darling Downs - Maranoa	2016	Graduate Diploma and Graduate Certificate	966
Darling Downs - Maranoa	2016	Postgraduate	1060
Central Queensland	2006		144831
Central Queensland	2006	Certificate nfd	1825
Central Queensland	2006	Certificate I and II Level	1824
Central Queensland	2006	Certificate III and IV Level	25230
Central Queensland	2006	Advanced Diploma and Diploma	6757
Central Queensland	2006	Bachelor	10659
Central Queensland	2006	Graduate Diploma and Graduate Certificate	1304
Central Queensland	2006	Postgraduate	1470
Central Queensland	2011		148811
Central Queensland	2011	Certificate nfd	2001
Central Queensland	2011	Certificate I and II Level	2394
Central Queensland	2011	Certificate III and IV Level	32352
Central Queensland	2011	Advanced Diploma and Diploma	8826
Central Queensland	2011	Bachelor	13216
Central Queensland	2011	Graduate Diploma and Graduate Certificate	1660
Central Queensland	2011	Postgraduate	2083
Central Queensland	2016		147350
Central Queensland	2016	Certificate nfd	2863
Central Queensland	2016	Certificate I and II Level	2658
Central Queensland	2016	Certificate III and IV Level	37519
Central Queensland	2016	Advanced Diploma and Diploma	10820
Central Queensland	2016	Bachelor	14849
Central Queensland	2016	Graduate Diploma and Graduate Certificate	2194
Central Queensland	2016	Postgraduate	2659
Gold Coast	2006		308434
Gold Coast	2006	Certificate nfd	6429
Gold Coast	2006	Certificate I and II Level	3670
Gold Coast	2006	Certificate III and IV Level	58967
Gold Coast	2006	Advanced Diploma and Diploma	27270
Gold Coast	2006	Bachelor	32569
Gold Coast	2006	Graduate Diploma and Graduate Certificate	3109
Gold Coast	2006	Postgraduate	5737
Gold Coast	2011		325820
Gold Coast	2011	Certificate nfd	7023
Gold Coast	2011	Certificate I and II Level	5075
Gold Coast	2011	Certificate III and IV Level	73812
Gold Coast	2011	Advanced Diploma and Diploma	36491
Gold Coast	2011	Bachelor	44923
Gold Coast	2011	Graduate Diploma and Graduate Certificate	4652
Gold Coast	2011	Postgraduate	9845
Gold Coast	2016		339284
Gold Coast	2016	Certificate nfd	10462
Gold Coast	2016	Certificate I and II Level	4874
Gold Coast	2016	Certificate III and IV Level	86754
Gold Coast	2016	Advanced Diploma and Diploma	48058
Gold Coast	2016	Bachelor	58606
Gold Coast	2016	Graduate Diploma and Graduate Certificate	6930
Gold Coast	2016	Postgraduate	15029
Ipswich	2006		182401
Ipswich	2006	Certificate nfd	2653
Ipswich	2006	Certificate I and II Level	2426
Ipswich	2006	Certificate III and IV Level	28047
Ipswich	2006	Advanced Diploma and Diploma	10196
Ipswich	2006	Bachelor	12352
Ipswich	2006	Graduate Diploma and Graduate Certificate	1573
Ipswich	2006	Postgraduate	2059
Ipswich	2011		199609
Ipswich	2011	Certificate nfd	3217
Ipswich	2011	Certificate I and II Level	3545
Ipswich	2011	Certificate III and IV Level	37322
Ipswich	2011	Advanced Diploma and Diploma	14531
Ipswich	2011	Bachelor	17668
Ipswich	2011	Graduate Diploma and Graduate Certificate	2192
Ipswich	2011	Postgraduate	3704
Ipswich	2016		214340
Ipswich	2016	Certificate nfd	4870
Ipswich	2016	Certificate I and II Level	3725
Ipswich	2016	Certificate III and IV Level	47153
Ipswich	2016	Advanced Diploma and Diploma	20829
Ipswich	2016	Bachelor	23216
Ipswich	2016	Graduate Diploma and Graduate Certificate	3198
Ipswich	2016	Postgraduate	5738
Logan - Beaudesert	2006		197437
Logan - Beaudesert	2006	Certificate nfd	3083
Logan - Beaudesert	2006	Certificate I and II Level	2625
Logan - Beaudesert	2006	Certificate III and IV Level	32957
Logan - Beaudesert	2006	Advanced Diploma and Diploma	10917
Logan - Beaudesert	2006	Bachelor	11869
Logan - Beaudesert	2006	Graduate Diploma and Graduate Certificate	1245
Logan - Beaudesert	2006	Postgraduate	1606
Logan - Beaudesert	2011		205961
Logan - Beaudesert	2011	Certificate nfd	3574
Logan - Beaudesert	2011	Certificate I and II Level	3803
Logan - Beaudesert	2011	Certificate III and IV Level	41566
Logan - Beaudesert	2011	Advanced Diploma and Diploma	14615
Logan - Beaudesert	2011	Bachelor	16288
Logan - Beaudesert	2011	Graduate Diploma and Graduate Certificate	1785
Logan - Beaudesert	2011	Postgraduate	2836
Logan - Beaudesert	2016		210594
Logan - Beaudesert	2016	Certificate nfd	5121
Logan - Beaudesert	2016	Certificate I and II Level	3658
Logan - Beaudesert	2016	Certificate III and IV Level	50386
Logan - Beaudesert	2016	Advanced Diploma and Diploma	20160
Logan - Beaudesert	2016	Bachelor	20296
Logan - Beaudesert	2016	Graduate Diploma and Graduate Certificate	2691
Logan - Beaudesert	2016	Postgraduate	4390
Mackay - Isaac - Whitsunday	2006		110801
Mackay - Isaac - Whitsunday	2006	Certificate nfd	1480
Mackay - Isaac - Whitsunday	2006	Certificate I and II Level	1503
Mackay - Isaac - Whitsunday	2006	Certificate III and IV Level	21905
Mackay - Isaac - Whitsunday	2006	Advanced Diploma and Diploma	5423
Mackay - Isaac - Whitsunday	2006	Bachelor	7457
Mackay - Isaac - Whitsunday	2006	Graduate Diploma and Graduate Certificate	830
Mackay - Isaac - Whitsunday	2006	Postgraduate	772
Mackay - Isaac - Whitsunday	2011		115227
Mackay - Isaac - Whitsunday	2011	Certificate nfd	1685
Mackay - Isaac - Whitsunday	2011	Certificate I and II Level	1796
Mackay - Isaac - Whitsunday	2011	Certificate III and IV Level	28864
Mackay - Isaac - Whitsunday	2011	Advanced Diploma and Diploma	7242
Mackay - Isaac - Whitsunday	2011	Bachelor	9613
Mackay - Isaac - Whitsunday	2011	Graduate Diploma and Graduate Certificate	1096
Mackay - Isaac - Whitsunday	2011	Postgraduate	1290
Mackay - Isaac - Whitsunday	2016		111676
Mackay - Isaac - Whitsunday	2016	Certificate nfd	2331
Mackay - Isaac - Whitsunday	2016	Certificate I and II Level	1832
Mackay - Isaac - Whitsunday	2016	Certificate III and IV Level	31284
Mackay - Isaac - Whitsunday	2016	Advanced Diploma and Diploma	8684
Mackay - Isaac - Whitsunday	2016	Bachelor	10834
Mackay - Isaac - Whitsunday	2016	Graduate Diploma and Graduate Certificate	1443
Mackay - Isaac - Whitsunday	2016	Postgraduate	1604
Moreton Bay - North	2006		140214
Moreton Bay - North	2006	Certificate nfd	2266
Moreton Bay - North	2006	Certificate I and II Level	1787
Moreton Bay - North	2006	Certificate III and IV Level	24605
Moreton Bay - North	2006	Advanced Diploma and Diploma	8537
Moreton Bay - North	2006	Bachelor	8151
Moreton Bay - North	2006	Graduate Diploma and Graduate Certificate	1132
Moreton Bay - North	2006	Postgraduate	1158
Moreton Bay - North	2011		151135
Moreton Bay - North	2011	Certificate nfd	2824
Moreton Bay - North	2011	Certificate I and II Level	2697
Moreton Bay - North	2011	Certificate III and IV Level	32644
Moreton Bay - North	2011	Advanced Diploma and Diploma	11689
Moreton Bay - North	2011	Bachelor	11336
Moreton Bay - North	2011	Graduate Diploma and Graduate Certificate	1594
Moreton Bay - North	2011	Postgraduate	1832
Moreton Bay - North	2016		153628
Moreton Bay - North	2016	Certificate nfd	4044
Moreton Bay - North	2016	Certificate I and II Level	2745
Moreton Bay - North	2016	Certificate III and IV Level	40431
Moreton Bay - North	2016	Advanced Diploma and Diploma	16260
Moreton Bay - North	2016	Bachelor	14101
Moreton Bay - North	2016	Graduate Diploma and Graduate Certificate	2254
Moreton Bay - North	2016	Postgraduate	2628
Moreton Bay - South	2006		96139
Moreton Bay - South	2006	Certificate nfd	1920
Moreton Bay - South	2006	Certificate I and II Level	1257
Moreton Bay - South	2006	Certificate III and IV Level	18388
Moreton Bay - South	2006	Advanced Diploma and Diploma	8843
Moreton Bay - South	2006	Bachelor	11148
Moreton Bay - South	2006	Graduate Diploma and Graduate Certificate	1528
Moreton Bay - South	2006	Postgraduate	1920
Moreton Bay - South	2011		106151
Moreton Bay - South	2011	Certificate nfd	2169
Moreton Bay - South	2011	Certificate I and II Level	1761
Moreton Bay - South	2011	Certificate III and IV Level	24157
Moreton Bay - South	2011	Advanced Diploma and Diploma	12060
Moreton Bay - South	2011	Bachelor	15780
Moreton Bay - South	2011	Graduate Diploma and Graduate Certificate	2252
Moreton Bay - South	2011	Postgraduate	3100
Moreton Bay - South	2016		114995
Moreton Bay - South	2016	Certificate nfd	3015
Moreton Bay - South	2016	Certificate I and II Level	1919
Moreton Bay - South	2016	Certificate III and IV Level	30382
Moreton Bay - South	2016	Advanced Diploma and Diploma	16283
Moreton Bay - South	2016	Bachelor	20458
Moreton Bay - South	2016	Graduate Diploma and Graduate Certificate	3187
Moreton Bay - South	2016	Postgraduate	4730
Queensland - Outback	2006		61680
Queensland - Outback	2006	Certificate nfd	736
Queensland - Outback	2006	Certificate I and II Level	931
Queensland - Outback	2006	Certificate III and IV Level	8292
Queensland - Outback	2006	Advanced Diploma and Diploma	2539
Queensland - Outback	2006	Bachelor	3552
Queensland - Outback	2006	Graduate Diploma and Graduate Certificate	397
Queensland - Outback	2006	Postgraduate	393
Queensland - Outback	2011		62047
Queensland - Outback	2011	Certificate nfd	802
Queensland - Outback	2011	Certificate I and II Level	1139
Queensland - Outback	2011	Certificate III and IV Level	10451
Queensland - Outback	2011	Advanced Diploma and Diploma	3048
Queensland - Outback	2011	Bachelor	4308
Queensland - Outback	2011	Graduate Diploma and Graduate Certificate	539
Queensland - Outback	2011	Postgraduate	592
Queensland - Outback	2016		57055
Queensland - Outback	2016	Certificate nfd	936
Queensland - Outback	2016	Certificate I and II Level	1191
Queensland - Outback	2016	Certificate III and IV Level	11338
Queensland - Outback	2016	Advanced Diploma and Diploma	3384
Queensland - Outback	2016	Bachelor	4375
Queensland - Outback	2016	Graduate Diploma and Graduate Certificate	648
Queensland - Outback	2016	Postgraduate	773
Sunshine Coast	2006		188450
Sunshine Coast	2006	Certificate nfd	3847
Sunshine Coast	2006	Certificate I and II Level	2634
Sunshine Coast	2006	Certificate III and IV Level	38456
Sunshine Coast	2006	Advanced Diploma and Diploma	17348
Sunshine Coast	2006	Bachelor	19667
Sunshine Coast	2006	Graduate Diploma and Graduate Certificate	2758
Sunshine Coast	2006	Postgraduate	3103
Sunshine Coast	2011		193504
Sunshine Coast	2011	Certificate nfd	4278
Sunshine Coast	2011	Certificate I and II Level	3347
Sunshine Coast	2011	Certificate III and IV Level	47762
Sunshine Coast	2011	Advanced Diploma and Diploma	22576
Sunshine Coast	2011	Bachelor	26567
Sunshine Coast	2011	Graduate Diploma and Graduate Certificate	3871
Sunshine Coast	2011	Postgraduate	5004
Sunshine Coast	2016		201175
Sunshine Coast	2016	Certificate nfd	6575
Sunshine Coast	2016	Certificate I and II Level	3368
Sunshine Coast	2016	Certificate III and IV Level	57587
Sunshine Coast	2016	Advanced Diploma and Diploma	29254
Sunshine Coast	2016	Bachelor	35229
Sunshine Coast	2016	Graduate Diploma and Graduate Certificate	5480
Sunshine Coast	2016	Postgraduate	7854
Toowoomba	2006		93150
Toowoomba	2006	Certificate nfd	1401
Toowoomba	2006	Certificate I and II Level	1407
Toowoomba	2006	Certificate III and IV Level	14758
Toowoomba	2006	Advanced Diploma and Diploma	6424
Toowoomba	2006	Bachelor	9606
Toowoomba	2006	Graduate Diploma and Graduate Certificate	1261
Toowoomba	2006	Postgraduate	1904
Toowoomba	2011		94472
Toowoomba	2011	Certificate nfd	1473
Toowoomba	2011	Certificate I and II Level	1692
Toowoomba	2011	Certificate III and IV Level	18567
Toowoomba	2011	Advanced Diploma and Diploma	7840
Toowoomba	2011	Bachelor	11880
Toowoomba	2011	Graduate Diploma and Graduate Certificate	1554
Toowoomba	2011	Postgraduate	2742
Toowoomba	2016		93571
Toowoomba	2016	Certificate nfd	2130
Toowoomba	2016	Certificate I and II Level	1675
Toowoomba	2016	Certificate III and IV Level	22207
Toowoomba	2016	Advanced Diploma and Diploma	9591
Toowoomba	2016	Bachelor	14433
Toowoomba	2016	Graduate Diploma and Graduate Certificate	2068
Toowoomba	2016	Postgraduate	3837
Townsville	2006		142258
Townsville	2006	Certificate nfd	1908
Townsville	2006	Certificate I and II Level	1850
Townsville	2006	Certificate III and IV Level	25545
Townsville	2006	Advanced Diploma and Diploma	8094
Townsville	2006	Bachelor	13358
Townsville	2006	Graduate Diploma and Graduate Certificate	1347
Townsville	2006	Postgraduate	2312
Townsville	2011		149070
Townsville	2011	Certificate nfd	2171
Townsville	2011	Certificate I and II Level	2365
Townsville	2011	Certificate III and IV Level	32196
Townsville	2011	Advanced Diploma and Diploma	10385
Townsville	2011	Bachelor	16675
Townsville	2011	Graduate Diploma and Graduate Certificate	1810
Townsville	2011	Postgraduate	3224
Townsville	2016		147288
Townsville	2016	Certificate nfd	2802
Townsville	2016	Certificate I and II Level	2411
Townsville	2016	Certificate III and IV Level	37138
Townsville	2016	Advanced Diploma and Diploma	13339
Townsville	2016	Bachelor	19189
Townsville	2016	Graduate Diploma and Graduate Certificate	2564
Townsville	2016	Postgraduate	4300
Wide Bay	2006		188919
Wide Bay	2006	Certificate nfd	2804
Wide Bay	2006	Certificate I and II Level	2688
Wide Bay	2006	Certificate III and IV Level	32183
Wide Bay	2006	Advanced Diploma and Diploma	9548
Wide Bay	2006	Bachelor	10583
Wide Bay	2006	Graduate Diploma and Graduate Certificate	1487
Wide Bay	2006	Postgraduate	1318
Wide Bay	2011		195526
Wide Bay	2011	Certificate nfd	3323
Wide Bay	2011	Certificate I and II Level	3872
Wide Bay	2011	Certificate III and IV Level	40411
Wide Bay	2011	Advanced Diploma and Diploma	12567
Wide Bay	2011	Bachelor	13694
Wide Bay	2011	Graduate Diploma and Graduate Certificate	1955
Wide Bay	2011	Postgraduate	1918
Wide Bay	2016		194358
Wide Bay	2016	Certificate nfd	4840
Wide Bay	2016	Certificate I and II Level	3831
Wide Bay	2016	Certificate III and IV Level	47216
Wide Bay	2016	Advanced Diploma and Diploma	16211
Wide Bay	2016	Bachelor	16195
Wide Bay	2016	Graduate Diploma and Graduate Certificate	2582
Wide Bay	2016	Postgraduate	2650
Migratory - Offshore - Shipping (Qld)	2006		53
Migratory - Offshore - Shipping (Qld)	2006	Certificate nfd	0
Migratory - Offshore - Shipping (Qld)	2006	Certificate I and II Level	10
Migratory - Offshore - Shipping (Qld)	2006	Certificate III and IV Level	19
Migratory - Offshore - Shipping (Qld)	2006	Advanced Diploma and Diploma	13
Migratory - Offshore - Shipping (Qld)	2006	Bachelor	4
Migratory - Offshore - Shipping (Qld)	2006	Graduate Diploma and Graduate Certificate	0
Migratory - Offshore - Shipping (Qld)	2006	Postgraduate	0
Migratory - Offshore - Shipping (Qld)	2011		306
Migratory - Offshore - Shipping (Qld)	2011	Certificate nfd	9
Migratory - Offshore - Shipping (Qld)	2011	Certificate I and II Level	6
Migratory - Offshore - Shipping (Qld)	2011	Certificate III and IV Level	90
Migratory - Offshore - Shipping (Qld)	2011	Advanced Diploma and Diploma	28
Migratory - Offshore - Shipping (Qld)	2011	Bachelor	28
Migratory - Offshore - Shipping (Qld)	2011	Graduate Diploma and Graduate Certificate	0
Migratory - Offshore - Shipping (Qld)	2011	Postgraduate	6
Migratory - Offshore - Shipping (Qld)	2016		109
Migratory - Offshore - Shipping (Qld)	2016	Certificate nfd	0
Migratory - Offshore - Shipping (Qld)	2016	Certificate I and II Level	3
Migratory - Offshore - Shipping (Qld)	2016	Certificate III and IV Level	18
Migratory - Offshore - Shipping (Qld)	2016	Advanced Diploma and Diploma	12
Migratory - Offshore - Shipping (Qld)	2016	Bachelor	5
Migratory - Offshore - Shipping (Qld)	2016	Graduate Diploma and Graduate Certificate	0
Migratory - Offshore - Shipping (Qld)	2016	Postgraduate	3
No usual address (Qld)	2006		8680
No usual address (Qld)	2006	Certificate nfd	167
No usual address (Qld)	2006	Certificate I and II Level	148
No usual address (Qld)	2006	Certificate III and IV Level	1866
No usual address (Qld)	2006	Advanced Diploma and Diploma	665
No usual address (Qld)	2006	Bachelor	995
No usual address (Qld)	2006	Graduate Diploma and Graduate Certificate	111
No usual address (Qld)	2006	Postgraduate	174
No usual address (Qld)	2011		8146
