SA4_NAME16	Year	Occupation	workers
Sydney - Outer South West	2006	Community and personal service workers	9071
Sydney - Outer South West	2006	Labourers	10838
Sydney - Outer South West	2006	Machinery operators and drivers	10579
Sydney - Outer South West	2006	Managers	10497
Sydney - Outer South West	2006	Professionals	14644
Sydney - Outer South West	2006	Sales workers	10422
Sydney - Outer South West	2006	Technicians and trades workers	16490
Sydney - Outer South West	2011		1978
Sydney - Outer South West	2011	Clerical and administrative workers	19235
Sydney - Outer South West	2011	Community and personal service workers	10989
Sydney - Outer South West	2011	Labourers	10871
Sydney - Outer South West	2011	Machinery operators and drivers	11319
Sydney - Outer South West	2011	Managers	11196
Sydney - Outer South West	2011	Professionals	17008
Sydney - Outer South West	2011	Sales workers	10578
Sydney - Outer South West	2011	Technicians and trades workers	16987
Sydney - Outer South West	2016		2332
Sydney - Outer South West	2016	Clerical and administrative workers	19420
Sydney - Outer South West	2016	Community and personal service workers	13319
Sydney - Outer South West	2016	Labourers	12213
Sydney - Outer South West	2016	Machinery operators and drivers	12653
Sydney - Outer South West	2016	Managers	12406
Sydney - Outer South West	2016	Professionals	19511
Sydney - Outer South West	2016	Sales workers	11751
Sydney - Outer South West	2016	Technicians and trades workers	18205
Sydney - Outer West and Blue Mountains	2006		2439
Sydney - Outer West and Blue Mountains	2006	Clerical and administrative workers	23438
Sydney - Outer West and Blue Mountains	2006	Community and personal service workers	12555
Sydney - Outer West and Blue Mountains	2006	Labourers	13083
Sydney - Outer West and Blue Mountains	2006	Machinery operators and drivers	11677
Sydney - Outer West and Blue Mountains	2006	Managers	14348
Sydney - Outer West and Blue Mountains	2006	Professionals	22759
Sydney - Outer West and Blue Mountains	2006	Sales workers	13084
Sydney - Outer West and Blue Mountains	2006	Technicians and trades workers	20831
Sydney - Outer West and Blue Mountains	2011		2438
Sydney - Outer West and Blue Mountains	2011	Clerical and administrative workers	24297
Sydney - Outer West and Blue Mountains	2011	Community and personal service workers	14265
Sydney - Outer West and Blue Mountains	2011	Labourers	12390
Sydney - Outer West and Blue Mountains	2011	Machinery operators and drivers	12405
Sydney - Outer West and Blue Mountains	2011	Managers	14808
Sydney - Outer West and Blue Mountains	2011	Professionals	24723
Sydney - Outer West and Blue Mountains	2011	Sales workers	12904
Sydney - Outer West and Blue Mountains	2011	Technicians and trades workers	21012
Sydney - Outer West and Blue Mountains	2016		2611
Sydney - Outer West and Blue Mountains	2016	Clerical and administrative workers	24125
Sydney - Outer West and Blue Mountains	2016	Community and personal service workers	16136
Sydney - Outer West and Blue Mountains	2016	Labourers	13661
Sydney - Outer West and Blue Mountains	2016	Machinery operators and drivers	13424
Sydney - Outer West and Blue Mountains	2016	Managers	15763
Sydney - Outer West and Blue Mountains	2016	Professionals	26653
Sydney - Outer West and Blue Mountains	2016	Sales workers	13342
Sydney - Outer West and Blue Mountains	2016	Technicians and trades workers	21611
Sydney - Parramatta	2006		3656
Sydney - Parramatta	2006	Clerical and administrative workers	26062
Sydney - Parramatta	2006	Community and personal service workers	10892
Sydney - Parramatta	2006	Labourers	15038
Sydney - Parramatta	2006	Machinery operators and drivers	11384
Sydney - Parramatta	2006	Managers	14922
Sydney - Parramatta	2006	Professionals	30511
Sydney - Parramatta	2006	Sales workers	13907
Sydney - Parramatta	2006	Technicians and trades workers	20901
Sydney - Parramatta	2011		4017
Sydney - Parramatta	2011	Clerical and administrative workers	28513
Sydney - Parramatta	2011	Community and personal service workers	13859
Sydney - Parramatta	2011	Labourers	15723
Sydney - Parramatta	2011	Machinery operators and drivers	12271
Sydney - Parramatta	2011	Managers	17141
Sydney - Parramatta	2011	Professionals	38390
Sydney - Parramatta	2011	Sales workers	14703
Sydney - Parramatta	2011	Technicians and trades workers	22426
Sydney - Parramatta	2016		4746
Sydney - Parramatta	2016	Clerical and administrative workers	28483
Sydney - Parramatta	2016	Community and personal service workers	17472
Sydney - Parramatta	2016	Labourers	18304
Sydney - Parramatta	2016	Machinery operators and drivers	13397
Sydney - Parramatta	2016	Managers	20323
Sydney - Parramatta	2016	Professionals	46703
Sydney - Parramatta	2016	Sales workers	16959
Sydney - Parramatta	2016	Technicians and trades workers	25067
Sydney - Ryde	2006		1328
Sydney - Ryde	2006	Clerical and administrative workers	12620
Sydney - Ryde	2006	Community and personal service workers	5163
Sydney - Ryde	2006	Labourers	4244
Sydney - Ryde	2006	Machinery operators and drivers	2144
Sydney - Ryde	2006	Managers	11059
Sydney - Ryde	2006	Professionals	23932
Sydney - Ryde	2006	Sales workers	6548
Sydney - Ryde	2006	Technicians and trades workers	7461
Sydney - Ryde	2011		1466
Sydney - Ryde	2011	Clerical and administrative workers	13039
Sydney - Ryde	2011	Community and personal service workers	5945
Sydney - Ryde	2011	Labourers	3866
Sydney - Ryde	2011	Machinery operators and drivers	2035
Sydney - Ryde	2011	Managers	11718
Sydney - Ryde	2011	Professionals	27112
Sydney - Ryde	2011	Sales workers	6523
Sydney - Ryde	2011	Technicians and trades workers	7505
Sydney - Ryde	2016		1538
Sydney - Ryde	2016	Clerical and administrative workers	13095
Sydney - Ryde	2016	Community and personal service workers	7189
Sydney - Ryde	2016	Labourers	4309
Sydney - Ryde	2016	Machinery operators and drivers	2188
Sydney - Ryde	2016	Managers	13465
Sydney - Ryde	2016	Professionals	31318
Sydney - Ryde	2016	Sales workers	7516
Sydney - Ryde	2016	Technicians and trades workers	7978
Sydney - South West	2006		3898
Sydney - South West	2006	Clerical and administrative workers	21899
Sydney - South West	2006	Community and personal service workers	10005
Sydney - South West	2006	Labourers	17931
Sydney - South West	2006	Machinery operators and drivers	15147
Sydney - South West	2006	Managers	11883
Sydney - South West	2006	Professionals	16861
Sydney - South West	2006	Sales workers	12272
Sydney - South West	2006	Technicians and trades workers	22098
Sydney - South West	2011		3843
Sydney - South West	2011	Clerical and administrative workers	23351
Sydney - South West	2011	Community and personal service workers	12559
Sydney - South West	2011	Labourers	17549
Sydney - South West	2011	Machinery operators and drivers	16034
Sydney - South West	2011	Managers	12768
Sydney - South West	2011	Professionals	20245
Sydney - South West	2011	Sales workers	13042
Sydney - South West	2011	Technicians and trades workers	22432
Sydney - South West	2016		4174
Sydney - South West	2016	Clerical and administrative workers	24458
Sydney - South West	2016	Community and personal service workers	15866
Sydney - South West	2016	Labourers	19192
Sydney - South West	2016	Machinery operators and drivers	17630
Sydney - South West	2016	Managers	15094
Sydney - South West	2016	Professionals	25114
Sydney - South West	2016	Sales workers	15057
Sydney - South West	2016	Technicians and trades workers	23626
Sydney - Sutherland	2006		1682
Sydney - Sutherland	2006	Clerical and administrative workers	19967
Sydney - Sutherland	2006	Community and personal service workers	9474
Sydney - Sutherland	2006	Labourers	6454
Sydney - Sutherland	2006	Machinery operators and drivers	4536
Sydney - Sutherland	2006	Managers	15244
Sydney - Sutherland	2006	Professionals	23280
Sydney - Sutherland	2006	Sales workers	11368
Sydney - Sutherland	2006	Technicians and trades workers	15185
Sydney - Sutherland	2011		1623
Sydney - Sutherland	2011	Clerical and administrative workers	20265
Sydney - Sutherland	2011	Community and personal service workers	10783
Sydney - Sutherland	2011	Labourers	5908
Sydney - Sutherland	2011	Machinery operators and drivers	4398
Sydney - Sutherland	2011	Managers	15703
Sydney - Sutherland	2011	Professionals	25288
Sydney - Sutherland	2011	Sales workers	10869
Sydney - Sutherland	2011	Technicians and trades workers	15274
Sydney - Sutherland	2016		1774
Sydney - Sutherland	2016	Clerical and administrative workers	18768
Sydney - Sutherland	2016	Community and personal service workers	11795
Sydney - Sutherland	2016	Labourers	6054
Sydney - Sutherland	2016	Machinery operators and drivers	4323
Sydney - Sutherland	2016	Managers	16897
Sydney - Sutherland	2016	Professionals	27016
Sydney - Sutherland	2016	Sales workers	10667
Sydney - Sutherland	2016	Technicians and trades workers	15142
Migratory - Offshore - Shipping (NSW)	2006		0
Migratory - Offshore - Shipping (NSW)	2006	Clerical and administrative workers	0
Migratory - Offshore - Shipping (NSW)	2006	Community and personal service workers	9
Migratory - Offshore - Shipping (NSW)	2006	Labourers	12
Migratory - Offshore - Shipping (NSW)	2006	Machinery operators and drivers	0
Migratory - Offshore - Shipping (NSW)	2006	Managers	3
Migratory - Offshore - Shipping (NSW)	2006	Professionals	9
Migratory - Offshore - Shipping (NSW)	2006	Sales workers	0
Migratory - Offshore - Shipping (NSW)	2006	Technicians and trades workers	15
Migratory - Offshore - Shipping (NSW)	2011		0
Migratory - Offshore - Shipping (NSW)	2011	Clerical and administrative workers	3
Migratory - Offshore - Shipping (NSW)	2011	Community and personal service workers	3
Migratory - Offshore - Shipping (NSW)	2011	Labourers	13
Migratory - Offshore - Shipping (NSW)	2011	Machinery operators and drivers	3
Migratory - Offshore - Shipping (NSW)	2011	Managers	3
Migratory - Offshore - Shipping (NSW)	2011	Professionals	3
Migratory - Offshore - Shipping (NSW)	2011	Sales workers	3
Migratory - Offshore - Shipping (NSW)	2011	Technicians and trades workers	8
Migratory - Offshore - Shipping (NSW)	2016		5
Migratory - Offshore - Shipping (NSW)	2016	Clerical and administrative workers	21
Migratory - Offshore - Shipping (NSW)	2016	Community and personal service workers	16
Migratory - Offshore - Shipping (NSW)	2016	Labourers	18
Migratory - Offshore - Shipping (NSW)	2016	Machinery operators and drivers	10
Migratory - Offshore - Shipping (NSW)	2016	Managers	3
Migratory - Offshore - Shipping (NSW)	2016	Professionals	22
Migratory - Offshore - Shipping (NSW)	2016	Sales workers	17
Migratory - Offshore - Shipping (NSW)	2016	Technicians and trades workers	18
No usual address (NSW)	2006		106
No usual address (NSW)	2006	Clerical and administrative workers	333
No usual address (NSW)	2006	Community and personal service workers	441
No usual address (NSW)	2006	Labourers	530
No usual address (NSW)	2006	Machinery operators and drivers	343
No usual address (NSW)	2006	Managers	322
No usual address (NSW)	2006	Professionals	676
No usual address (NSW)	2006	Sales workers	266
No usual address (NSW)	2006	Technicians and trades workers	478
No usual address (NSW)	2011		93
No usual address (NSW)	2011	Clerical and administrative workers	394
No usual address (NSW)	2011	Community and personal service workers	464
No usual address (NSW)	2011	Labourers	490
No usual address (NSW)	2011	Machinery operators and drivers	349
No usual address (NSW)	2011	Managers	338
No usual address (NSW)	2011	Professionals	741
No usual address (NSW)	2011	Sales workers	238
No usual address (NSW)	2011	Technicians and trades workers	542
No usual address (NSW)	2016		103
No usual address (NSW)	2016	Clerical and administrative workers	261
No usual address (NSW)	2016	Community and personal service workers	430
No usual address (NSW)	2016	Labourers	582
No usual address (NSW)	2016	Machinery operators and drivers	339
No usual address (NSW)	2016	Managers	274
No usual address (NSW)	2016	Professionals	649
No usual address (NSW)	2016	Sales workers	224
No usual address (NSW)	2016	Technicians and trades workers	480
Ballarat	2006		964
Ballarat	2006	Clerical and administrative workers	7589
Ballarat	2006	Community and personal service workers	5447
Ballarat	2006	Labourers	7049
Ballarat	2006	Machinery operators and drivers	3994
Ballarat	2006	Managers	7648
Ballarat	2006	Professionals	10238
Ballarat	2006	Sales workers	6015
Ballarat	2006	Technicians and trades workers	9270
Ballarat	2011		1261
Ballarat	2011	Clerical and administrative workers	8216
Ballarat	2011	Community and personal service workers	6715
Ballarat	2011	Labourers	7221
Ballarat	2011	Machinery operators and drivers	4178
Ballarat	2011	Managers	8103
Ballarat	2011	Professionals	12283
Ballarat	2011	Sales workers	6513
Ballarat	2011	Technicians and trades workers	10073
Ballarat	2016		1107
Ballarat	2016	Clerical and administrative workers	8162
Ballarat	2016	Community and personal service workers	8197
Ballarat	2016	Labourers	7550
Ballarat	2016	Machinery operators and drivers	3955
Ballarat	2016	Managers	8415
Ballarat	2016	Professionals	13213
Ballarat	2016	Sales workers	6666
Ballarat	2016	Technicians and trades workers	10130
Bendigo	2006		914
Bendigo	2006	Clerical and administrative workers	7430
Bendigo	2006	Community and personal service workers	5425
Bendigo	2006	Labourers	7170
Bendigo	2006	Machinery operators and drivers	3682
Bendigo	2006	Managers	7949
Bendigo	2006	Professionals	10251
Bendigo	2006	Sales workers	6097
Bendigo	2006	Technicians and trades workers	8511
Bendigo	2011		1204
Bendigo	2011	Clerical and administrative workers	7900
Bendigo	2011	Community and personal service workers	6570
Bendigo	2011	Labourers	7425
Bendigo	2011	Machinery operators and drivers	3810
Bendigo	2011	Managers	8325
Bendigo	2011	Professionals	12298
Bendigo	2011	Sales workers	6339
Bendigo	2011	Technicians and trades workers	9354
Bendigo	2016		1019
Bendigo	2016	Clerical and administrative workers	7809
Bendigo	2016	Community and personal service workers	7873
Bendigo	2016	Labourers	7933
Bendigo	2016	Machinery operators and drivers	3814
Bendigo	2016	Managers	8518
Bendigo	2016	Professionals	13622
Bendigo	2016	Sales workers	6400
Bendigo	2016	Technicians and trades workers	9454
Geelong	2006		1745
Geelong	2006	Clerical and administrative workers	13248
Geelong	2006	Community and personal service workers	9819
Geelong	2006	Labourers	11344
Geelong	2006	Machinery operators and drivers	7246
Geelong	2006	Managers	11758
Geelong	2006	Professionals	18764
Geelong	2006	Sales workers	10987
Geelong	2006	Technicians and trades workers	16912
Geelong	2011		2407
Geelong	2011	Clerical and administrative workers	14382
Geelong	2011	Community and personal service workers	12617
Geelong	2011	Labourers	11751
Geelong	2011	Machinery operators and drivers	7306
Geelong	2011	Managers	12869
Geelong	2011	Professionals	22754
Geelong	2011	Sales workers	11706
Geelong	2011	Technicians and trades workers	18587
Geelong	2016		2050
Geelong	2016	Clerical and administrative workers	15082
Geelong	2016	Community and personal service workers	15714
Geelong	2016	Labourers	12505
Geelong	2016	Machinery operators and drivers	7191
Geelong	2016	Managers	14520
Geelong	2016	Professionals	26367
Geelong	2016	Sales workers	12707
Geelong	2016	Technicians and trades workers	18883
Hume	2006		1281
Hume	2006	Clerical and administrative workers	8030
Hume	2006	Community and personal service workers	6579
Hume	2006	Labourers	9703
Hume	2006	Machinery operators and drivers	5494
Hume	2006	Managers	11691
Hume	2006	Professionals	10256
Hume	2006	Sales workers	6382
Hume	2006	Technicians and trades workers	10776
Hume	2011		1479
Hume	2011	Clerical and administrative workers	8477
Hume	2011	Community and personal service workers	7874
Hume	2011	Labourers	9025
Hume	2011	Machinery operators and drivers	5682
Hume	2011	Managers	11628
Hume	2011	Professionals	11390
Hume	2011	Sales workers	6693
Hume	2011	Technicians and trades workers	11421
Hume	2016		1271
Hume	2016	Clerical and administrative workers	8413
Hume	2016	Community and personal service workers	9128
Hume	2016	Labourers	9446
Hume	2016	Machinery operators and drivers	5418
Hume	2016	Managers	11499
Hume	2016	Professionals	11840
Hume	2016	Sales workers	6829
Hume	2016	Technicians and trades workers	11707
Latrobe - Gippsland	2006		1746
Latrobe - Gippsland	2006	Clerical and administrative workers	11488
Latrobe - Gippsland	2006	Community and personal service workers	9029
Latrobe - Gippsland	2006	Labourers	13069
Latrobe - Gippsland	2006	Machinery operators and drivers	7160
Latrobe - Gippsland	2006	Managers	16150
Latrobe - Gippsland	2006	Professionals	14418
Latrobe - Gippsland	2006	Sales workers	9829
Latrobe - Gippsland	2006	Technicians and trades workers	16680
Latrobe - Gippsland	2011		2228
Latrobe - Gippsland	2011	Clerical and administrative workers	12733
Latrobe - Gippsland	2011	Community and personal service workers	11108
Latrobe - Gippsland	2011	Labourers	13904
Latrobe - Gippsland	2011	Machinery operators and drivers	7822
Latrobe - Gippsland	2011	Managers	16309
Latrobe - Gippsland	2011	Professionals	16539
Latrobe - Gippsland	2011	Sales workers	10420
Latrobe - Gippsland	2011	Technicians and trades workers	18640
Latrobe - Gippsland	2016		1943
Latrobe - Gippsland	2016	Clerical and administrative workers	12598
Latrobe - Gippsland	2016	Community and personal service workers	12775
Latrobe - Gippsland	2016	Labourers	14037
Latrobe - Gippsland	2016	Machinery operators and drivers	7615
Latrobe - Gippsland	2016	Managers	15933
Latrobe - Gippsland	2016	Professionals	16886
Latrobe - Gippsland	2016	Sales workers	10566
Latrobe - Gippsland	2016	Technicians and trades workers	18144
Melbourne - Inner	2006		4216
Melbourne - Inner	2006	Clerical and administrative workers	34875
Melbourne - Inner	2006	Community and personal service workers	20063
Melbourne - Inner	2006	Labourers	10744
Melbourne - Inner	2006	Machinery operators and drivers	5948
Melbourne - Inner	2006	Managers	35703
Melbourne - Inner	2006	Professionals	87984
Melbourne - Inner	2006	Sales workers	20323
Melbourne - Inner	2006	Technicians and trades workers	19628
Melbourne - Inner	2011		5975
Melbourne - Inner	2011	Clerical and administrative workers	37853
Melbourne - Inner	2011	Community and personal service workers	23267
Melbourne - Inner	2011	Labourers	10763
Melbourne - Inner	2011	Machinery operators and drivers	5340
Melbourne - Inner	2011	Managers	42790
Melbourne - Inner	2011	Professionals	107239
Melbourne - Inner	2011	Sales workers	21589
Melbourne - Inner	2011	Technicians and trades workers	22040
Melbourne - Inner	2016		5275
Melbourne - Inner	2016	Clerical and administrative workers	38825
Melbourne - Inner	2016	Community and personal service workers	30365
Melbourne - Inner	2016	Labourers	13767
Melbourne - Inner	2016	Machinery operators and drivers	5617
Melbourne - Inner	2016	Managers	51950
Melbourne - Inner	2016	Professionals	123774
Melbourne - Inner	2016	Sales workers	25722
Melbourne - Inner	2016	Technicians and trades workers	24864
Melbourne - Inner East	2006		2947
Melbourne - Inner East	2006	Clerical and administrative workers	24289
Melbourne - Inner East	2006	Community and personal service workers	11692
Melbourne - Inner East	2006	Labourers	7706
Melbourne - Inner East	2006	Machinery operators and drivers	3739
Melbourne - Inner East	2006	Managers	25378
Melbourne - Inner East	2006	Professionals	52881
Melbourne - Inner East	2006	Sales workers	16316
Melbourne - Inner East	2006	Technicians and trades workers	13752
Melbourne - Inner East	2011		3394
Melbourne - Inner East	2011	Clerical and administrative workers	23814
Melbourne - Inner East	2011	Community and personal service workers	13370
Melbourne - Inner East	2011	Labourers	7398
Melbourne - Inner East	2011	Machinery operators and drivers	3273
Melbourne - Inner East	2011	Managers	26293
Melbourne - Inner East	2011	Professionals	56453
Melbourne - Inner East	2011	Sales workers	16202
Melbourne - Inner East	2011	Technicians and trades workers	14019
Melbourne - Inner East	2016		2771
Melbourne - Inner East	2016	Clerical and administrative workers	22365
Melbourne - Inner East	2016	Community and personal service workers	14786
Melbourne - Inner East	2016	Labourers	7941
Melbourne - Inner East	2016	Machinery operators and drivers	3230
Melbourne - Inner East	2016	Managers	28527
Melbourne - Inner East	2016	Professionals	58989
Melbourne - Inner East	2016	Sales workers	16605
Melbourne - Inner East	2016	Technicians and trades workers	13392
Melbourne - Inner South	2006		3262
Melbourne - Inner South	2006	Clerical and administrative workers	27452
Melbourne - Inner South	2006	Community and personal service workers	13110
Melbourne - Inner South	2006	Labourers	9086
Melbourne - Inner South	2006	Machinery operators and drivers	5651
Melbourne - Inner South	2006	Managers	27724
Melbourne - Inner South	2006	Professionals	50862
Melbourne - Inner South	2006	Sales workers	18138
Melbourne - Inner South	2006	Technicians and trades workers	18320
Melbourne - Inner South	2011		4286
Melbourne - Inner South	2011	Clerical and administrative workers	28474
Melbourne - Inner South	2011	Community and personal service workers	15470
Melbourne - Inner South	2011	Labourers	8683
Melbourne - Inner South	2011	Machinery operators and drivers	4967
Melbourne - Inner South	2011	Managers	30512
Melbourne - Inner South	2011	Professionals	57833
Melbourne - Inner South	2011	Sales workers	18535
Melbourne - Inner South	2011	Technicians and trades workers	19221
Melbourne - Inner South	2016		3081
Melbourne - Inner South	2016	Clerical and administrative workers	27338
Melbourne - Inner South	2016	Community and personal service workers	17941
Melbourne - Inner South	2016	Labourers	8998
Melbourne - Inner South	2016	Machinery operators and drivers	4655
Melbourne - Inner South	2016	Managers	34844
Melbourne - Inner South	2016	Professionals	63696
Melbourne - Inner South	2016	Sales workers	19037
Melbourne - Inner South	2016	Technicians and trades workers	18592
Melbourne - North East	2006		3716
Melbourne - North East	2006	Clerical and administrative workers	30356
Melbourne - North East	2006	Community and personal service workers	16135
Melbourne - North East	2006	Labourers	17213
Melbourne - North East	2006	Machinery operators and drivers	12534
Melbourne - North East	2006	Managers	20705
Melbourne - North East	2006	Professionals	36228
Melbourne - North East	2006	Sales workers	18807
Melbourne - North East	2006	Technicians and trades workers	28008
Melbourne - North East	2011		4761
Melbourne - North East	2011	Clerical and administrative workers	33165
Melbourne - North East	2011	Community and personal service workers	19812
Melbourne - North East	2011	Labourers	17562
Melbourne - North East	2011	Machinery operators and drivers	12893
Melbourne - North East	2011	Managers	23570
Melbourne - North East	2011	Professionals	44895
Melbourne - North East	2011	Sales workers	21070
Melbourne - North East	2011	Technicians and trades workers	30887
Melbourne - North East	2016		3817
Melbourne - North East	2016	Clerical and administrative workers	33876
Melbourne - North East	2016	Community and personal service workers	25093
Melbourne - North East	2016	Labourers	19804
Melbourne - North East	2016	Machinery operators and drivers	13802
Melbourne - North East	2016	Managers	27242
Melbourne - North East	2016	Professionals	52226
Melbourne - North East	2016	Sales workers	23039
Melbourne - North East	2016	Technicians and trades workers	32711
Melbourne - North West	2006		2880
Melbourne - North West	2006	Clerical and administrative workers	21355
Melbourne - North West	2006	Community and personal service workers	10331
Melbourne - North West	2006	Labourers	12960
Melbourne - North West	2006	Machinery operators and drivers	11226
Melbourne - North West	2006	Managers	12762
Melbourne - North West	2006	Professionals	18416
Melbourne - North West	2006	Sales workers	12800
Melbourne - North West	2006	Technicians and trades workers	19761
Melbourne - North West	2011		3644
Melbourne - North West	2011	Clerical and administrative workers	23168
Melbourne - North West	2011	Community and personal service workers	13059
Melbourne - North West	2011	Labourers	13529
Melbourne - North West	2011	Machinery operators and drivers	11796
Melbourne - North West	2011	Managers	14427
Melbourne - North West	2011	Professionals	23287
Melbourne - North West	2011	Sales workers	13910
Melbourne - North West	2011	Technicians and trades workers	22347
Melbourne - North West	2016		2969
Melbourne - North West	2016	Clerical and administrative workers	23423
Melbourne - North West	2016	Community and personal service workers	17391
Melbourne - North West	2016	Labourers	15070
Melbourne - North West	2016	Machinery operators and drivers	12899
Melbourne - North West	2016	Managers	17206
Melbourne - North West	2016	Professionals	28629
Melbourne - North West	2016	Sales workers	15660
Melbourne - North West	2016	Technicians and trades workers	23148
Melbourne - Outer East	2006		4049
Melbourne - Outer East	2006	Clerical and administrative workers	38739
Melbourne - Outer East	2006	Community and personal service workers	19477
Melbourne - Outer East	2006	Labourers	21350
Melbourne - Outer East	2006	Machinery operators and drivers	13509
Melbourne - Outer East	2006	Managers	28983
Melbourne - Outer East	2006	Professionals	43971
Melbourne - Outer East	2006	Sales workers	25919
Melbourne - Outer East	2006	Technicians and trades workers	38246
Melbourne - Outer East	2011		4476
Melbourne - Outer East	2011	Clerical and administrative workers	39445
Melbourne - Outer East	2011	Community and personal service workers	22622
Melbourne - Outer East	2011	Labourers	19774
Melbourne - Outer East	2011	Machinery operators and drivers	12784
Melbourne - Outer East	2011	Managers	29938
Melbourne - Outer East	2011	Professionals	50568
Melbourne - Outer East	2011	Sales workers	25323
Melbourne - Outer East	2011	Technicians and trades workers	39659
Melbourne - Outer East	2016		3792
Melbourne - Outer East	2016	Clerical and administrative workers	36433
Melbourne - Outer East	2016	Community and personal service workers	25944
Melbourne - Outer East	2016	Labourers	20079
Melbourne - Outer East	2016	Machinery operators and drivers	11813
Melbourne - Outer East	2016	Managers	31802
Melbourne - Outer East	2016	Professionals	54558
Melbourne - Outer East	2016	Sales workers	25040
Melbourne - Outer East	2016	Technicians and trades workers	38278
Melbourne - South East	2006		6111
Melbourne - South East	2006	Clerical and administrative workers	41156
Melbourne - South East	2006	Community and personal service workers	19321
Melbourne - South East	2006	Labourers	31848
Melbourne - South East	2006	Machinery operators and drivers	25640
Melbourne - South East	2006	Managers	27473
Melbourne - South East	2006	Professionals	42488
Melbourne - South East	2006	Sales workers	27240
Melbourne - South East	2006	Technicians and trades workers	41220
Melbourne - South East	2011		7461
Melbourne - South East	2011	Clerical and administrative workers	45905
Melbourne - South East	2011	Community and personal service workers	26057
Melbourne - South East	2011	Labourers	33493
Melbourne - South East	2011	Machinery operators and drivers	27057
Melbourne - South East	2011	Managers	31205
Melbourne - South East	2011	Professionals	52625
Melbourne - South East	2011	Sales workers	29933
Melbourne - South East	2011	Technicians and trades workers	46868
Melbourne - South East	2016		6180
Melbourne - South East	2016	Clerical and administrative workers	46620
Melbourne - South East	2016	Community and personal service workers	34484
Melbourne - South East	2016	Labourers	37906
Melbourne - South East	2016	Machinery operators and drivers	28023
Melbourne - South East	2016	Managers	36224
Melbourne - South East	2016	Professionals	61761
Melbourne - South East	2016	Sales workers	34122
Melbourne - South East	2016	Technicians and trades workers	50369
Melbourne - West	2006		5540
Melbourne - West	2006	Clerical and administrative workers	37585
Melbourne - West	2006	Community and personal service workers	18608
Melbourne - West	2006	Labourers	26837
Melbourne - West	2006	Machinery operators and drivers	23953
Melbourne - West	2006	Managers	21927
Melbourne - West	2006	Professionals	34627
Melbourne - West	2006	Sales workers	22168
Melbourne - West	2006	Technicians and trades workers	33948
Melbourne - West	2011		7535
Melbourne - West	2011	Clerical and administrative workers	44984
Melbourne - West	2011	Community and personal service workers	26217
Melbourne - West	2011	Labourers	30099
Melbourne - West	2011	Machinery operators and drivers	27657
Melbourne - West	2011	Managers	28179
Melbourne - West	2011	Professionals	49937
Melbourne - West	2011	Sales workers	26679
Melbourne - West	2011	Technicians and trades workers	40391
Melbourne - West	2016		6582
Melbourne - West	2016	Clerical and administrative workers	47340
Melbourne - West	2016	Community and personal service workers	34956
Melbourne - West	2016	Labourers	34502
Melbourne - West	2016	Machinery operators and drivers	31737
Melbourne - West	2016	Managers	35301
Melbourne - West	2016	Professionals	61529
Melbourne - West	2016	Sales workers	31610
Melbourne - West	2016	Technicians and trades workers	42653
Mornington Peninsula	2006		2091
Mornington Peninsula	2006	Clerical and administrative workers	15831
Mornington Peninsula	2006	Community and personal service workers	10687
Mornington Peninsula	2006	Labourers	11910
Mornington Peninsula	2006	Machinery operators and drivers	7329
Mornington Peninsula	2006	Managers	13307
Mornington Peninsula	2006	Professionals	17380
Mornington Peninsula	2006	Sales workers	12990
Mornington Peninsula	2006	Technicians and trades workers	20446
Mornington Peninsula	2011		2651
Mornington Peninsula	2011	Clerical and administrative workers	17339
Mornington Peninsula	2011	Community and personal service workers	12661
Mornington Peninsula	2011	Labourers	11995
Mornington Peninsula	2011	Machinery operators and drivers	7413
Mornington Peninsula	2011	Managers	14727
Mornington Peninsula	2011	Professionals	20926
Mornington Peninsula	2011	Sales workers	13740
Mornington Peninsula	2011	Technicians and trades workers	22761
Mornington Peninsula	2016		2115
Mornington Peninsula	2016	Clerical and administrative workers	17004
Mornington Peninsula	2016	Community and personal service workers	15469
Mornington Peninsula	2016	Labourers	12391
Mornington Peninsula	2016	Machinery operators and drivers	7120
Mornington Peninsula	2016	Managers	16497
Mornington Peninsula	2016	Professionals	23100
Mornington Peninsula	2016	Sales workers	14362
Mornington Peninsula	2016	Technicians and trades workers	22848
North West	2006		1114
North West	2006	Clerical and administrative workers	6623
North West	2006	Community and personal service workers	5627
North West	2006	Labourers	9619
North West	2006	Machinery operators and drivers	4263
North West	2006	Managers	14803
North West	2006	Professionals	8620
North West	2006	Sales workers	5966
North West	2006	Technicians and trades workers	8165
North West	2011		1279
North West	2011	Clerical and administrative workers	6801
North West	2011	Community and personal service workers	6303
North West	2011	Labourers	8346
North West	2011	Machinery operators and drivers	4507
North West	2011	Managers	13166
North West	2011	Professionals	9117
North West	2011	Sales workers	6052
North West	2011	Technicians and trades workers	8345
North West	2016		1081
North West	2016	Clerical and administrative workers	6519
North West	2016	Community and personal service workers	7234
North West	2016	Labourers	8854
North West	2016	Machinery operators and drivers	4191
North West	2016	Managers	12009
North West	2016	Professionals	9241
North West	2016	Sales workers	6125
North West	2016	Technicians and trades workers	8116
Shepparton	2006		933
Shepparton	2006	Clerical and administrative workers	5742
Shepparton	2006	Community and personal service workers	4231
Shepparton	2006	Labourers	8353
Shepparton	2006	Machinery operators and drivers	3815
Shepparton	2006	Managers	10357
