SA4_NAME16	Year	LanguageSpoken	Sex	persons
Capital Region	2006		F	4485
Capital Region	2006		M	5762
Capital Region	2006	(Other)	F	848
Capital Region	2006	(Other)	M	820
Capital Region	2006	Afrikaans	F	21
Capital Region	2006	Afrikaans	M	21
Capital Region	2006	Arabic	F	131
Capital Region	2006	Arabic	M	188
Capital Region	2006	Australian_Indigenous_Languages	F	24
Capital Region	2006	Australian_Indigenous_Languages	M	26
Capital Region	2006	Chinese_languages_Bengali	F	4
Capital Region	2006	Chinese_languages_Bengali	M	9
Capital Region	2006	Chinese_languages_Cantonese	F	102
Capital Region	2006	Chinese_languages_Cantonese	M	129
Capital Region	2006	Chinese_languages_Mandarin	F	112
Capital Region	2006	Chinese_languages_Mandarin	M	98
Capital Region	2006	Chinese_languages_Other	F	19
Capital Region	2006	Chinese_languages_Other	M	16
Capital Region	2006	Croatian	F	261
Capital Region	2006	Croatian	M	284
Capital Region	2006	Dutch	F	190
Capital Region	2006	Dutch	M	158
Capital Region	2006	English	F	89887
Capital Region	2006	English	M	88093
Capital Region	2006	Filipino	F	92
Capital Region	2006	Filipino	M	29
Capital Region	2006	French	F	138
Capital Region	2006	French	M	127
Capital Region	2006	German	F	502
Capital Region	2006	German	M	449
Capital Region	2006	Greek	F	278
Capital Region	2006	Greek	M	291
Capital Region	2006	Hindi	F	57
Capital Region	2006	Hindi	M	54
Capital Region	2006	Indonesian	F	73
Capital Region	2006	Indonesian	M	54
Capital Region	2006	Italian	F	538
Capital Region	2006	Italian	M	641
Capital Region	2006	Japanese	F	48
Capital Region	2006	Japanese	M	39
Capital Region	2006	Korean	F	17
Capital Region	2006	Korean	M	20
Capital Region	2006	Macedonian	F	496
Capital Region	2006	Macedonian	M	531
Capital Region	2006	Persian_includes_Dari	F	10
Capital Region	2006	Persian_includes_Dari	M	19
Capital Region	2006	Polish	F	129
Capital Region	2006	Polish	M	103
Capital Region	2006	Punjabi	F	17
Capital Region	2006	Punjabi	M	18
Capital Region	2006	Russian	F	66
Capital Region	2006	Russian	M	53
Capital Region	2006	Samoan	F	29
Capital Region	2006	Samoan	M	26
Capital Region	2006	Serbian	F	189
Capital Region	2006	Serbian	M	211
Capital Region	2006	Sinhalese	F	19
Capital Region	2006	Sinhalese	M	28
Capital Region	2006	Spanish	F	165
Capital Region	2006	Spanish	M	165
Capital Region	2006	Tagalog	F	107
Capital Region	2006	Tagalog	M	40
Capital Region	2006	Tamil	F	9
Capital Region	2006	Tamil	M	25
Capital Region	2006	Thai	F	66
Capital Region	2006	Thai	M	33
Capital Region	2006	Turkish	F	23
Capital Region	2006	Turkish	M	29
Capital Region	2006	Urdu	F	17
Capital Region	2006	Urdu	M	13
Capital Region	2006	Vietnamese	F	85
Capital Region	2006	Vietnamese	M	91
Capital Region	2011		F	4707
Capital Region	2011		M	5978
Capital Region	2011	(Other)	F	1018
Capital Region	2011	(Other)	M	998
Capital Region	2011	Afrikaans	F	54
Capital Region	2011	Afrikaans	M	50
Capital Region	2011	Arabic	F	166
Capital Region	2011	Arabic	M	218
Capital Region	2011	Australian_Indigenous_Languages	F	36
Capital Region	2011	Australian_Indigenous_Languages	M	38
Capital Region	2011	Chinese_languages_Bengali	F	42
Capital Region	2011	Chinese_languages_Bengali	M	55
Capital Region	2011	Chinese_languages_Cantonese	F	134
Capital Region	2011	Chinese_languages_Cantonese	M	128
Capital Region	2011	Chinese_languages_Mandarin	F	183
Capital Region	2011	Chinese_languages_Mandarin	M	127
Capital Region	2011	Chinese_languages_Other	F	28
Capital Region	2011	Chinese_languages_Other	M	29
Capital Region	2011	Croatian	F	252
Capital Region	2011	Croatian	M	265
Capital Region	2011	Dutch	F	201
Capital Region	2011	Dutch	M	157
Capital Region	2011	English	F	93764
Capital Region	2011	English	M	92077
Capital Region	2011	Filipino	F	139
Capital Region	2011	Filipino	M	52
Capital Region	2011	French	F	170
Capital Region	2011	French	M	164
Capital Region	2011	German	F	496
Capital Region	2011	German	M	432
Capital Region	2011	Greek	F	272
Capital Region	2011	Greek	M	320
Capital Region	2011	Hindi	F	126
Capital Region	2011	Hindi	M	117
Capital Region	2011	Indonesian	F	83
Capital Region	2011	Indonesian	M	51
Capital Region	2011	Italian	F	523
Capital Region	2011	Italian	M	609
Capital Region	2011	Japanese	F	59
Capital Region	2011	Japanese	M	28
Capital Region	2011	Korean	F	31
Capital Region	2011	Korean	M	34
Capital Region	2011	Macedonian	F	476
Capital Region	2011	Macedonian	M	522
Capital Region	2011	Persian_includes_Dari	F	17
Capital Region	2011	Persian_includes_Dari	M	22
Capital Region	2011	Polish	F	130
Capital Region	2011	Polish	M	112
Capital Region	2011	Punjabi	F	76
Capital Region	2011	Punjabi	M	99
Capital Region	2011	Russian	F	73
Capital Region	2011	Russian	M	59
Capital Region	2011	Samoan	F	48
Capital Region	2011	Samoan	M	50
Capital Region	2011	Serbian	F	194
Capital Region	2011	Serbian	M	218
Capital Region	2011	Sinhalese	F	39
Capital Region	2011	Sinhalese	M	39
Capital Region	2011	Spanish	F	185
Capital Region	2011	Spanish	M	203
Capital Region	2011	Tagalog	F	163
Capital Region	2011	Tagalog	M	88
Capital Region	2011	Tamil	F	29
Capital Region	2011	Tamil	M	30
Capital Region	2011	Thai	F	109
Capital Region	2011	Thai	M	60
Capital Region	2011	Turkish	F	30
Capital Region	2011	Turkish	M	29
Capital Region	2011	Urdu	F	44
Capital Region	2011	Urdu	M	62
Capital Region	2011	Vietnamese	F	120
Capital Region	2011	Vietnamese	M	103
Capital Region	2016		F	7768
Capital Region	2016		M	8726
Capital Region	2016	(Other)	F	1332
Capital Region	2016	(Other)	M	1192
Capital Region	2016	Afrikaans	F	71
Capital Region	2016	Afrikaans	M	77
Capital Region	2016	Arabic	F	226
Capital Region	2016	Arabic	M	290
Capital Region	2016	Australian_Indigenous_Languages	F	35
Capital Region	2016	Australian_Indigenous_Languages	M	33
Capital Region	2016	Chinese_languages_Bengali	F	106
Capital Region	2016	Chinese_languages_Bengali	M	132
Capital Region	2016	Chinese_languages_Cantonese	F	154
Capital Region	2016	Chinese_languages_Cantonese	M	132
Capital Region	2016	Chinese_languages_Mandarin	F	323
Capital Region	2016	Chinese_languages_Mandarin	M	235
Capital Region	2016	Chinese_languages_Other	F	19
Capital Region	2016	Chinese_languages_Other	M	14
Capital Region	2016	Croatian	F	220
Capital Region	2016	Croatian	M	242
Capital Region	2016	Dutch	F	182
Capital Region	2016	Dutch	M	146
Capital Region	2016	English	F	95256
Capital Region	2016	English	M	94095
Capital Region	2016	Filipino	F	165
Capital Region	2016	Filipino	M	85
Capital Region	2016	French	F	182
Capital Region	2016	French	M	190
Capital Region	2016	German	F	463
Capital Region	2016	German	M	395
Capital Region	2016	Greek	F	215
Capital Region	2016	Greek	M	256
Capital Region	2016	Hindi	F	170
Capital Region	2016	Hindi	M	172
Capital Region	2016	Indonesian	F	90
Capital Region	2016	Indonesian	M	55
Capital Region	2016	Italian	F	506
Capital Region	2016	Italian	M	554
Capital Region	2016	Japanese	F	67
Capital Region	2016	Japanese	M	35
Capital Region	2016	Korean	F	81
Capital Region	2016	Korean	M	81
Capital Region	2016	Macedonian	F	450
Capital Region	2016	Macedonian	M	504
Capital Region	2016	Persian_includes_Dari	F	33
Capital Region	2016	Persian_includes_Dari	M	34
Capital Region	2016	Polish	F	121
Capital Region	2016	Polish	M	91
Capital Region	2016	Punjabi	F	236
Capital Region	2016	Punjabi	M	281
Capital Region	2016	Russian	F	88
Capital Region	2016	Russian	M	66
Capital Region	2016	Samoan	F	42
Capital Region	2016	Samoan	M	55
Capital Region	2016	Serbian	F	169
Capital Region	2016	Serbian	M	198
Capital Region	2016	Sinhalese	F	61
Capital Region	2016	Sinhalese	M	60
Capital Region	2016	Spanish	F	224
Capital Region	2016	Spanish	M	213
Capital Region	2016	Tagalog	F	248
Capital Region	2016	Tagalog	M	129
Capital Region	2016	Tamil	F	38
Capital Region	2016	Tamil	M	42
Capital Region	2016	Thai	F	174
Capital Region	2016	Thai	M	80
Capital Region	2016	Turkish	F	36
Capital Region	2016	Turkish	M	40
Capital Region	2016	Urdu	F	67
Capital Region	2016	Urdu	M	92
Capital Region	2016	Vietnamese	F	107
Capital Region	2016	Vietnamese	M	101
Central Coast	2006		F	8273
Central Coast	2006		M	7995
Central Coast	2006	(Other)	F	1359
Central Coast	2006	(Other)	M	1326
Central Coast	2006	Afrikaans	F	101
Central Coast	2006	Afrikaans	M	89
Central Coast	2006	Arabic	F	179
Central Coast	2006	Arabic	M	239
Central Coast	2006	Australian_Indigenous_Languages	F	8
Central Coast	2006	Australian_Indigenous_Languages	M	22
Central Coast	2006	Chinese_languages_Bengali	F	21
Central Coast	2006	Chinese_languages_Bengali	M	18
Central Coast	2006	Chinese_languages_Cantonese	F	337
Central Coast	2006	Chinese_languages_Cantonese	M	318
Central Coast	2006	Chinese_languages_Mandarin	F	243
Central Coast	2006	Chinese_languages_Mandarin	M	148
Central Coast	2006	Chinese_languages_Other	F	29
Central Coast	2006	Chinese_languages_Other	M	16
Central Coast	2006	Croatian	F	98
Central Coast	2006	Croatian	M	99
Central Coast	2006	Dutch	F	274
Central Coast	2006	Dutch	M	223
Central Coast	2006	English	F	139602
Central Coast	2006	English	M	130500
Central Coast	2006	Filipino	F	188
Central Coast	2006	Filipino	M	56
Central Coast	2006	French	F	222
Central Coast	2006	French	M	169
Central Coast	2006	German	F	426
Central Coast	2006	German	M	362
Central Coast	2006	Greek	F	323
Central Coast	2006	Greek	M	358
Central Coast	2006	Hindi	F	98
Central Coast	2006	Hindi	M	83
Central Coast	2006	Indonesian	F	89
Central Coast	2006	Indonesian	M	67
Central Coast	2006	Italian	F	520
Central Coast	2006	Italian	M	555
Central Coast	2006	Japanese	F	123
Central Coast	2006	Japanese	M	79
Central Coast	2006	Korean	F	88
Central Coast	2006	Korean	M	77
Central Coast	2006	Macedonian	F	13
Central Coast	2006	Macedonian	M	17
Central Coast	2006	Persian_includes_Dari	F	31
Central Coast	2006	Persian_includes_Dari	M	37
Central Coast	2006	Polish	F	138
Central Coast	2006	Polish	M	97
Central Coast	2006	Punjabi	F	11
Central Coast	2006	Punjabi	M	21
Central Coast	2006	Russian	F	106
Central Coast	2006	Russian	M	97
Central Coast	2006	Samoan	F	18
Central Coast	2006	Samoan	M	22
Central Coast	2006	Serbian	F	92
Central Coast	2006	Serbian	M	100
Central Coast	2006	Sinhalese	F	25
Central Coast	2006	Sinhalese	M	28
Central Coast	2006	Spanish	F	478
Central Coast	2006	Spanish	M	425
Central Coast	2006	Tagalog	F	226
Central Coast	2006	Tagalog	M	90
Central Coast	2006	Tamil	F	20
Central Coast	2006	Tamil	M	19
Central Coast	2006	Thai	F	104
Central Coast	2006	Thai	M	56
Central Coast	2006	Turkish	F	43
Central Coast	2006	Turkish	M	39
Central Coast	2006	Urdu	F	50
Central Coast	2006	Urdu	M	49
Central Coast	2006	Vietnamese	F	52
Central Coast	2006	Vietnamese	M	57
Central Coast	2011		F	6950
Central Coast	2011		M	7021
Central Coast	2011	(Other)	F	1680
Central Coast	2011	(Other)	M	1576
Central Coast	2011	Afrikaans	F	138
Central Coast	2011	Afrikaans	M	136
Central Coast	2011	Arabic	F	215
Central Coast	2011	Arabic	M	264
Central Coast	2011	Australian_Indigenous_Languages	F	26
Central Coast	2011	Australian_Indigenous_Languages	M	30
Central Coast	2011	Chinese_languages_Bengali	F	45
Central Coast	2011	Chinese_languages_Bengali	M	34
Central Coast	2011	Chinese_languages_Cantonese	F	406
Central Coast	2011	Chinese_languages_Cantonese	M	337
Central Coast	2011	Chinese_languages_Mandarin	F	404
Central Coast	2011	Chinese_languages_Mandarin	M	255
Central Coast	2011	Chinese_languages_Other	F	54
Central Coast	2011	Chinese_languages_Other	M	33
Central Coast	2011	Croatian	F	122
Central Coast	2011	Croatian	M	119
Central Coast	2011	Dutch	F	302
Central Coast	2011	Dutch	M	251
Central Coast	2011	English	F	146642
Central Coast	2011	English	M	136979
Central Coast	2011	Filipino	F	251
Central Coast	2011	Filipino	M	101
Central Coast	2011	French	F	265
Central Coast	2011	French	M	186
Central Coast	2011	German	F	459
Central Coast	2011	German	M	417
Central Coast	2011	Greek	F	389
Central Coast	2011	Greek	M	361
Central Coast	2011	Hindi	F	138
Central Coast	2011	Hindi	M	123
Central Coast	2011	Indonesian	F	123
Central Coast	2011	Indonesian	M	78
Central Coast	2011	Italian	F	566
Central Coast	2011	Italian	M	651
Central Coast	2011	Japanese	F	162
Central Coast	2011	Japanese	M	119
Central Coast	2011	Korean	F	165
Central Coast	2011	Korean	M	125
Central Coast	2011	Macedonian	F	17
Central Coast	2011	Macedonian	M	24
Central Coast	2011	Persian_includes_Dari	F	45
Central Coast	2011	Persian_includes_Dari	M	54
Central Coast	2011	Polish	F	151
Central Coast	2011	Polish	M	107
Central Coast	2011	Punjabi	F	33
Central Coast	2011	Punjabi	M	60
Central Coast	2011	Russian	F	178
Central Coast	2011	Russian	M	132
Central Coast	2011	Samoan	F	38
Central Coast	2011	Samoan	M	39
Central Coast	2011	Serbian	F	108
Central Coast	2011	Serbian	M	101
Central Coast	2011	Sinhalese	F	28
Central Coast	2011	Sinhalese	M	25
Central Coast	2011	Spanish	F	588
Central Coast	2011	Spanish	M	534
Central Coast	2011	Tagalog	F	325
Central Coast	2011	Tagalog	M	101
Central Coast	2011	Tamil	F	47
Central Coast	2011	Tamil	M	41
Central Coast	2011	Thai	F	228
Central Coast	2011	Thai	M	97
Central Coast	2011	Turkish	F	51
Central Coast	2011	Turkish	M	51
Central Coast	2011	Urdu	F	44
Central Coast	2011	Urdu	M	44
Central Coast	2011	Vietnamese	F	90
Central Coast	2011	Vietnamese	M	100
Central Coast	2016		F	9738
Central Coast	2016		M	9007
Central Coast	2016	(Other)	F	2283
Central Coast	2016	(Other)	M	2132
Central Coast	2016	Afrikaans	F	215
Central Coast	2016	Afrikaans	M	205
Central Coast	2016	Arabic	F	244
Central Coast	2016	Arabic	M	312
Central Coast	2016	Australian_Indigenous_Languages	F	29
Central Coast	2016	Australian_Indigenous_Languages	M	31
Central Coast	2016	Chinese_languages_Bengali	F	37
Central Coast	2016	Chinese_languages_Bengali	M	33
Central Coast	2016	Chinese_languages_Cantonese	F	430
Central Coast	2016	Chinese_languages_Cantonese	M	391
Central Coast	2016	Chinese_languages_Mandarin	F	899
Central Coast	2016	Chinese_languages_Mandarin	M	611
Central Coast	2016	Chinese_languages_Other	F	41
Central Coast	2016	Chinese_languages_Other	M	26
Central Coast	2016	Croatian	F	114
Central Coast	2016	Croatian	M	134
Central Coast	2016	Dutch	F	239
Central Coast	2016	Dutch	M	192
Central Coast	2016	English	F	148827
Central Coast	2016	English	M	140949
Central Coast	2016	Filipino	F	269
Central Coast	2016	Filipino	M	131
Central Coast	2016	French	F	377
Central Coast	2016	French	M	275
Central Coast	2016	German	F	488
Central Coast	2016	German	M	415
Central Coast	2016	Greek	F	361
Central Coast	2016	Greek	M	377
Central Coast	2016	Hindi	F	166
Central Coast	2016	Hindi	M	187
Central Coast	2016	Indonesian	F	164
Central Coast	2016	Indonesian	M	107
Central Coast	2016	Italian	F	548
Central Coast	2016	Italian	M	601
Central Coast	2016	Japanese	F	252
Central Coast	2016	Japanese	M	162
Central Coast	2016	Korean	F	330
Central Coast	2016	Korean	M	308
Central Coast	2016	Macedonian	F	25
Central Coast	2016	Macedonian	M	17
Central Coast	2016	Persian_includes_Dari	F	52
Central Coast	2016	Persian_includes_Dari	M	57
Central Coast	2016	Polish	F	173
Central Coast	2016	Polish	M	130
Central Coast	2016	Punjabi	F	117
Central Coast	2016	Punjabi	M	123
Central Coast	2016	Russian	F	286
Central Coast	2016	Russian	M	229
Central Coast	2016	Samoan	F	65
Central Coast	2016	Samoan	M	68
Central Coast	2016	Serbian	F	105
Central Coast	2016	Serbian	M	89
Central Coast	2016	Sinhalese	F	37
Central Coast	2016	Sinhalese	M	33
Central Coast	2016	Spanish	F	807
Central Coast	2016	Spanish	M	719
Central Coast	2016	Tagalog	F	485
Central Coast	2016	Tagalog	M	191
Central Coast	2016	Tamil	F	72
Central Coast	2016	Tamil	M	57
Central Coast	2016	Thai	F	379
Central Coast	2016	Thai	M	167
Central Coast	2016	Turkish	F	52
Central Coast	2016	Turkish	M	65
Central Coast	2016	Urdu	F	50
Central Coast	2016	Urdu	M	72
Central Coast	2016	Vietnamese	F	188
Central Coast	2016	Vietnamese	M	164
Central West	2006		F	3385
Central West	2006		M	4940
Central West	2006	(Other)	F	476
Central West	2006	(Other)	M	505
Central West	2006	Afrikaans	F	36
Central West	2006	Afrikaans	M	32
Central West	2006	Arabic	F	106
Central West	2006	Arabic	M	135
Central West	2006	Australian_Indigenous_Languages	F	37
Central West	2006	Australian_Indigenous_Languages	M	36
Central West	2006	Chinese_languages_Bengali	F	11
Central West	2006	Chinese_languages_Bengali	M	12
Central West	2006	Chinese_languages_Cantonese	F	143
Central West	2006	Chinese_languages_Cantonese	M	160
Central West	2006	Chinese_languages_Mandarin	F	76
Central West	2006	Chinese_languages_Mandarin	M	58
Central West	2006	Chinese_languages_Other	F	5
Central West	2006	Chinese_languages_Other	M	7
Central West	2006	Croatian	F	52
Central West	2006	Croatian	M	60
Central West	2006	Dutch	F	86
Central West	2006	Dutch	M	64
Central West	2006	English	F	89434
Central West	2006	English	M	87450
Central West	2006	Filipino	F	72
Central West	2006	Filipino	M	30
Central West	2006	French	F	58
Central West	2006	French	M	59
Central West	2006	German	F	179
Central West	2006	German	M	161
Central West	2006	Greek	F	91
Central West	2006	Greek	M	111
Central West	2006	Hindi	F	36
Central West	2006	Hindi	M	33
Central West	2006	Indonesian	F	18
Central West	2006	Indonesian	M	9
Central West	2006	Italian	F	212
Central West	2006	Italian	M	238
Central West	2006	Japanese	F	48
Central West	2006	Japanese	M	50
Central West	2006	Korean	F	18
Central West	2006	Korean	M	37
Central West	2006	Macedonian	F	15
Central West	2006	Macedonian	M	16
Central West	2006	Persian_includes_Dari	F	14
Central West	2006	Persian_includes_Dari	M	22
Central West	2006	Polish	F	63
Central West	2006	Polish	M	33
Central West	2006	Punjabi	F	7
Central West	2006	Punjabi	M	9
Central West	2006	Russian	F	76
Central West	2006	Russian	M	68
Central West	2006	Samoan	F	6
Central West	2006	Samoan	M	10
Central West	2006	Serbian	F	27
Central West	2006	Serbian	M	30
Central West	2006	Sinhalese	F	14
Central West	2006	Sinhalese	M	21
Central West	2006	Spanish	F	91
Central West	2006	Spanish	M	83
Central West	2006	Tagalog	F	81
Central West	2006	Tagalog	M	22
Central West	2006	Tamil	F	17
Central West	2006	Tamil	M	19
Central West	2006	Thai	F	37
Central West	2006	Thai	M	17
Central West	2006	Turkish	F	16
Central West	2006	Turkish	M	19
Central West	2006	Urdu	F	14
Central West	2006	Urdu	M	16
Central West	2006	Vietnamese	F	31
Central West	2006	Vietnamese	M	34
Central West	2011		F	4275
Central West	2011		M	6020
Central West	2011	(Other)	F	685
Central West	2011	(Other)	M	735
Central West	2011	Afrikaans	F	84
Central West	2011	Afrikaans	M	76
Central West	2011	Arabic	F	154
Central West	2011	Arabic	M	188
Central West	2011	Australian_Indigenous_Languages	F	28
Central West	2011	Australian_Indigenous_Languages	M	44
Central West	2011	Chinese_languages_Bengali	F	16
Central West	2011	Chinese_languages_Bengali	M	21
Central West	2011	Chinese_languages_Cantonese	F	153
Central West	2011	Chinese_languages_Cantonese	M	131
Central West	2011	Chinese_languages_Mandarin	F	127
Central West	2011	Chinese_languages_Mandarin	M	100
Central West	2011	Chinese_languages_Other	F	21
Central West	2011	Chinese_languages_Other	M	22
Central West	2011	Croatian	F	56
Central West	2011	Croatian	M	68
Central West	2011	Dutch	F	81
Central West	2011	Dutch	M	72
Central West	2011	English	F	91153
Central West	2011	English	M	89544
Central West	2011	Filipino	F	100
Central West	2011	Filipino	M	53
Central West	2011	French	F	75
Central West	2011	French	M	64
Central West	2011	German	F	198
Central West	2011	German	M	171
Central West	2011	Greek	F	103
Central West	2011	Greek	M	122
Central West	2011	Hindi	F	69
Central West	2011	Hindi	M	63
Central West	2011	Indonesian	F	26
Central West	2011	Indonesian	M	19
Central West	2011	Italian	F	228
Central West	2011	Italian	M	218
Central West	2011	Japanese	F	45
Central West	2011	Japanese	M	39
Central West	2011	Korean	F	32
Central West	2011	Korean	M	29
Central West	2011	Macedonian	F	16
Central West	2011	Macedonian	M	13
Central West	2011	Persian_includes_Dari	F	22
Central West	2011	Persian_includes_Dari	M	19
Central West	2011	Polish	F	66
Central West	2011	Polish	M	18
Central West	2011	Punjabi	F	25
Central West	2011	Punjabi	M	25
Central West	2011	Russian	F	78
Central West	2011	Russian	M	57
Central West	2011	Samoan	F	9
Central West	2011	Samoan	M	11
Central West	2011	Serbian	F	36
Central West	2011	Serbian	M	34
Central West	2011	Sinhalese	F	18
Central West	2011	Sinhalese	M	22
Central West	2011	Spanish	F	121
Central West	2011	Spanish	M	93
Central West	2011	Tagalog	F	107
Central West	2011	Tagalog	M	43
Central West	2011	Tamil	F	26
Central West	2011	Tamil	M	29
Central West	2011	Thai	F	75
Central West	2011	Thai	M	43
Central West	2011	Turkish	F	29
Central West	2011	Turkish	M	22
Central West	2011	Urdu	F	21
Central West	2011	Urdu	M	22
Central West	2011	Vietnamese	F	57
Central West	2011	Vietnamese	M	60
Central West	2016		F	8403
Central West	2016		M	9834
Central West	2016	(Other)	F	990
Central West	2016	(Other)	M	1007
Central West	2016	Afrikaans	F	98
Central West	2016	Afrikaans	M	123
Central West	2016	Arabic	F	138
Central West	2016	Arabic	M	184
Central West	2016	Australian_Indigenous_Languages	F	70
Central West	2016	Australian_Indigenous_Languages	M	75
Central West	2016	Chinese_languages_Bengali	F	48
Central West	2016	Chinese_languages_Bengali	M	47
Central West	2016	Chinese_languages_Cantonese	F	166
Central West	2016	Chinese_languages_Cantonese	M	170
Central West	2016	Chinese_languages_Mandarin	F	213
Central West	2016	Chinese_languages_Mandarin	M	190
Central West	2016	Chinese_languages_Other	F	13
Central West	2016	Chinese_languages_Other	M	21
Central West	2016	Croatian	F	60
Central West	2016	Croatian	M	62
Central West	2016	Dutch	F	73
Central West	2016	Dutch	M	55
Central West	2016	English	F	91275
Central West	2016	English	M	89329
Central West	2016	Filipino	F	121
Central West	2016	Filipino	M	85
Central West	2016	French	F	79
Central West	2016	French	M	75
Central West	2016	German	F	184
Central West	2016	German	M	140
Central West	2016	Greek	F	83
Central West	2016	Greek	M	106
Central West	2016	Hindi	F	80
Central West	2016	Hindi	M	86
Central West	2016	Indonesian	F	47
Central West	2016	Indonesian	M	26
Central West	2016	Italian	F	186
Central West	2016	Italian	M	192
Central West	2016	Japanese	F	56
Central West	2016	Japanese	M	29
Central West	2016	Korean	F	55
Central West	2016	Korean	M	65
Central West	2016	Macedonian	F	11
Central West	2016	Macedonian	M	10
Central West	2016	Persian_includes_Dari	F	36
Central West	2016	Persian_includes_Dari	M	38
Central West	2016	Polish	F	56
Central West	2016	Polish	M	35
Central West	2016	Punjabi	F	99
Central West	2016	Punjabi	M	106
Central West	2016	Russian	F	75
Central West	2016	Russian	M	64
Central West	2016	Samoan	F	14
Central West	2016	Samoan	M	15
Central West	2016	Serbian	F	45
Central West	2016	Serbian	M	29
Central West	2016	Sinhalese	F	27
Central West	2016	Sinhalese	M	27
Central West	2016	Spanish	F	120
Central West	2016	Spanish	M	105
Central West	2016	Tagalog	F	185
Central West	2016	Tagalog	M	105
Central West	2016	Tamil	F	56
Central West	2016	Tamil	M	54
Central West	2016	Thai	F	118
Central West	2016	Thai	M	58
Central West	2016	Turkish	F	16
Central West	2016	Turkish	M	13
Central West	2016	Urdu	F	43
Central West	2016	Urdu	M	42
Central West	2016	Vietnamese	F	103
Central West	2016	Vietnamese	M	91
Coffs Harbour - Grafton	2006		F	2286
Coffs Harbour - Grafton	2006		M	2738
Coffs Harbour - Grafton	2006	(Other)	F	394
Coffs Harbour - Grafton	2006	(Other)	M	400
Coffs Harbour - Grafton	2006	Afrikaans	F	10
Coffs Harbour - Grafton	2006	Afrikaans	M	9
Coffs Harbour - Grafton	2006	Arabic	F	45
Coffs Harbour - Grafton	2006	Arabic	M	49
Coffs Harbour - Grafton	2006	Australian_Indigenous_Languages	F	42
Coffs Harbour - Grafton	2006	Australian_Indigenous_Languages	M	31
Coffs Harbour - Grafton	2006	Chinese_languages_Bengali	F	3
Coffs Harbour - Grafton	2006	Chinese_languages_Bengali	M	3
Coffs Harbour - Grafton	2006	Chinese_languages_Cantonese	F	70
Coffs Harbour - Grafton	2006	Chinese_languages_Cantonese	M	68
Coffs Harbour - Grafton	2006	Chinese_languages_Mandarin	F	46
Coffs Harbour - Grafton	2006	Chinese_languages_Mandarin	M	39
Coffs Harbour - Grafton	2006	Chinese_languages_Other	F	6
Coffs Harbour - Grafton	2006	Chinese_languages_Other	M	11
Coffs Harbour - Grafton	2006	Croatian	F	12
Coffs Harbour - Grafton	2006	Croatian	M	11
Coffs Harbour - Grafton	2006	Dutch	F	106
Coffs Harbour - Grafton	2006	Dutch	M	90
Coffs Harbour - Grafton	2006	English	F	59659
Coffs Harbour - Grafton	2006	English	M	56991
Coffs Harbour - Grafton	2006	Filipino	F	42
Coffs Harbour - Grafton	2006	Filipino	M	3
Coffs Harbour - Grafton	2006	French	F	85
Coffs Harbour - Grafton	2006	French	M	65
Coffs Harbour - Grafton	2006	German	F	272
Coffs Harbour - Grafton	2006	German	M	228
Coffs Harbour - Grafton	2006	Greek	F	38
Coffs Harbour - Grafton	2006	Greek	M	31
Coffs Harbour - Grafton	2006	Hindi	F	20
Coffs Harbour - Grafton	2006	Hindi	M	10
Coffs Harbour - Grafton	2006	Indonesian	F	18
Coffs Harbour - Grafton	2006	Indonesian	M	8
Coffs Harbour - Grafton	2006	Italian	F	148
Coffs Harbour - Grafton	2006	Italian	M	160
Coffs Harbour - Grafton	2006	Japanese	F	45
Coffs Harbour - Grafton	2006	Japanese	M	28
Coffs Harbour - Grafton	2006	Korean	F	6
Coffs Harbour - Grafton	2006	Korean	M	4
Coffs Harbour - Grafton	2006	Macedonian	F	0
Coffs Harbour - Grafton	2006	Macedonian	M	3
Coffs Harbour - Grafton	2006	Persian_includes_Dari	F	0
Coffs Harbour - Grafton	2006	Persian_includes_Dari	M	0
Coffs Harbour - Grafton	2006	Polish	F	29
Coffs Harbour - Grafton	2006	Polish	M	16
Coffs Harbour - Grafton	2006	Punjabi	F	320
Coffs Harbour - Grafton	2006	Punjabi	M	338
Coffs Harbour - Grafton	2006	Russian	F	11
Coffs Harbour - Grafton	2006	Russian	M	9
Coffs Harbour - Grafton	2006	Samoan	F	3
Coffs Harbour - Grafton	2006	Samoan	M	3
Coffs Harbour - Grafton	2006	Serbian	F	8
Coffs Harbour - Grafton	2006	Serbian	M	8
Coffs Harbour - Grafton	2006	Sinhalese	F	0
Coffs Harbour - Grafton	2006	Sinhalese	M	0
Coffs Harbour - Grafton	2006	Spanish	F	81
Coffs Harbour - Grafton	2006	Spanish	M	62
Coffs Harbour - Grafton	2006	Tagalog	F	75
Coffs Harbour - Grafton	2006	Tagalog	M	11
Coffs Harbour - Grafton	2006	Tamil	F	7
Coffs Harbour - Grafton	2006	Tamil	M	5
Coffs Harbour - Grafton	2006	Thai	F	32
Coffs Harbour - Grafton	2006	Thai	M	24
Coffs Harbour - Grafton	2006	Turkish	F	14
Coffs Harbour - Grafton	2006	Turkish	M	16
Coffs Harbour - Grafton	2006	Urdu	F	3
Coffs Harbour - Grafton	2006	Urdu	M	4
Coffs Harbour - Grafton	2006	Vietnamese	F	19
Coffs Harbour - Grafton	2006	Vietnamese	M	14
Coffs Harbour - Grafton	2011		F	2402
Coffs Harbour - Grafton	2011		M	2781
Coffs Harbour - Grafton	2011	(Other)	F	638
