SA4_NAME16	Year	CountryOfBirth	Sex	persons
Sydney - City and Inner South	2016		M	32616
Sydney - City and Inner South	2016	AUS	F	67813
Sydney - City and Inner South	2016	AUS	M	72935
Sydney - City and Inner South	2016	CAN	F	682
Sydney - City and Inner South	2016	CAN	M	680
Sydney - City and Inner South	2016	CHN	F	14088
Sydney - City and Inner South	2016	CHN	M	9935
Sydney - City and Inner South	2016	DEU	F	759
Sydney - City and Inner South	2016	DEU	M	872
Sydney - City and Inner South	2016	EGY	F	348
Sydney - City and Inner South	2016	EGY	M	397
Sydney - City and Inner South	2016	FJI	F	464
Sydney - City and Inner South	2016	FJI	M	382
Sydney - City and Inner South	2016	GBR	F	6215
Sydney - City and Inner South	2016	GBR	M	8869
Sydney - City and Inner South	2016	GRC	F	1657
Sydney - City and Inner South	2016	GRC	M	1367
Sydney - City and Inner South	2016	HKG	F	1553
Sydney - City and Inner South	2016	HKG	M	1410
Sydney - City and Inner South	2016	HRV	F	262
Sydney - City and Inner South	2016	HRV	M	231
Sydney - City and Inner South	2016	IDN	F	3719
Sydney - City and Inner South	2016	IDN	M	3727
Sydney - City and Inner South	2016	IND	F	1626
Sydney - City and Inner South	2016	IND	M	2344
Sydney - City and Inner South	2016	IRL	F	1154
Sydney - City and Inner South	2016	IRL	M	1625
Sydney - City and Inner South	2016	IRN	F	394
Sydney - City and Inner South	2016	IRN	M	541
Sydney - City and Inner South	2016	IRQ	F	259
Sydney - City and Inner South	2016	IRQ	M	297
Sydney - City and Inner South	2016	ITA	F	1025
Sydney - City and Inner South	2016	ITA	M	1595
Sydney - City and Inner South	2016	JPN	F	1324
Sydney - City and Inner South	2016	JPN	M	731
Sydney - City and Inner South	2016	KOR	F	2096
Sydney - City and Inner South	2016	KOR	M	1757
Sydney - City and Inner South	2016	LBN	F	526
Sydney - City and Inner South	2016	LBN	M	551
Sydney - City and Inner South	2016	LKA	F	272
Sydney - City and Inner South	2016	LKA	M	339
Sydney - City and Inner South	2016	MKD	F	226
Sydney - City and Inner South	2016	MKD	M	219
Sydney - City and Inner South	2016	MLT	F	198
Sydney - City and Inner South	2016	MLT	M	207
Sydney - City and Inner South	2016	MYS	F	1554
Sydney - City and Inner South	2016	MYS	M	1541
Sydney - City and Inner South	2016	NLD	F	301
Sydney - City and Inner South	2016	NLD	M	381
Sydney - City and Inner South	2016	NZL	F	3432
Sydney - City and Inner South	2016	NZL	M	4231
Sydney - City and Inner South	2016	PAK	F	131
Sydney - City and Inner South	2016	PAK	M	309
Sydney - City and Inner South	2016	PHL	F	2016
Sydney - City and Inner South	2016	PHL	M	1498
Sydney - City and Inner South	2016	POL	F	471
Sydney - City and Inner South	2016	POL	M	403
Sydney - City and Inner South	2016	SGP	F	764
Sydney - City and Inner South	2016	SGP	M	709
Sydney - City and Inner South	2016	THA	F	4734
Sydney - City and Inner South	2016	THA	M	3026
Sydney - City and Inner South	2016	TUR	F	427
Sydney - City and Inner South	2016	TUR	M	576
Sydney - City and Inner South	2016	USA	F	1616
Sydney - City and Inner South	2016	USA	M	1651
Sydney - City and Inner South	2016	VNM	F	2473
Sydney - City and Inner South	2016	VNM	M	2032
Sydney - City and Inner South	2016	ZAF	F	788
Sydney - City and Inner South	2016	ZAF	M	965
Sydney - City and Inner South	2016	ZWE	F	80
Sydney - City and Inner South	2016	ZWE	M	118
Sydney - Eastern Suburbs	2006		F	23770
Sydney - Eastern Suburbs	2006		M	24137
Sydney - Eastern Suburbs	2006	AUS	F	64956
Sydney - Eastern Suburbs	2006	AUS	M	60595
Sydney - Eastern Suburbs	2006	CAN	F	447
Sydney - Eastern Suburbs	2006	CAN	M	412
Sydney - Eastern Suburbs	2006	CHN	F	2415
Sydney - Eastern Suburbs	2006	CHN	M	1869
Sydney - Eastern Suburbs	2006	DEU	F	977
Sydney - Eastern Suburbs	2006	DEU	M	798
Sydney - Eastern Suburbs	2006	EGY	F	516
Sydney - Eastern Suburbs	2006	EGY	M	464
Sydney - Eastern Suburbs	2006	FJI	F	262
Sydney - Eastern Suburbs	2006	FJI	M	211
Sydney - Eastern Suburbs	2006	GBR	F	6663
Sydney - Eastern Suburbs	2006	GBR	M	7270
Sydney - Eastern Suburbs	2006	GRC	F	1319
Sydney - Eastern Suburbs	2006	GRC	M	1134
Sydney - Eastern Suburbs	2006	HKG	F	1401
Sydney - Eastern Suburbs	2006	HKG	M	1249
Sydney - Eastern Suburbs	2006	HRV	F	206
Sydney - Eastern Suburbs	2006	HRV	M	186
Sydney - Eastern Suburbs	2006	IDN	F	1634
Sydney - Eastern Suburbs	2006	IDN	M	1370
Sydney - Eastern Suburbs	2006	IND	F	619
Sydney - Eastern Suburbs	2006	IND	M	707
Sydney - Eastern Suburbs	2006	IRL	F	1040
Sydney - Eastern Suburbs	2006	IRL	M	1184
Sydney - Eastern Suburbs	2006	IRN	F	182
Sydney - Eastern Suburbs	2006	IRN	M	177
Sydney - Eastern Suburbs	2006	IRQ	F	119
Sydney - Eastern Suburbs	2006	IRQ	M	158
Sydney - Eastern Suburbs	2006	ITA	F	865
Sydney - Eastern Suburbs	2006	ITA	M	949
Sydney - Eastern Suburbs	2006	JPN	F	645
Sydney - Eastern Suburbs	2006	JPN	M	335
Sydney - Eastern Suburbs	2006	KOR	F	500
Sydney - Eastern Suburbs	2006	KOR	M	355
Sydney - Eastern Suburbs	2006	LBN	F	273
Sydney - Eastern Suburbs	2006	LBN	M	301
Sydney - Eastern Suburbs	2006	LKA	F	178
Sydney - Eastern Suburbs	2006	LKA	M	179
Sydney - Eastern Suburbs	2006	MKD	F	26
Sydney - Eastern Suburbs	2006	MKD	M	29
Sydney - Eastern Suburbs	2006	MLT	F	233
Sydney - Eastern Suburbs	2006	MLT	M	235
Sydney - Eastern Suburbs	2006	MYS	F	1099
Sydney - Eastern Suburbs	2006	MYS	M	978
Sydney - Eastern Suburbs	2006	NLD	F	276
Sydney - Eastern Suburbs	2006	NLD	M	264
Sydney - Eastern Suburbs	2006	NZL	F	3073
Sydney - Eastern Suburbs	2006	NZL	M	3111
Sydney - Eastern Suburbs	2006	PAK	F	52
Sydney - Eastern Suburbs	2006	PAK	M	102
Sydney - Eastern Suburbs	2006	PHL	F	696
Sydney - Eastern Suburbs	2006	PHL	M	363
Sydney - Eastern Suburbs	2006	POL	F	746
Sydney - Eastern Suburbs	2006	POL	M	588
Sydney - Eastern Suburbs	2006	SGP	F	547
Sydney - Eastern Suburbs	2006	SGP	M	516
Sydney - Eastern Suburbs	2006	THA	F	483
Sydney - Eastern Suburbs	2006	THA	M	299
Sydney - Eastern Suburbs	2006	TUR	F	153
Sydney - Eastern Suburbs	2006	TUR	M	185
Sydney - Eastern Suburbs	2006	USA	F	1047
Sydney - Eastern Suburbs	2006	USA	M	950
Sydney - Eastern Suburbs	2006	VNM	F	334
Sydney - Eastern Suburbs	2006	VNM	M	307
Sydney - Eastern Suburbs	2006	ZAF	F	2785
Sydney - Eastern Suburbs	2006	ZAF	M	2715
Sydney - Eastern Suburbs	2006	ZWE	F	141
Sydney - Eastern Suburbs	2006	ZWE	M	115
Sydney - Eastern Suburbs	2011		F	21977
Sydney - Eastern Suburbs	2011		M	21715
Sydney - Eastern Suburbs	2011	AUS	F	69311
Sydney - Eastern Suburbs	2011	AUS	M	65460
Sydney - Eastern Suburbs	2011	CAN	F	540
Sydney - Eastern Suburbs	2011	CAN	M	437
Sydney - Eastern Suburbs	2011	CHN	F	3808
Sydney - Eastern Suburbs	2011	CHN	M	3052
Sydney - Eastern Suburbs	2011	DEU	F	1012
Sydney - Eastern Suburbs	2011	DEU	M	807
Sydney - Eastern Suburbs	2011	EGY	F	466
Sydney - Eastern Suburbs	2011	EGY	M	440
Sydney - Eastern Suburbs	2011	FJI	F	280
Sydney - Eastern Suburbs	2011	FJI	M	200
Sydney - Eastern Suburbs	2011	GBR	F	7578
Sydney - Eastern Suburbs	2011	GBR	M	8395
Sydney - Eastern Suburbs	2011	GRC	F	1159
Sydney - Eastern Suburbs	2011	GRC	M	987
Sydney - Eastern Suburbs	2011	HKG	F	1352
Sydney - Eastern Suburbs	2011	HKG	M	1111
Sydney - Eastern Suburbs	2011	HRV	F	196
Sydney - Eastern Suburbs	2011	HRV	M	164
Sydney - Eastern Suburbs	2011	IDN	F	1516
Sydney - Eastern Suburbs	2011	IDN	M	1372
Sydney - Eastern Suburbs	2011	IND	F	727
Sydney - Eastern Suburbs	2011	IND	M	856
Sydney - Eastern Suburbs	2011	IRL	F	1803
Sydney - Eastern Suburbs	2011	IRL	M	2066
Sydney - Eastern Suburbs	2011	IRN	F	260
Sydney - Eastern Suburbs	2011	IRN	M	298
Sydney - Eastern Suburbs	2011	IRQ	F	142
Sydney - Eastern Suburbs	2011	IRQ	M	149
Sydney - Eastern Suburbs	2011	ITA	F	879
Sydney - Eastern Suburbs	2011	ITA	M	978
Sydney - Eastern Suburbs	2011	JPN	F	619
Sydney - Eastern Suburbs	2011	JPN	M	293
Sydney - Eastern Suburbs	2011	KOR	F	553
Sydney - Eastern Suburbs	2011	KOR	M	424
Sydney - Eastern Suburbs	2011	LBN	F	272
Sydney - Eastern Suburbs	2011	LBN	M	292
Sydney - Eastern Suburbs	2011	LKA	F	193
Sydney - Eastern Suburbs	2011	LKA	M	187
Sydney - Eastern Suburbs	2011	MKD	F	25
Sydney - Eastern Suburbs	2011	MKD	M	35
Sydney - Eastern Suburbs	2011	MLT	F	212
Sydney - Eastern Suburbs	2011	MLT	M	213
Sydney - Eastern Suburbs	2011	MYS	F	1203
Sydney - Eastern Suburbs	2011	MYS	M	1118
Sydney - Eastern Suburbs	2011	NLD	F	295
Sydney - Eastern Suburbs	2011	NLD	M	249
Sydney - Eastern Suburbs	2011	NZL	F	3217
Sydney - Eastern Suburbs	2011	NZL	M	3216
Sydney - Eastern Suburbs	2011	PAK	F	63
Sydney - Eastern Suburbs	2011	PAK	M	103
Sydney - Eastern Suburbs	2011	PHL	F	1010
Sydney - Eastern Suburbs	2011	PHL	M	508
Sydney - Eastern Suburbs	2011	POL	F	720
Sydney - Eastern Suburbs	2011	POL	M	551
Sydney - Eastern Suburbs	2011	SGP	F	634
Sydney - Eastern Suburbs	2011	SGP	M	582
Sydney - Eastern Suburbs	2011	THA	F	578
Sydney - Eastern Suburbs	2011	THA	M	310
Sydney - Eastern Suburbs	2011	TUR	F	148
Sydney - Eastern Suburbs	2011	TUR	M	176
Sydney - Eastern Suburbs	2011	USA	F	1354
Sydney - Eastern Suburbs	2011	USA	M	1226
Sydney - Eastern Suburbs	2011	VNM	F	421
Sydney - Eastern Suburbs	2011	VNM	M	345
Sydney - Eastern Suburbs	2011	ZAF	F	3250
Sydney - Eastern Suburbs	2011	ZAF	M	3153
Sydney - Eastern Suburbs	2011	ZWE	F	161
Sydney - Eastern Suburbs	2011	ZWE	M	135
Sydney - Eastern Suburbs	2016		F	24775
Sydney - Eastern Suburbs	2016		M	22816
Sydney - Eastern Suburbs	2016	AUS	F	71851
Sydney - Eastern Suburbs	2016	AUS	M	68614
Sydney - Eastern Suburbs	2016	CAN	F	626
Sydney - Eastern Suburbs	2016	CAN	M	495
Sydney - Eastern Suburbs	2016	CHN	F	6179
Sydney - Eastern Suburbs	2016	CHN	M	5320
Sydney - Eastern Suburbs	2016	DEU	F	1021
Sydney - Eastern Suburbs	2016	DEU	M	809
Sydney - Eastern Suburbs	2016	EGY	F	419
Sydney - Eastern Suburbs	2016	EGY	M	390
Sydney - Eastern Suburbs	2016	FJI	F	261
Sydney - Eastern Suburbs	2016	FJI	M	200
Sydney - Eastern Suburbs	2016	GBR	F	8313
Sydney - Eastern Suburbs	2016	GBR	M	9047
Sydney - Eastern Suburbs	2016	GRC	F	1042
Sydney - Eastern Suburbs	2016	GRC	M	822
Sydney - Eastern Suburbs	2016	HKG	F	1251
Sydney - Eastern Suburbs	2016	HKG	M	1158
Sydney - Eastern Suburbs	2016	HRV	F	167
Sydney - Eastern Suburbs	2016	HRV	M	135
Sydney - Eastern Suburbs	2016	IDN	F	1455
Sydney - Eastern Suburbs	2016	IDN	M	1282
Sydney - Eastern Suburbs	2016	IND	F	900
Sydney - Eastern Suburbs	2016	IND	M	1077
Sydney - Eastern Suburbs	2016	IRL	F	2066
Sydney - Eastern Suburbs	2016	IRL	M	2221
Sydney - Eastern Suburbs	2016	IRN	F	324
Sydney - Eastern Suburbs	2016	IRN	M	347
Sydney - Eastern Suburbs	2016	IRQ	F	154
Sydney - Eastern Suburbs	2016	IRQ	M	185
Sydney - Eastern Suburbs	2016	ITA	F	1061
Sydney - Eastern Suburbs	2016	ITA	M	1232
Sydney - Eastern Suburbs	2016	JPN	F	651
Sydney - Eastern Suburbs	2016	JPN	M	264
Sydney - Eastern Suburbs	2016	KOR	F	524
Sydney - Eastern Suburbs	2016	KOR	M	367
Sydney - Eastern Suburbs	2016	LBN	F	255
Sydney - Eastern Suburbs	2016	LBN	M	264
Sydney - Eastern Suburbs	2016	LKA	F	216
Sydney - Eastern Suburbs	2016	LKA	M	214
Sydney - Eastern Suburbs	2016	MKD	F	49
Sydney - Eastern Suburbs	2016	MKD	M	41
Sydney - Eastern Suburbs	2016	MLT	F	194
Sydney - Eastern Suburbs	2016	MLT	M	160
Sydney - Eastern Suburbs	2016	MYS	F	1232
Sydney - Eastern Suburbs	2016	MYS	M	1075
Sydney - Eastern Suburbs	2016	NLD	F	323
Sydney - Eastern Suburbs	2016	NLD	M	303
Sydney - Eastern Suburbs	2016	NZL	F	3111
Sydney - Eastern Suburbs	2016	NZL	M	3021
Sydney - Eastern Suburbs	2016	PAK	F	80
Sydney - Eastern Suburbs	2016	PAK	M	174
Sydney - Eastern Suburbs	2016	PHL	F	1210
Sydney - Eastern Suburbs	2016	PHL	M	679
Sydney - Eastern Suburbs	2016	POL	F	671
Sydney - Eastern Suburbs	2016	POL	M	475
Sydney - Eastern Suburbs	2016	SGP	F	656
Sydney - Eastern Suburbs	2016	SGP	M	546
Sydney - Eastern Suburbs	2016	THA	F	688
Sydney - Eastern Suburbs	2016	THA	M	331
Sydney - Eastern Suburbs	2016	TUR	F	138
Sydney - Eastern Suburbs	2016	TUR	M	158
Sydney - Eastern Suburbs	2016	USA	F	1598
Sydney - Eastern Suburbs	2016	USA	M	1377
Sydney - Eastern Suburbs	2016	VNM	F	515
Sydney - Eastern Suburbs	2016	VNM	M	454
Sydney - Eastern Suburbs	2016	ZAF	F	3384
Sydney - Eastern Suburbs	2016	ZAF	M	3285
Sydney - Eastern Suburbs	2016	ZWE	F	158
Sydney - Eastern Suburbs	2016	ZWE	M	158
Sydney - Inner South West	2006		F	35124
Sydney - Inner South West	2006		M	36634
Sydney - Inner South West	2006	AUS	F	130446
Sydney - Inner South West	2006	AUS	M	126092
Sydney - Inner South West	2006	CAN	F	201
Sydney - Inner South West	2006	CAN	M	169
Sydney - Inner South West	2006	CHN	F	16364
Sydney - Inner South West	2006	CHN	M	13790
Sydney - Inner South West	2006	DEU	F	747
Sydney - Inner South West	2006	DEU	M	673
Sydney - Inner South West	2006	EGY	F	2248
Sydney - Inner South West	2006	EGY	M	2410
Sydney - Inner South West	2006	FJI	F	1919
Sydney - Inner South West	2006	FJI	M	1599
Sydney - Inner South West	2006	GBR	F	4028
Sydney - Inner South West	2006	GBR	M	4405
Sydney - Inner South West	2006	GRC	F	6750
Sydney - Inner South West	2006	GRC	M	6565
Sydney - Inner South West	2006	HKG	F	3187
Sydney - Inner South West	2006	HKG	M	3000
Sydney - Inner South West	2006	HRV	F	938
Sydney - Inner South West	2006	HRV	M	967
Sydney - Inner South West	2006	IDN	F	2063
Sydney - Inner South West	2006	IDN	M	1774
Sydney - Inner South West	2006	IND	F	2069
Sydney - Inner South West	2006	IND	M	2846
Sydney - Inner South West	2006	IRL	F	439
Sydney - Inner South West	2006	IRL	M	473
Sydney - Inner South West	2006	IRN	F	194
Sydney - Inner South West	2006	IRN	M	213
Sydney - Inner South West	2006	IRQ	F	526
Sydney - Inner South West	2006	IRQ	M	673
Sydney - Inner South West	2006	ITA	F	3341
Sydney - Inner South West	2006	ITA	M	3438
Sydney - Inner South West	2006	JPN	F	468
Sydney - Inner South West	2006	JPN	M	189
Sydney - Inner South West	2006	KOR	F	2186
Sydney - Inner South West	2006	KOR	M	1864
Sydney - Inner South West	2006	LBN	F	11012
Sydney - Inner South West	2006	LBN	M	11533
Sydney - Inner South West	2006	LKA	F	368
Sydney - Inner South West	2006	LKA	M	372
Sydney - Inner South West	2006	MKD	F	3457
Sydney - Inner South West	2006	MKD	M	3527
Sydney - Inner South West	2006	MLT	F	671
Sydney - Inner South West	2006	MLT	M	618
Sydney - Inner South West	2006	MYS	F	1190
Sydney - Inner South West	2006	MYS	M	1061
Sydney - Inner South West	2006	NLD	F	226
Sydney - Inner South West	2006	NLD	M	234
Sydney - Inner South West	2006	NZL	F	4263
Sydney - Inner South West	2006	NZL	M	4176
Sydney - Inner South West	2006	PAK	F	696
Sydney - Inner South West	2006	PAK	M	1037
Sydney - Inner South West	2006	PHL	F	3149
Sydney - Inner South West	2006	PHL	M	1848
Sydney - Inner South West	2006	POL	F	696
Sydney - Inner South West	2006	POL	M	554
Sydney - Inner South West	2006	SGP	F	394
Sydney - Inner South West	2006	SGP	M	332
Sydney - Inner South West	2006	THA	F	731
Sydney - Inner South West	2006	THA	M	324
Sydney - Inner South West	2006	TUR	F	461
Sydney - Inner South West	2006	TUR	M	479
Sydney - Inner South West	2006	USA	F	395
Sydney - Inner South West	2006	USA	M	386
Sydney - Inner South West	2006	VNM	F	7625
Sydney - Inner South West	2006	VNM	M	6710
Sydney - Inner South West	2006	ZAF	F	587
Sydney - Inner South West	2006	ZAF	M	570
Sydney - Inner South West	2006	ZWE	F	175
Sydney - Inner South West	2006	ZWE	M	143
Sydney - Inner South West	2011		F	36198
Sydney - Inner South West	2011		M	38780
Sydney - Inner South West	2011	AUS	F	136255
Sydney - Inner South West	2011	AUS	M	133689
Sydney - Inner South West	2011	CAN	F	199
Sydney - Inner South West	2011	CAN	M	203
Sydney - Inner South West	2011	CHN	F	21070
Sydney - Inner South West	2011	CHN	M	17413
Sydney - Inner South West	2011	DEU	F	721
Sydney - Inner South West	2011	DEU	M	622
Sydney - Inner South West	2011	EGY	F	2478
Sydney - Inner South West	2011	EGY	M	2828
Sydney - Inner South West	2011	FJI	F	1969
Sydney - Inner South West	2011	FJI	M	1624
Sydney - Inner South West	2011	GBR	F	3687
Sydney - Inner South West	2011	GBR	M	4171
Sydney - Inner South West	2011	GRC	F	6458
Sydney - Inner South West	2011	GRC	M	5985
Sydney - Inner South West	2011	HKG	F	3248
Sydney - Inner South West	2011	HKG	M	3034
Sydney - Inner South West	2011	HRV	F	905
Sydney - Inner South West	2011	HRV	M	920
Sydney - Inner South West	2011	IDN	F	2832
Sydney - Inner South West	2011	IDN	M	2402
Sydney - Inner South West	2011	IND	F	3104
Sydney - Inner South West	2011	IND	M	3939
Sydney - Inner South West	2011	IRL	F	438
Sydney - Inner South West	2011	IRL	M	545
Sydney - Inner South West	2011	IRN	F	282
Sydney - Inner South West	2011	IRN	M	296
Sydney - Inner South West	2011	IRQ	F	738
Sydney - Inner South West	2011	IRQ	M	879
Sydney - Inner South West	2011	ITA	F	3068
Sydney - Inner South West	2011	ITA	M	3106
Sydney - Inner South West	2011	JPN	F	563
Sydney - Inner South West	2011	JPN	M	204
Sydney - Inner South West	2011	KOR	F	2178
Sydney - Inner South West	2011	KOR	M	1808
Sydney - Inner South West	2011	LBN	F	11275
Sydney - Inner South West	2011	LBN	M	11650
Sydney - Inner South West	2011	LKA	F	398
Sydney - Inner South West	2011	LKA	M	408
Sydney - Inner South West	2011	MKD	F	3387
Sydney - Inner South West	2011	MKD	M	3401
Sydney - Inner South West	2011	MLT	F	635
Sydney - Inner South West	2011	MLT	M	555
Sydney - Inner South West	2011	MYS	F	1427
Sydney - Inner South West	2011	MYS	M	1227
Sydney - Inner South West	2011	NLD	F	204
Sydney - Inner South West	2011	NLD	M	219
Sydney - Inner South West	2011	NZL	F	3965
Sydney - Inner South West	2011	NZL	M	4000
Sydney - Inner South West	2011	PAK	F	1131
Sydney - Inner South West	2011	PAK	M	1663
Sydney - Inner South West	2011	PHL	F	3746
Sydney - Inner South West	2011	PHL	M	2268
Sydney - Inner South West	2011	POL	F	627
Sydney - Inner South West	2011	POL	M	488
Sydney - Inner South West	2011	SGP	F	457
Sydney - Inner South West	2011	SGP	M	391
Sydney - Inner South West	2011	THA	F	1088
Sydney - Inner South West	2011	THA	M	486
Sydney - Inner South West	2011	TUR	F	458
Sydney - Inner South West	2011	TUR	M	521
Sydney - Inner South West	2011	USA	F	456
Sydney - Inner South West	2011	USA	M	438
Sydney - Inner South West	2011	VNM	F	8830
Sydney - Inner South West	2011	VNM	M	7406
Sydney - Inner South West	2011	ZAF	F	620
Sydney - Inner South West	2011	ZAF	M	590
Sydney - Inner South West	2011	ZWE	F	182
Sydney - Inner South West	2011	ZWE	M	162
Sydney - Inner South West	2016		F	45000
Sydney - Inner South West	2016		M	47454
Sydney - Inner South West	2016	AUS	F	139687
Sydney - Inner South West	2016	AUS	M	139867
Sydney - Inner South West	2016	CAN	F	224
Sydney - Inner South West	2016	CAN	M	224
Sydney - Inner South West	2016	CHN	F	27037
Sydney - Inner South West	2016	CHN	M	22269
Sydney - Inner South West	2016	DEU	F	641
Sydney - Inner South West	2016	DEU	M	546
Sydney - Inner South West	2016	EGY	F	2633
Sydney - Inner South West	2016	EGY	M	2833
Sydney - Inner South West	2016	FJI	F	1897
Sydney - Inner South West	2016	FJI	M	1498
Sydney - Inner South West	2016	GBR	F	3262
Sydney - Inner South West	2016	GBR	M	3882
Sydney - Inner South West	2016	GRC	F	6376
Sydney - Inner South West	2016	GRC	M	5650
Sydney - Inner South West	2016	HKG	F	3455
Sydney - Inner South West	2016	HKG	M	3325
Sydney - Inner South West	2016	HRV	F	815
Sydney - Inner South West	2016	HRV	M	742
Sydney - Inner South West	2016	IDN	F	3378
Sydney - Inner South West	2016	IDN	M	2759
Sydney - Inner South West	2016	IND	F	3980
Sydney - Inner South West	2016	IND	M	4785
Sydney - Inner South West	2016	IRL	F	467
Sydney - Inner South West	2016	IRL	M	610
Sydney - Inner South West	2016	IRN	F	370
Sydney - Inner South West	2016	IRN	M	514
Sydney - Inner South West	2016	IRQ	F	852
Sydney - Inner South West	2016	IRQ	M	1003
Sydney - Inner South West	2016	ITA	F	2791
Sydney - Inner South West	2016	ITA	M	2756
Sydney - Inner South West	2016	JPN	F	680
Sydney - Inner South West	2016	JPN	M	258
Sydney - Inner South West	2016	KOR	F	2201
Sydney - Inner South West	2016	KOR	M	1759
Sydney - Inner South West	2016	LBN	F	11188
Sydney - Inner South West	2016	LBN	M	11567
Sydney - Inner South West	2016	LKA	F	445
Sydney - Inner South West	2016	LKA	M	437
Sydney - Inner South West	2016	MKD	F	3214
Sydney - Inner South West	2016	MKD	M	3195
Sydney - Inner South West	2016	MLT	F	563
Sydney - Inner South West	2016	MLT	M	479
Sydney - Inner South West	2016	MYS	F	1775
Sydney - Inner South West	2016	MYS	M	1771
Sydney - Inner South West	2016	NLD	F	183
Sydney - Inner South West	2016	NLD	M	182
Sydney - Inner South West	2016	NZL	F	3821
Sydney - Inner South West	2016	NZL	M	3933
Sydney - Inner South West	2016	PAK	F	1890
Sydney - Inner South West	2016	PAK	M	3291
Sydney - Inner South West	2016	PHL	F	4857
Sydney - Inner South West	2016	PHL	M	3078
Sydney - Inner South West	2016	POL	F	559
Sydney - Inner South West	2016	POL	M	470
Sydney - Inner South West	2016	SGP	F	541
Sydney - Inner South West	2016	SGP	M	435
Sydney - Inner South West	2016	THA	F	1714
Sydney - Inner South West	2016	THA	M	770
Sydney - Inner South West	2016	TUR	F	459
Sydney - Inner South West	2016	TUR	M	560
Sydney - Inner South West	2016	USA	F	513
Sydney - Inner South West	2016	USA	M	554
Sydney - Inner South West	2016	VNM	F	10420
Sydney - Inner South West	2016	VNM	M	8555
Sydney - Inner South West	2016	ZAF	F	597
Sydney - Inner South West	2016	ZAF	M	598
Sydney - Inner South West	2016	ZWE	F	166
Sydney - Inner South West	2016	ZWE	M	136
Sydney - Inner West	2006		F	16557
Sydney - Inner West	2006		M	17180
Sydney - Inner West	2006	AUS	F	67838
Sydney - Inner West	2006	AUS	M	62599
Sydney - Inner West	2006	CAN	F	259
Sydney - Inner West	2006	CAN	M	226
Sydney - Inner West	2006	CHN	F	7309
Sydney - Inner West	2006	CHN	M	5836
Sydney - Inner West	2006	DEU	F	543
Sydney - Inner West	2006	DEU	M	496
Sydney - Inner West	2006	EGY	F	439
Sydney - Inner West	2006	EGY	M	458
Sydney - Inner West	2006	FJI	F	480
Sydney - Inner West	2006	FJI	M	378
Sydney - Inner West	2006	GBR	F	4204
Sydney - Inner West	2006	GBR	M	4930
Sydney - Inner West	2006	GRC	F	1777
Sydney - Inner West	2006	GRC	M	1587
Sydney - Inner West	2006	HKG	F	1532
Sydney - Inner West	2006	HKG	M	1318
Sydney - Inner West	2006	HRV	F	420
Sydney - Inner West	2006	HRV	M	377
Sydney - Inner West	2006	IDN	F	673
Sydney - Inner West	2006	IDN	M	461
Sydney - Inner West	2006	IND	F	2157
Sydney - Inner West	2006	IND	M	3346
Sydney - Inner West	2006	IRL	F	606
Sydney - Inner West	2006	IRL	M	758
Sydney - Inner West	2006	IRN	F	106
Sydney - Inner West	2006	IRN	M	133
Sydney - Inner West	2006	IRQ	F	42
Sydney - Inner West	2006	IRQ	M	51
Sydney - Inner West	2006	ITA	F	4875
Sydney - Inner West	2006	ITA	M	4747
Sydney - Inner West	2006	JPN	F	435
Sydney - Inner West	2006	JPN	M	169
Sydney - Inner West	2006	KOR	F	2980
Sydney - Inner West	2006	KOR	M	2594
Sydney - Inner West	2006	LBN	F	1302
Sydney - Inner West	2006	LBN	M	1356
Sydney - Inner West	2006	LKA	F	1141
Sydney - Inner West	2006	LKA	M	1051
Sydney - Inner West	2006	MKD	F	81
Sydney - Inner West	2006	MKD	M	77
Sydney - Inner West	2006	MLT	F	279
Sydney - Inner West	2006	MLT	M	213
Sydney - Inner West	2006	MYS	F	867
Sydney - Inner West	2006	MYS	M	653
Sydney - Inner West	2006	NLD	F	182
Sydney - Inner West	2006	NLD	M	232
Sydney - Inner West	2006	NZL	F	2506
Sydney - Inner West	2006	NZL	M	2365
Sydney - Inner West	2006	PAK	F	119
Sydney - Inner West	2006	PAK	M	167
Sydney - Inner West	2006	PHL	F	1365
Sydney - Inner West	2006	PHL	M	859
Sydney - Inner West	2006	POL	F	479
Sydney - Inner West	2006	POL	M	379
Sydney - Inner West	2006	SGP	F	360
Sydney - Inner West	2006	SGP	M	253
Sydney - Inner West	2006	THA	F	497
Sydney - Inner West	2006	THA	M	296
Sydney - Inner West	2006	TUR	F	320
Sydney - Inner West	2006	TUR	M	337
Sydney - Inner West	2006	USA	F	535
Sydney - Inner West	2006	USA	M	457
Sydney - Inner West	2006	VNM	F	1335
Sydney - Inner West	2006	VNM	M	1083
Sydney - Inner West	2006	ZAF	F	509
Sydney - Inner West	2006	ZAF	M	423
Sydney - Inner West	2006	ZWE	F	80
Sydney - Inner West	2006	ZWE	M	65
Sydney - Inner West	2011		F	15983
Sydney - Inner West	2011		M	17272
Sydney - Inner West	2011	AUS	F	73038
Sydney - Inner West	2011	AUS	M	68096
Sydney - Inner West	2011	CAN	F	339
Sydney - Inner West	2011	CAN	M	275
Sydney - Inner West	2011	CHN	F	10004
Sydney - Inner West	2011	CHN	M	7717
Sydney - Inner West	2011	DEU	F	557
Sydney - Inner West	2011	DEU	M	487
Sydney - Inner West	2011	EGY	F	438
Sydney - Inner West	2011	EGY	M	435
Sydney - Inner West	2011	FJI	F	467
