SA4_NAME16	Year	SameAddress5YearsAgo	Sex	persons
Hunter Valley exc Newcastle	2006		F	13106
Hunter Valley exc Newcastle	2006		M	14591
Hunter Valley exc Newcastle	2006	0	F	42729
Hunter Valley exc Newcastle	2006	0	M	40649
Hunter Valley exc Newcastle	2006	1	F	57862
Hunter Valley exc Newcastle	2006	1	M	56818
Hunter Valley exc Newcastle	2011		F	14200
Hunter Valley exc Newcastle	2011		M	15901
Hunter Valley exc Newcastle	2011	0	F	42834
Hunter Valley exc Newcastle	2011	0	M	40843
Hunter Valley exc Newcastle	2011	1	F	65315
Hunter Valley exc Newcastle	2011	1	M	64153
Hunter Valley exc Newcastle	2016		F	17805
Hunter Valley exc Newcastle	2016		M	19124
Hunter Valley exc Newcastle	2016	0	F	48581
Hunter Valley exc Newcastle	2016	0	M	45547
Hunter Valley exc Newcastle	2016	1	F	66396
Hunter Valley exc Newcastle	2016	1	M	65964
Illawarra	2006		F	14781
Illawarra	2006		M	15628
Illawarra	2006	0	F	42503
Illawarra	2006	0	M	40415
Illawarra	2006	1	F	76228
Illawarra	2006	1	M	73981
Illawarra	2011		F	14126
Illawarra	2011		M	15068
Illawarra	2011	0	F	44428
Illawarra	2011	0	M	42302
Illawarra	2011	1	F	81249
Illawarra	2011	1	M	78809
Illawarra	2016		F	17096
Illawarra	2016		M	17319
Illawarra	2016	0	F	49697
Illawarra	2016	0	M	47657
Illawarra	2016	1	F	82212
Illawarra	2016	1	M	79512
Mid North Coast	2006		F	9983
Mid North Coast	2006		M	10646
Mid North Coast	2006	0	F	38929
Mid North Coast	2006	0	M	35753
Mid North Coast	2006	1	F	49688
Mid North Coast	2006	1	M	47729
Mid North Coast	2011		F	10777
Mid North Coast	2011		M	11474
Mid North Coast	2011	0	F	36666
Mid North Coast	2011	0	M	33198
Mid North Coast	2011	1	F	55697
Mid North Coast	2011	1	M	53298
Mid North Coast	2016		F	14010
Mid North Coast	2016		M	14169
Mid North Coast	2016	0	F	39171
Mid North Coast	2016	0	M	35845
Mid North Coast	2016	1	F	55720
Mid North Coast	2016	1	M	53282
Murray	2006		F	5988
Murray	2006		M	6493
Murray	2006	0	F	20871
Murray	2006	0	M	19523
Murray	2006	1	F	28310
Murray	2006	1	M	28435
Murray	2011		F	6197
Murray	2011		M	6540
Murray	2011	0	F	18979
Murray	2011	0	M	17406
Murray	2011	1	F	30589
Murray	2011	1	M	30606
Murray	2016		F	8435
Murray	2016		M	8613
Murray	2016	0	F	20114
Murray	2016	0	M	18373
Murray	2016	1	F	30194
Murray	2016	1	M	30074
New England and North West	2006		F	10083
New England and North West	2006		M	10719
New England and North West	2006	0	F	32761
New England and North West	2006	0	M	31009
New England and North West	2006	1	F	44433
New England and North West	2006	1	M	43387
New England and North West	2011		F	10778
New England and North West	2011		M	11470
New England and North West	2011	0	F	31212
New England and North West	2011	0	M	29008
New England and North West	2011	1	F	47298
New England and North West	2011	1	M	46428
New England and North West	2016		F	14235
New England and North West	2016		M	14471
New England and North West	2016	0	F	31348
New England and North West	2016	0	M	28781
New England and North West	2016	1	F	46716
New England and North West	2016	1	M	46008
Newcastle and Lake Macquarie	2006		F	17657
Newcastle and Lake Macquarie	2006		M	18803
Newcastle and Lake Macquarie	2006	0	F	57739
Newcastle and Lake Macquarie	2006	0	M	53908
Newcastle and Lake Macquarie	2006	1	F	93212
Newcastle and Lake Macquarie	2006	1	M	88644
Newcastle and Lake Macquarie	2011		F	17458
Newcastle and Lake Macquarie	2011		M	18584
Newcastle and Lake Macquarie	2011	0	F	59411
Newcastle and Lake Macquarie	2011	0	M	56049
Newcastle and Lake Macquarie	2011	1	F	97810
Newcastle and Lake Macquarie	2011	1	M	93293
Newcastle and Lake Macquarie	2016		F	19353
Newcastle and Lake Macquarie	2016		M	19888
Newcastle and Lake Macquarie	2016	0	F	66542
Newcastle and Lake Macquarie	2016	0	M	62679
Newcastle and Lake Macquarie	2016	1	F	97178
Newcastle and Lake Macquarie	2016	1	M	93466
Richmond - Tweed	2006		F	12394
Richmond - Tweed	2006		M	12829
Richmond - Tweed	2006	0	F	45671
Richmond - Tweed	2006	0	M	41909
Richmond - Tweed	2006	1	F	54317
Richmond - Tweed	2006	1	M	52211
Richmond - Tweed	2011		F	12315
Richmond - Tweed	2011		M	13019
Richmond - Tweed	2011	0	F	43473
Richmond - Tweed	2011	0	M	38900
Richmond - Tweed	2011	1	F	61238
Richmond - Tweed	2011	1	M	58672
Richmond - Tweed	2016		F	16770
Richmond - Tweed	2016		M	16755
Richmond - Tweed	2016	0	F	44668
Richmond - Tweed	2016	0	M	40397
Richmond - Tweed	2016	1	F	61905
Richmond - Tweed	2016	1	M	59104
Riverina	2006		F	8379
Riverina	2006		M	9880
Riverina	2006	0	F	27464
Riverina	2006	0	M	26165
Riverina	2006	1	F	38292
Riverina	2006	1	M	38018
Riverina	2011		F	8723
Riverina	2011		M	9962
Riverina	2011	0	F	25770
Riverina	2011	0	M	24437
Riverina	2011	1	F	40758
Riverina	2011	1	M	40472
Riverina	2016		F	11277
Riverina	2016		M	12658
Riverina	2016	0	F	26772
Riverina	2016	0	M	25075
Riverina	2016	1	F	40157
Riverina	2016	1	M	39993
Southern Highlands and Shoalhaven	2006		F	7087
Southern Highlands and Shoalhaven	2006		M	7379
Southern Highlands and Shoalhaven	2006	0	F	25944
Southern Highlands and Shoalhaven	2006	0	M	23734
Southern Highlands and Shoalhaven	2006	1	F	33888
Southern Highlands and Shoalhaven	2006	1	M	32645
Southern Highlands and Shoalhaven	2011		F	7403
Southern Highlands and Shoalhaven	2011		M	8069
Southern Highlands and Shoalhaven	2011	0	F	24371
Southern Highlands and Shoalhaven	2011	0	M	22251
Southern Highlands and Shoalhaven	2011	1	F	38356
Southern Highlands and Shoalhaven	2011	1	M	36558
Southern Highlands and Shoalhaven	2016		F	9218
Southern Highlands and Shoalhaven	2016		M	9975
Southern Highlands and Shoalhaven	2016	0	F	28236
Southern Highlands and Shoalhaven	2016	0	M	25774
Southern Highlands and Shoalhaven	2016	1	F	37819
Southern Highlands and Shoalhaven	2016	1	M	36335
Sydney - Baulkham Hills and Hawkesbury	2006		F	9949
Sydney - Baulkham Hills and Hawkesbury	2006		M	10364
Sydney - Baulkham Hills and Hawkesbury	2006	0	F	35542
Sydney - Baulkham Hills and Hawkesbury	2006	0	M	33741
Sydney - Baulkham Hills and Hawkesbury	2006	1	F	55583
Sydney - Baulkham Hills and Hawkesbury	2006	1	M	54352
Sydney - Baulkham Hills and Hawkesbury	2011		F	9834
Sydney - Baulkham Hills and Hawkesbury	2011		M	10254
Sydney - Baulkham Hills and Hawkesbury	2011	0	F	32509
Sydney - Baulkham Hills and Hawkesbury	2011	0	M	30968
Sydney - Baulkham Hills and Hawkesbury	2011	1	F	64054
Sydney - Baulkham Hills and Hawkesbury	2011	1	M	62798
Sydney - Baulkham Hills and Hawkesbury	2016		F	10752
Sydney - Baulkham Hills and Hawkesbury	2016		M	10899
Sydney - Baulkham Hills and Hawkesbury	2016	0	F	39233
Sydney - Baulkham Hills and Hawkesbury	2016	0	M	37753
Sydney - Baulkham Hills and Hawkesbury	2016	1	F	65363
Sydney - Baulkham Hills and Hawkesbury	2016	1	M	63745
Sydney - Blacktown	2006		F	18809
Sydney - Blacktown	2006		M	20672
Sydney - Blacktown	2006	0	F	46607
Sydney - Blacktown	2006	0	M	44581
Sydney - Blacktown	2006	1	F	72563
Sydney - Blacktown	2006	1	M	70687
Sydney - Blacktown	2011		F	18916
Sydney - Blacktown	2011		M	20776
Sydney - Blacktown	2011	0	F	49496
Sydney - Blacktown	2011	0	M	47909
Sydney - Blacktown	2011	1	F	84372
Sydney - Blacktown	2011	1	M	82055
Sydney - Blacktown	2016		F	22334
Sydney - Blacktown	2016		M	23534
Sydney - Blacktown	2016	0	F	59310
Sydney - Blacktown	2016	0	M	58466
Sydney - Blacktown	2016	1	F	89056
Sydney - Blacktown	2016	1	M	86934
Sydney - City and Inner South	2006		F	25299
Sydney - City and Inner South	2006		M	30927
Sydney - City and Inner South	2006	0	F	52628
Sydney - City and Inner South	2006	0	M	55787
Sydney - City and Inner South	2006	1	F	39687
Sydney - City and Inner South	2006	1	M	40342
Sydney - City and Inner South	2011		F	18944
Sydney - City and Inner South	2011		M	22687
Sydney - City and Inner South	2011	0	F	61976
Sydney - City and Inner South	2011	0	M	65430
Sydney - City and Inner South	2011	1	F	46767
Sydney - City and Inner South	2011	1	M	48742
Sydney - City and Inner South	2016		F	22210
Sydney - City and Inner South	2016		M	25411
Sydney - City and Inner South	2016	0	F	81481
Sydney - City and Inner South	2016	0	M	82621
Sydney - City and Inner South	2016	1	F	50792
Sydney - City and Inner South	2016	1	M	53029
Sydney - Eastern Suburbs	2006		F	19207
Sydney - Eastern Suburbs	2006		M	22121
Sydney - Eastern Suburbs	2006	0	F	48693
Sydney - Eastern Suburbs	2006	0	M	45397
Sydney - Eastern Suburbs	2006	1	F	52790
Sydney - Eastern Suburbs	2006	1	M	47288
Sydney - Eastern Suburbs	2011		F	18359
Sydney - Eastern Suburbs	2011		M	20746
Sydney - Eastern Suburbs	2011	0	F	53681
Sydney - Eastern Suburbs	2011	0	M	50107
Sydney - Eastern Suburbs	2011	1	F	55905
Sydney - Eastern Suburbs	2011	1	M	50748
Sydney - Eastern Suburbs	2016		F	19083
Sydney - Eastern Suburbs	2016		M	20206
Sydney - Eastern Suburbs	2016	0	F	61009
Sydney - Eastern Suburbs	2016	0	M	57125
Sydney - Eastern Suburbs	2016	1	F	57432
Sydney - Eastern Suburbs	2016	1	M	52174
Sydney - Inner South West	2006		F	33070
Sydney - Inner South West	2006		M	35356
Sydney - Inner South West	2006	0	F	77499
Sydney - Inner South West	2006	0	M	74866
Sydney - Inner South West	2006	1	F	138756
Sydney - Inner South West	2006	1	M	131445
Sydney - Inner South West	2011		F	32634
Sydney - Inner South West	2011		M	34804
Sydney - Inner South West	2011	0	F	82749
Sydney - Inner South West	2011	0	M	80584
Sydney - Inner South West	2011	1	F	149904
Sydney - Inner South West	2011	1	M	142931
Sydney - Inner South West	2016		F	34989
Sydney - Inner South West	2016		M	35781
Sydney - Inner South West	2016	0	F	99648
Sydney - Inner South West	2016	0	M	99378
Sydney - Inner South West	2016	1	F	154033
Sydney - Inner South West	2016	1	M	147594
Sydney - Inner West	2006		F	16190
Sydney - Inner West	2006		M	17520
Sydney - Inner West	2006	0	F	48480
Sydney - Inner West	2006	0	M	44970
Sydney - Inner West	2006	1	F	60505
Sydney - Inner West	2006	1	M	55435
Sydney - Inner West	2011		F	16528
Sydney - Inner West	2011		M	17727
Sydney - Inner West	2011	0	F	53337
Sydney - Inner West	2011	0	M	50053
Sydney - Inner West	2011	1	F	65745
Sydney - Inner West	2011	1	M	60170
Sydney - Inner West	2016		F	17919
Sydney - Inner West	2016		M	18097
Sydney - Inner West	2016	0	F	63318
Sydney - Inner West	2016	0	M	60713
Sydney - Inner West	2016	1	F	69630
Sydney - Inner West	2016	1	M	63626
Sydney - North Sydney and Hornsby	2006		F	20430
Sydney - North Sydney and Hornsby	2006		M	21240
Sydney - North Sydney and Hornsby	2006	0	F	71738
Sydney - North Sydney and Hornsby	2006	0	M	65925
Sydney - North Sydney and Hornsby	2006	1	F	91130
Sydney - North Sydney and Hornsby	2006	1	M	82074
Sydney - North Sydney and Hornsby	2011		F	20532
Sydney - North Sydney and Hornsby	2011		M	21005
Sydney - North Sydney and Hornsby	2011	0	F	76392
Sydney - North Sydney and Hornsby	2011	0	M	70180
Sydney - North Sydney and Hornsby	2011	1	F	97621
Sydney - North Sydney and Hornsby	2011	1	M	88937
Sydney - North Sydney and Hornsby	2016		F	21938
Sydney - North Sydney and Hornsby	2016		M	21761
Sydney - North Sydney and Hornsby	2016	0	F	87355
Sydney - North Sydney and Hornsby	2016	0	M	80779
Sydney - North Sydney and Hornsby	2016	1	F	101279
Sydney - North Sydney and Hornsby	2016	1	M	92245
Sydney - Northern Beaches	2006		F	13944
Sydney - Northern Beaches	2006		M	14836
Sydney - Northern Beaches	2006	0	F	41094
Sydney - Northern Beaches	2006	0	M	39297
Sydney - Northern Beaches	2006	1	F	59706
Sydney - Northern Beaches	2006	1	M	56223
Sydney - Northern Beaches	2011		F	13398
Sydney - Northern Beaches	2011		M	14066
Sydney - Northern Beaches	2011	0	F	44022
Sydney - Northern Beaches	2011	0	M	42037
Sydney - Northern Beaches	2011	1	F	63793
Sydney - Northern Beaches	2011	1	M	60324
Sydney - Northern Beaches	2016		F	14766
Sydney - Northern Beaches	2016		M	14436
Sydney - Northern Beaches	2016	0	F	47467
Sydney - Northern Beaches	2016	0	M	45259
Sydney - Northern Beaches	2016	1	F	67137
Sydney - Northern Beaches	2016	1	M	63812
Sydney - Outer South West	2006		F	14514
Sydney - Outer South West	2006		M	15215
Sydney - Outer South West	2006	0	F	37551
Sydney - Outer South West	2006	0	M	35059
Sydney - Outer South West	2006	1	F	61393
Sydney - Outer South West	2006	1	M	59926
Sydney - Outer South West	2011		F	14370
Sydney - Outer South West	2011		M	14629
Sydney - Outer South West	2011	0	F	37804
Sydney - Outer South West	2011	0	M	35176
Sydney - Outer South West	2011	1	F	67981
Sydney - Outer South West	2011	1	M	65844
Sydney - Outer South West	2016		F	17018
Sydney - Outer South West	2016		M	17018
Sydney - Outer South West	2016	0	F	46480
Sydney - Outer South West	2016	0	M	43922
Sydney - Outer South West	2016	1	F	69840
Sydney - Outer South West	2016	1	M	67785
Sydney - Outer West and Blue Mountains	2006		F	16916
Sydney - Outer West and Blue Mountains	2006		M	18087
Sydney - Outer West and Blue Mountains	2006	0	F	46602
Sydney - Outer West and Blue Mountains	2006	0	M	43633
Sydney - Outer West and Blue Mountains	2006	1	F	78258
Sydney - Outer West and Blue Mountains	2006	1	M	75507
Sydney - Outer West and Blue Mountains	2011		F	16989
Sydney - Outer West and Blue Mountains	2011		M	17947
Sydney - Outer West and Blue Mountains	2011	0	F	45338
Sydney - Outer West and Blue Mountains	2011	0	M	42347
Sydney - Outer West and Blue Mountains	2011	1	F	84519
Sydney - Outer West and Blue Mountains	2011	1	M	81045
Sydney - Outer West and Blue Mountains	2016		F	19194
Sydney - Outer West and Blue Mountains	2016		M	19917
Sydney - Outer West and Blue Mountains	2016	0	F	52811
Sydney - Outer West and Blue Mountains	2016	0	M	49284
Sydney - Outer West and Blue Mountains	2016	1	F	84452
Sydney - Outer West and Blue Mountains	2016	1	M	81269
Sydney - Parramatta	2006		F	24620
Sydney - Parramatta	2006		M	29212
Sydney - Parramatta	2006	0	F	61532
Sydney - Parramatta	2006	0	M	61740
Sydney - Parramatta	2006	1	F	90876
Sydney - Parramatta	2006	1	M	87809
Sydney - Parramatta	2011		F	25992
Sydney - Parramatta	2011		M	29897
Sydney - Parramatta	2011	0	F	69171
Sydney - Parramatta	2011	0	M	70036
Sydney - Parramatta	2011	1	F	101246
Sydney - Parramatta	2011	1	M	98365
Sydney - Parramatta	2016		F	29986
Sydney - Parramatta	2016		M	32730
Sydney - Parramatta	2016	0	F	83374
Sydney - Parramatta	2016	0	M	90339
Sydney - Parramatta	2016	1	F	107458
Sydney - Parramatta	2016	1	M	104505
Sydney - Ryde	2006		F	8586
Sydney - Ryde	2006		M	9079
Sydney - Ryde	2006	0	F	28018
Sydney - Ryde	2006	0	M	26244
Sydney - Ryde	2006	1	F	43278
Sydney - Ryde	2006	1	M	39855
Sydney - Ryde	2011		F	7972
Sydney - Ryde	2011		M	8199
Sydney - Ryde	2011	0	F	29956
Sydney - Ryde	2011	0	M	28715
Sydney - Ryde	2011	1	F	45703
Sydney - Ryde	2011	1	M	42298
Sydney - Ryde	2016		F	9331
Sydney - Ryde	2016		M	9186
Sydney - Ryde	2016	0	F	37473
Sydney - Ryde	2016	0	M	36141
Sydney - Ryde	2016	1	F	46482
Sydney - Ryde	2016	1	M	43505
Sydney - South West	2006		F	23438
Sydney - South West	2006		M	24801
Sydney - South West	2006	0	F	50618
Sydney - South West	2006	0	M	48551
Sydney - South West	2006	1	F	96026
Sydney - South West	2006	1	M	94023
Sydney - South West	2011		F	22109
Sydney - South West	2011		M	23072
Sydney - South West	2011	0	F	51738
Sydney - South West	2011	0	M	49277
Sydney - South West	2011	1	F	108190
Sydney - South West	2011	1	M	105780
Sydney - South West	2016		F	25819
Sydney - South West	2016		M	26608
Sydney - South West	2016	0	F	66572
Sydney - South West	2016	0	M	64135
Sydney - South West	2016	1	F	112953
Sydney - South West	2016	1	M	109875
Sydney - Sutherland	2006		F	11148
Sydney - Sutherland	2006		M	11634
Sydney - Sutherland	2006	0	F	31928
Sydney - Sutherland	2006	0	M	30136
Sydney - Sutherland	2006	1	F	61236
Sydney - Sutherland	2006	1	M	58831
Sydney - Sutherland	2011		F	10448
Sydney - Sutherland	2011		M	11117
Sydney - Sutherland	2011	0	F	32794
Sydney - Sutherland	2011	0	M	30687
Sydney - Sutherland	2011	1	F	64179
Sydney - Sutherland	2011	1	M	61046
Sydney - Sutherland	2016		F	11323
Sydney - Sutherland	2016		M	11538
Sydney - Sutherland	2016	0	F	34886
Sydney - Sutherland	2016	0	M	32815
Sydney - Sutherland	2016	1	F	65256
Sydney - Sutherland	2016	1	M	62060
Migratory - Offshore - Shipping (NSW)	2006		F	2
Migratory - Offshore - Shipping (NSW)	2006		M	-2
Migratory - Offshore - Shipping (NSW)	2006	0	F	5
Migratory - Offshore - Shipping (NSW)	2006	0	M	23
Migratory - Offshore - Shipping (NSW)	2006	1	F	0
Migratory - Offshore - Shipping (NSW)	2006	1	M	16
Migratory - Offshore - Shipping (NSW)	2011		F	4
Migratory - Offshore - Shipping (NSW)	2011		M	1
Migratory - Offshore - Shipping (NSW)	2011	0	F	16
Migratory - Offshore - Shipping (NSW)	2011	0	M	23
Migratory - Offshore - Shipping (NSW)	2011	1	F	35
Migratory - Offshore - Shipping (NSW)	2011	1	M	32
Migratory - Offshore - Shipping (NSW)	2016		F	39
Migratory - Offshore - Shipping (NSW)	2016		M	23
Migratory - Offshore - Shipping (NSW)	2016	0	F	61
Migratory - Offshore - Shipping (NSW)	2016	0	M	43
Migratory - Offshore - Shipping (NSW)	2016	1	F	139
Migratory - Offshore - Shipping (NSW)	2016	1	M	105
No usual address (NSW)	2006		F	726
No usual address (NSW)	2006		M	1123
No usual address (NSW)	2006	0	F	3112
No usual address (NSW)	2006	0	M	3962
No usual address (NSW)	2006	1	F	410
No usual address (NSW)	2006	1	M	839
No usual address (NSW)	2011		F	1154
No usual address (NSW)	2011		M	2395
No usual address (NSW)	2011	0	F	3695
No usual address (NSW)	2011	0	M	4323
No usual address (NSW)	2011	1	F	478
No usual address (NSW)	2011	1	M	875
No usual address (NSW)	2016		F	1364
No usual address (NSW)	2016		M	2590
No usual address (NSW)	2016	0	F	3027
No usual address (NSW)	2016	0	M	3734
No usual address (NSW)	2016	1	F	548
No usual address (NSW)	2016	1	M	1027
Ballarat	2006		F	7700
Ballarat	2006		M	7870
Ballarat	2006	0	F	25543
Ballarat	2006	0	M	23431
Ballarat	2006	1	F	36502
Ballarat	2006	1	M	35075
Ballarat	2011		F	8072
Ballarat	2011		M	8455
Ballarat	2011	0	F	27035
Ballarat	2011	0	M	24702
Ballarat	2011	1	F	39801
Ballarat	2011	1	M	38169
Ballarat	2016		F	10490
Ballarat	2016		M	10619
Ballarat	2016	0	F	28892
Ballarat	2016	0	M	26433
Ballarat	2016	1	F	41308
Ballarat	2016	1	M	39746
Bendigo	2006		F	7413
Bendigo	2006		M	7690
Bendigo	2006	0	F	25180
Bendigo	2006	0	M	22640
Bendigo	2006	1	F	35450
Bendigo	2006	1	M	34033
Bendigo	2011		F	7741
Bendigo	2011		M	8414
Bendigo	2011	0	F	25345
Bendigo	2011	0	M	23022
Bendigo	2011	1	F	39025
Bendigo	2011	1	M	37152
Bendigo	2016		F	10791
Bendigo	2016		M	11210
Bendigo	2016	0	F	27811
Bendigo	2016	0	M	24961
Bendigo	2016	1	F	39790
Bendigo	2016	1	M	38527
Geelong	2006		F	12464
Geelong	2006		M	13650
Geelong	2006	0	F	42305
Geelong	2006	0	M	39284
Geelong	2006	1	F	63523
Geelong	2006	1	M	60045
Geelong	2011		F	12831
Geelong	2011		M	14316
Geelong	2011	0	F	46348
Geelong	2011	0	M	42347
Geelong	2011	1	F	69273
Geelong	2011	1	M	65537
Geelong	2016		F	17458
Geelong	2016		M	18446
Geelong	2016	0	F	53404
Geelong	2016	0	M	49071
Geelong	2016	1	F	72257
Geelong	2016	1	M	68296
Hume	2006		F	7996
Hume	2006		M	8543
Hume	2006	0	F	28351
Hume	2006	0	M	27099
Hume	2006	1	F	40685
Hume	2006	1	M	39948
Hume	2011		F	8099
Hume	2011		M	8697
Hume	2011	0	F	27673
Hume	2011	0	M	25880
Hume	2011	1	F	44741
Hume	2011	1	M	44205
Hume	2016		F	11507
Hume	2016		M	11752
Hume	2016	0	F	29032
Hume	2016	0	M	27365
Hume	2016	1	F	45736
Hume	2016	1	M	44803
Latrobe - Gippsland	2006		F	13202
Latrobe - Gippsland	2006		M	14094
Latrobe - Gippsland	2006	0	F	43343
Latrobe - Gippsland	2006	0	M	39920
Latrobe - Gippsland	2006	1	F	64914
Latrobe - Gippsland	2006	1	M	63531
Latrobe - Gippsland	2011		F	13878
Latrobe - Gippsland	2011		M	15480
Latrobe - Gippsland	2011	0	F	46191
Latrobe - Gippsland	2011	0	M	42356
Latrobe - Gippsland	2011	1	F	69843
Latrobe - Gippsland	2011	1	M	68111
Latrobe - Gippsland	2016		F	19110
Latrobe - Gippsland	2016		M	19836
Latrobe - Gippsland	2016	0	F	46182
Latrobe - Gippsland	2016	0	M	41889
Latrobe - Gippsland	2016	1	F	72955
Latrobe - Gippsland	2016	1	M	71447
Melbourne - Inner	2006		F	33181
Melbourne - Inner	2006		M	38389
Melbourne - Inner	2006	0	F	106215
Melbourne - Inner	2006	0	M	99507
Melbourne - Inner	2006	1	F	94364
Melbourne - Inner	2006	1	M	87252
Melbourne - Inner	2011		F	30598
Melbourne - Inner	2011		M	34716
Melbourne - Inner	2011	0	F	120452
Melbourne - Inner	2011	0	M	113183
Melbourne - Inner	2011	1	F	105232
Melbourne - Inner	2011	1	M	97812
Melbourne - Inner	2016		F	40023
Melbourne - Inner	2016		M	40076
Melbourne - Inner	2016	0	F	156238
Melbourne - Inner	2016	0	M	144608
Melbourne - Inner	2016	1	F	109623
Melbourne - Inner	2016	1	M	101111
Melbourne - Inner East	2006		F	16647
Melbourne - Inner East	2006		M	16845
Melbourne - Inner East	2006	0	F	55965
Melbourne - Inner East	2006	0	M	51436
Melbourne - Inner East	2006	1	F	98922
Melbourne - Inner East	2006	1	M	89168
Melbourne - Inner East	2011		F	15506
Melbourne - Inner East	2011		M	16004
Melbourne - Inner East	2011	0	F	58043
Melbourne - Inner East	2011	0	M	53868
Melbourne - Inner East	2011	1	F	102931
Melbourne - Inner East	2011	1	M	93658
Melbourne - Inner East	2016		F	17143
Melbourne - Inner East	2016		M	16837
Melbourne - Inner East	2016	0	F	69784
Melbourne - Inner East	2016	0	M	65072
Melbourne - Inner East	2016	1	F	99935
Melbourne - Inner East	2016	1	M	90873
Melbourne - Inner South	2006		F	22527
Melbourne - Inner South	2006		M	22392
Melbourne - Inner South	2006	0	F	61679
Melbourne - Inner South	2006	0	M	57461
Melbourne - Inner South	2006	1	F	101900
Melbourne - Inner South	2006	1	M	92491
Melbourne - Inner South	2011		F	20314
Melbourne - Inner South	2011		M	21042
Melbourne - Inner South	2011	0	F	66366
Melbourne - Inner South	2011	0	M	62180
Melbourne - Inner South	2011	1	F	108862
Melbourne - Inner South	2011	1	M	99454
Melbourne - Inner South	2016		F	22543
Melbourne - Inner South	2016		M	21811
Melbourne - Inner South	2016	0	F	77560
Melbourne - Inner South	2016	0	M	72046
Melbourne - Inner South	2016	1	F	109512
Melbourne - Inner South	2016	1	M	100229
Melbourne - North East	2006		F	22472
Melbourne - North East	2006		M	23940
Melbourne - North East	2006	0	F	59881
Melbourne - North East	2006	0	M	56584
Melbourne - North East	2006	1	F	119200
Melbourne - North East	2006	1	M	114482
Melbourne - North East	2011		F	23791
Melbourne - North East	2011		M	25370
Melbourne - North East	2011	0	F	71040
Melbourne - North East	2011	0	M	67845
Melbourne - North East	2011	1	F	127073
Melbourne - North East	2011	1	M	121925
Melbourne - North East	2016		F	31125
Melbourne - North East	2016		M	31008
Melbourne - North East	2016	0	F	86363
Melbourne - North East	2016	0	M	83715
Melbourne - North East	2016	1	F	134387
Melbourne - North East	2016	1	M	128757
Melbourne - North West	2006		F	17898
Melbourne - North West	2006		M	18478
Melbourne - North West	2006	0	F	44047
Melbourne - North West	2006	0	M	41939
