SA4_NAME16	Year	LanguageSpoken	persons
Capital Region	2016	Russian	160
Capital Region	2016	Samoan	94
Capital Region	2016	Serbian	370
Capital Region	2016	Sinhalese	123
Capital Region	2016	Spanish	434
Capital Region	2016	Tagalog	378
Capital Region	2016	Tamil	73
Capital Region	2016	Thai	252
Capital Region	2016	Turkish	75
Capital Region	2016	Urdu	161
Capital Region	2016	Vietnamese	210
Central Coast	2006		16268
Central Coast	2006	(Other)	2680
Central Coast	2006	Afrikaans	184
Central Coast	2006	Arabic	416
Central Coast	2006	Australian_Indigenous_Languages	35
Central Coast	2006	Chinese_languages_Bengali	34
Central Coast	2006	Chinese_languages_Cantonese	652
Central Coast	2006	Chinese_languages_Mandarin	390
Central Coast	2006	Chinese_languages_Other	45
Central Coast	2006	Croatian	199
Central Coast	2006	Dutch	497
Central Coast	2006	English	270097
Central Coast	2006	Filipino	243
Central Coast	2006	French	387
Central Coast	2006	German	785
Central Coast	2006	Greek	687
Central Coast	2006	Hindi	182
Central Coast	2006	Indonesian	155
Central Coast	2006	Italian	1079
Central Coast	2006	Japanese	203
Central Coast	2006	Korean	171
Central Coast	2006	Macedonian	32
Central Coast	2006	Persian_includes_Dari	67
Central Coast	2006	Polish	235
Central Coast	2006	Punjabi	32
Central Coast	2006	Russian	203
Central Coast	2006	Samoan	46
Central Coast	2006	Serbian	194
Central Coast	2006	Sinhalese	55
Central Coast	2006	Spanish	904
Central Coast	2006	Tagalog	314
Central Coast	2006	Tamil	41
Central Coast	2006	Thai	164
Central Coast	2006	Turkish	88
Central Coast	2006	Urdu	97
Central Coast	2006	Vietnamese	105
Central Coast	2011		13971
Central Coast	2011	(Other)	3263
Central Coast	2011	Afrikaans	277
Central Coast	2011	Arabic	483
Central Coast	2011	Australian_Indigenous_Languages	55
Central Coast	2011	Chinese_languages_Bengali	77
Central Coast	2011	Chinese_languages_Cantonese	744
Central Coast	2011	Chinese_languages_Mandarin	655
Central Coast	2011	Chinese_languages_Other	90
Central Coast	2011	Croatian	244
Central Coast	2011	Dutch	553
Central Coast	2011	English	283619
Central Coast	2011	Filipino	351
Central Coast	2011	French	450
Central Coast	2011	German	878
Central Coast	2011	Greek	745
Central Coast	2011	Hindi	264
Central Coast	2011	Indonesian	197
Central Coast	2011	Italian	1220
Central Coast	2011	Japanese	282
Central Coast	2011	Korean	288
Central Coast	2011	Macedonian	43
Central Coast	2011	Persian_includes_Dari	95
Central Coast	2011	Polish	265
Central Coast	2011	Punjabi	96
Central Coast	2011	Russian	311
Central Coast	2011	Samoan	73
Central Coast	2011	Serbian	205
Central Coast	2011	Sinhalese	52
Central Coast	2011	Spanish	1119
Central Coast	2011	Tagalog	427
Central Coast	2011	Tamil	85
Central Coast	2011	Thai	325
Central Coast	2011	Turkish	106
Central Coast	2011	Urdu	89
Central Coast	2011	Vietnamese	189
Central Coast	2016		18743
Central Coast	2016	(Other)	4412
Central Coast	2016	Afrikaans	418
Central Coast	2016	Arabic	552
Central Coast	2016	Australian_Indigenous_Languages	63
Central Coast	2016	Chinese_languages_Bengali	74
Central Coast	2016	Chinese_languages_Cantonese	816
Central Coast	2016	Chinese_languages_Mandarin	1514
Central Coast	2016	Chinese_languages_Other	72
Central Coast	2016	Croatian	249
Central Coast	2016	Dutch	434
Central Coast	2016	English	289774
Central Coast	2016	Filipino	398
Central Coast	2016	French	656
Central Coast	2016	German	903
Central Coast	2016	Greek	732
Central Coast	2016	Hindi	362
Central Coast	2016	Indonesian	272
Central Coast	2016	Italian	1155
Central Coast	2016	Japanese	414
Central Coast	2016	Korean	636
Central Coast	2016	Macedonian	39
Central Coast	2016	Persian_includes_Dari	113
Central Coast	2016	Polish	311
Central Coast	2016	Punjabi	242
Central Coast	2016	Russian	509
Central Coast	2016	Samoan	131
Central Coast	2016	Serbian	197
Central Coast	2016	Sinhalese	71
Central Coast	2016	Spanish	1524
Central Coast	2016	Tagalog	673
Central Coast	2016	Tamil	132
Central Coast	2016	Thai	551
Central Coast	2016	Turkish	119
Central Coast	2016	Urdu	130
Central Coast	2016	Vietnamese	347
Central West	2006		8330
Central West	2006	(Other)	978
Central West	2006	Afrikaans	71
Central West	2006	Arabic	239
Central West	2006	Australian_Indigenous_Languages	67
Central West	2006	Chinese_languages_Bengali	24
Central West	2006	Chinese_languages_Cantonese	305
Central West	2006	Chinese_languages_Mandarin	135
Central West	2006	Chinese_languages_Other	15
Central West	2006	Croatian	113
Central West	2006	Dutch	151
Central West	2006	English	176881
Central West	2006	Filipino	103
Central West	2006	French	119
Central West	2006	German	343
Central West	2006	Greek	203
Central West	2006	Hindi	64
Central West	2006	Indonesian	28
Central West	2006	Italian	454
Central West	2006	Japanese	90
Central West	2006	Korean	52
Central West	2006	Macedonian	32
Central West	2006	Persian_includes_Dari	32
Central West	2006	Polish	100
Central West	2006	Punjabi	11
Central West	2006	Russian	143
Central West	2006	Samoan	10
Central West	2006	Serbian	61
Central West	2006	Sinhalese	37
Central West	2006	Spanish	181
Central West	2006	Tagalog	104
Central West	2006	Tamil	36
Central West	2006	Thai	47
Central West	2006	Turkish	34
Central West	2006	Urdu	30
Central West	2006	Vietnamese	62
Central West	2011		10293
Central West	2011	(Other)	1418
Central West	2011	Afrikaans	164
Central West	2011	Arabic	344
Central West	2011	Australian_Indigenous_Languages	71
Central West	2011	Chinese_languages_Bengali	38
Central West	2011	Chinese_languages_Cantonese	286
Central West	2011	Chinese_languages_Mandarin	233
Central West	2011	Chinese_languages_Other	39
Central West	2011	Croatian	122
Central West	2011	Dutch	156
Central West	2011	English	180705
Central West	2011	Filipino	147
Central West	2011	French	140
Central West	2011	German	362
Central West	2011	Greek	222
Central West	2011	Hindi	133
Central West	2011	Indonesian	41
Central West	2011	Italian	448
Central West	2011	Japanese	86
Central West	2011	Korean	56
Central West	2011	Macedonian	29
Central West	2011	Persian_includes_Dari	41
Central West	2011	Polish	84
Central West	2011	Punjabi	47
Central West	2011	Russian	132
Central West	2011	Samoan	23
Central West	2011	Serbian	74
Central West	2011	Sinhalese	46
Central West	2011	Spanish	210
Central West	2011	Tagalog	154
Central West	2011	Tamil	60
Central West	2011	Thai	121
Central West	2011	Turkish	53
Central West	2011	Urdu	45
Central West	2011	Vietnamese	118
Central West	2016		18238
Central West	2016	(Other)	1994
Central West	2016	Afrikaans	213
Central West	2016	Arabic	322
Central West	2016	Australian_Indigenous_Languages	144
Central West	2016	Chinese_languages_Bengali	94
Central West	2016	Chinese_languages_Cantonese	340
Central West	2016	Chinese_languages_Mandarin	401
Central West	2016	Chinese_languages_Other	33
Central West	2016	Croatian	126
Central West	2016	Dutch	130
Central West	2016	English	180602
Central West	2016	Filipino	209
Central West	2016	French	151
Central West	2016	German	328
Central West	2016	Greek	190
Central West	2016	Hindi	173
Central West	2016	Indonesian	68
Central West	2016	Italian	374
Central West	2016	Japanese	92
Central West	2016	Korean	117
Central West	2016	Macedonian	25
Central West	2016	Persian_includes_Dari	74
Central West	2016	Polish	88
Central West	2016	Punjabi	210
Central West	2016	Russian	135
Central West	2016	Samoan	26
Central West	2016	Serbian	70
Central West	2016	Sinhalese	56
Central West	2016	Spanish	230
Central West	2016	Tagalog	293
Central West	2016	Tamil	115
Central West	2016	Thai	179
Central West	2016	Turkish	29
Central West	2016	Urdu	84
Central West	2016	Vietnamese	195
Coffs Harbour - Grafton	2006		5025
Coffs Harbour - Grafton	2006	(Other)	794
Coffs Harbour - Grafton	2006	Afrikaans	21
Coffs Harbour - Grafton	2006	Arabic	95
Coffs Harbour - Grafton	2006	Australian_Indigenous_Languages	76
Coffs Harbour - Grafton	2006	Chinese_languages_Bengali	7
Coffs Harbour - Grafton	2006	Chinese_languages_Cantonese	136
Coffs Harbour - Grafton	2006	Chinese_languages_Mandarin	83
Coffs Harbour - Grafton	2006	Chinese_languages_Other	15
Coffs Harbour - Grafton	2006	Croatian	24
Coffs Harbour - Grafton	2006	Dutch	189
Coffs Harbour - Grafton	2006	English	116656
Coffs Harbour - Grafton	2006	Filipino	42
Coffs Harbour - Grafton	2006	French	151
Coffs Harbour - Grafton	2006	German	503
Coffs Harbour - Grafton	2006	Greek	70
Coffs Harbour - Grafton	2006	Hindi	39
Coffs Harbour - Grafton	2006	Indonesian	26
Coffs Harbour - Grafton	2006	Italian	309
Coffs Harbour - Grafton	2006	Japanese	81
Coffs Harbour - Grafton	2006	Korean	14
Coffs Harbour - Grafton	2006	Macedonian	3
Coffs Harbour - Grafton	2006	Persian_includes_Dari	0
Coffs Harbour - Grafton	2006	Polish	54
Coffs Harbour - Grafton	2006	Punjabi	660
Coffs Harbour - Grafton	2006	Russian	17
Coffs Harbour - Grafton	2006	Samoan	9
Coffs Harbour - Grafton	2006	Serbian	17
Coffs Harbour - Grafton	2006	Sinhalese	3
Coffs Harbour - Grafton	2006	Spanish	150
Coffs Harbour - Grafton	2006	Tagalog	83
Coffs Harbour - Grafton	2006	Tamil	14
Coffs Harbour - Grafton	2006	Thai	55
Coffs Harbour - Grafton	2006	Turkish	23
Coffs Harbour - Grafton	2006	Urdu	6
Coffs Harbour - Grafton	2006	Vietnamese	36
Coffs Harbour - Grafton	2011		5181
Coffs Harbour - Grafton	2011	(Other)	1238
Coffs Harbour - Grafton	2011	Afrikaans	83
Coffs Harbour - Grafton	2011	Arabic	130
Coffs Harbour - Grafton	2011	Australian_Indigenous_Languages	89
Coffs Harbour - Grafton	2011	Chinese_languages_Bengali	17
Coffs Harbour - Grafton	2011	Chinese_languages_Cantonese	159
Coffs Harbour - Grafton	2011	Chinese_languages_Mandarin	175
Coffs Harbour - Grafton	2011	Chinese_languages_Other	44
Coffs Harbour - Grafton	2011	Croatian	25
Coffs Harbour - Grafton	2011	Dutch	246
Coffs Harbour - Grafton	2011	English	120206
Coffs Harbour - Grafton	2011	Filipino	80
Coffs Harbour - Grafton	2011	French	213
Coffs Harbour - Grafton	2011	German	531
Coffs Harbour - Grafton	2011	Greek	60
Coffs Harbour - Grafton	2011	Hindi	58
Coffs Harbour - Grafton	2011	Indonesian	56
Coffs Harbour - Grafton	2011	Italian	324
Coffs Harbour - Grafton	2011	Japanese	90
Coffs Harbour - Grafton	2011	Korean	30
Coffs Harbour - Grafton	2011	Macedonian	4
Coffs Harbour - Grafton	2011	Persian_includes_Dari	6
Coffs Harbour - Grafton	2011	Polish	61
Coffs Harbour - Grafton	2011	Punjabi	934
Coffs Harbour - Grafton	2011	Russian	26
Coffs Harbour - Grafton	2011	Samoan	17
Coffs Harbour - Grafton	2011	Serbian	18
Coffs Harbour - Grafton	2011	Sinhalese	13
Coffs Harbour - Grafton	2011	Spanish	209
Coffs Harbour - Grafton	2011	Tagalog	109
Coffs Harbour - Grafton	2011	Tamil	23
Coffs Harbour - Grafton	2011	Thai	72
Coffs Harbour - Grafton	2011	Turkish	11
Coffs Harbour - Grafton	2011	Urdu	22
Coffs Harbour - Grafton	2011	Vietnamese	54
Coffs Harbour - Grafton	2016		9889
Coffs Harbour - Grafton	2016	(Other)	1889
Coffs Harbour - Grafton	2016	Afrikaans	90
Coffs Harbour - Grafton	2016	Arabic	165
Coffs Harbour - Grafton	2016	Australian_Indigenous_Languages	127
Coffs Harbour - Grafton	2016	Chinese_languages_Bengali	25
Coffs Harbour - Grafton	2016	Chinese_languages_Cantonese	180
Coffs Harbour - Grafton	2016	Chinese_languages_Mandarin	301
Coffs Harbour - Grafton	2016	Chinese_languages_Other	33
Coffs Harbour - Grafton	2016	Croatian	25
Coffs Harbour - Grafton	2016	Dutch	203
Coffs Harbour - Grafton	2016	English	119455
Coffs Harbour - Grafton	2016	Filipino	104
Coffs Harbour - Grafton	2016	French	242
Coffs Harbour - Grafton	2016	German	476
Coffs Harbour - Grafton	2016	Greek	89
Coffs Harbour - Grafton	2016	Hindi	103
Coffs Harbour - Grafton	2016	Indonesian	74
Coffs Harbour - Grafton	2016	Italian	253
Coffs Harbour - Grafton	2016	Japanese	132
Coffs Harbour - Grafton	2016	Korean	50
Coffs Harbour - Grafton	2016	Macedonian	12
Coffs Harbour - Grafton	2016	Persian_includes_Dari	49
Coffs Harbour - Grafton	2016	Polish	66
Coffs Harbour - Grafton	2016	Punjabi	1341
Coffs Harbour - Grafton	2016	Russian	60
Coffs Harbour - Grafton	2016	Samoan	21
Coffs Harbour - Grafton	2016	Serbian	18
Coffs Harbour - Grafton	2016	Sinhalese	16
Coffs Harbour - Grafton	2016	Spanish	308
Coffs Harbour - Grafton	2016	Tagalog	164
Coffs Harbour - Grafton	2016	Tamil	34
Coffs Harbour - Grafton	2016	Thai	150
Coffs Harbour - Grafton	2016	Turkish	10
Coffs Harbour - Grafton	2016	Urdu	40
Coffs Harbour - Grafton	2016	Vietnamese	87
Far West and Orana	2006		6407
Far West and Orana	2006	(Other)	601
Far West and Orana	2006	Afrikaans	46
Far West and Orana	2006	Arabic	137
Far West and Orana	2006	Australian_Indigenous_Languages	69
Far West and Orana	2006	Chinese_languages_Bengali	25
Far West and Orana	2006	Chinese_languages_Cantonese	181
Far West and Orana	2006	Chinese_languages_Mandarin	51
Far West and Orana	2006	Chinese_languages_Other	6
Far West and Orana	2006	Croatian	67
Far West and Orana	2006	Dutch	68
Far West and Orana	2006	English	105782
Far West and Orana	2006	Filipino	55
Far West and Orana	2006	French	34
Far West and Orana	2006	German	146
Far West and Orana	2006	Greek	112
Far West and Orana	2006	Hindi	60
Far West and Orana	2006	Indonesian	15
Far West and Orana	2006	Italian	198
Far West and Orana	2006	Japanese	13
Far West and Orana	2006	Korean	9
Far West and Orana	2006	Macedonian	11
Far West and Orana	2006	Persian_includes_Dari	11
Far West and Orana	2006	Polish	41
Far West and Orana	2006	Punjabi	7
Far West and Orana	2006	Russian	7
Far West and Orana	2006	Samoan	11
Far West and Orana	2006	Serbian	40
Far West and Orana	2006	Sinhalese	21
Far West and Orana	2006	Spanish	59
Far West and Orana	2006	Tagalog	59
Far West and Orana	2006	Tamil	47
Far West and Orana	2006	Thai	21
Far West and Orana	2006	Turkish	15
Far West and Orana	2006	Urdu	32
Far West and Orana	2006	Vietnamese	21
Far West and Orana	2011		6688
Far West and Orana	2011	(Other)	697
Far West and Orana	2011	Afrikaans	90
Far West and Orana	2011	Arabic	129
Far West and Orana	2011	Australian_Indigenous_Languages	105
Far West and Orana	2011	Chinese_languages_Bengali	31
Far West and Orana	2011	Chinese_languages_Cantonese	176
Far West and Orana	2011	Chinese_languages_Mandarin	105
Far West and Orana	2011	Chinese_languages_Other	14
Far West and Orana	2011	Croatian	63
Far West and Orana	2011	Dutch	63
Far West and Orana	2011	English	104043
Far West and Orana	2011	Filipino	74
Far West and Orana	2011	French	54
Far West and Orana	2011	German	135
Far West and Orana	2011	Greek	126
Far West and Orana	2011	Hindi	85
Far West and Orana	2011	Indonesian	36
Far West and Orana	2011	Italian	195
Far West and Orana	2011	Japanese	20
Far West and Orana	2011	Korean	23
Far West and Orana	2011	Macedonian	15
Far West and Orana	2011	Persian_includes_Dari	4
Far West and Orana	2011	Polish	28
Far West and Orana	2011	Punjabi	14
Far West and Orana	2011	Russian	29
Far West and Orana	2011	Samoan	6
Far West and Orana	2011	Serbian	63
Far West and Orana	2011	Sinhalese	69
Far West and Orana	2011	Spanish	97
Far West and Orana	2011	Tagalog	113
Far West and Orana	2011	Tamil	73
Far West and Orana	2011	Thai	40
Far West and Orana	2011	Turkish	11
Far West and Orana	2011	Urdu	19
Far West and Orana	2011	Vietnamese	47
Far West and Orana	2016		11313
Far West and Orana	2016	(Other)	1246
Far West and Orana	2016	Afrikaans	99
Far West and Orana	2016	Arabic	120
Far West and Orana	2016	Australian_Indigenous_Languages	172
Far West and Orana	2016	Chinese_languages_Bengali	96
Far West and Orana	2016	Chinese_languages_Cantonese	141
Far West and Orana	2016	Chinese_languages_Mandarin	213
Far West and Orana	2016	Chinese_languages_Other	8
Far West and Orana	2016	Croatian	51
Far West and Orana	2016	Dutch	45
Far West and Orana	2016	English	98454
Far West and Orana	2016	Filipino	112
Far West and Orana	2016	French	64
Far West and Orana	2016	German	161
Far West and Orana	2016	Greek	103
Far West and Orana	2016	Hindi	112
Far West and Orana	2016	Indonesian	31
Far West and Orana	2016	Italian	142
Far West and Orana	2016	Japanese	39
Far West and Orana	2016	Korean	59
Far West and Orana	2016	Macedonian	12
Far West and Orana	2016	Persian_includes_Dari	32
Far West and Orana	2016	Polish	20
Far West and Orana	2016	Punjabi	91
Far West and Orana	2016	Russian	25
Far West and Orana	2016	Samoan	3
Far West and Orana	2016	Serbian	66
Far West and Orana	2016	Sinhalese	127
Far West and Orana	2016	Spanish	82
Far West and Orana	2016	Tagalog	199
Far West and Orana	2016	Tamil	69
Far West and Orana	2016	Thai	60
Far West and Orana	2016	Turkish	9
Far West and Orana	2016	Urdu	110
Far West and Orana	2016	Vietnamese	82
Hunter Valley exc Newcastle	2006		9934
Hunter Valley exc Newcastle	2006	(Other)	1090
Hunter Valley exc Newcastle	2006	Afrikaans	108
Hunter Valley exc Newcastle	2006	Arabic	171
Hunter Valley exc Newcastle	2006	Australian_Indigenous_Languages	37
Hunter Valley exc Newcastle	2006	Chinese_languages_Bengali	21
Hunter Valley exc Newcastle	2006	Chinese_languages_Cantonese	360
Hunter Valley exc Newcastle	2006	Chinese_languages_Mandarin	121
Hunter Valley exc Newcastle	2006	Chinese_languages_Other	23
Hunter Valley exc Newcastle	2006	Croatian	134
Hunter Valley exc Newcastle	2006	Dutch	200
Hunter Valley exc Newcastle	2006	English	210928
Hunter Valley exc Newcastle	2006	Filipino	118
Hunter Valley exc Newcastle	2006	French	177
Hunter Valley exc Newcastle	2006	German	447
Hunter Valley exc Newcastle	2006	Greek	204
Hunter Valley exc Newcastle	2006	Hindi	78
Hunter Valley exc Newcastle	2006	Indonesian	41
Hunter Valley exc Newcastle	2006	Italian	346
Hunter Valley exc Newcastle	2006	Japanese	55
Hunter Valley exc Newcastle	2006	Korean	55
Hunter Valley exc Newcastle	2006	Macedonian	43
Hunter Valley exc Newcastle	2006	Persian_includes_Dari	12
Hunter Valley exc Newcastle	2006	Polish	230
Hunter Valley exc Newcastle	2006	Punjabi	27
Hunter Valley exc Newcastle	2006	Russian	35
Hunter Valley exc Newcastle	2006	Samoan	77
Hunter Valley exc Newcastle	2006	Serbian	44
Hunter Valley exc Newcastle	2006	Sinhalese	7
Hunter Valley exc Newcastle	2006	Spanish	170
Hunter Valley exc Newcastle	2006	Tagalog	172
Hunter Valley exc Newcastle	2006	Tamil	15
Hunter Valley exc Newcastle	2006	Thai	115
Hunter Valley exc Newcastle	2006	Turkish	28
Hunter Valley exc Newcastle	2006	Urdu	51
Hunter Valley exc Newcastle	2006	Vietnamese	77
Hunter Valley exc Newcastle	2011		11130
Hunter Valley exc Newcastle	2011	(Other)	1444
Hunter Valley exc Newcastle	2011	Afrikaans	302
Hunter Valley exc Newcastle	2011	Arabic	169
Hunter Valley exc Newcastle	2011	Australian_Indigenous_Languages	25
Hunter Valley exc Newcastle	2011	Chinese_languages_Bengali	56
Hunter Valley exc Newcastle	2011	Chinese_languages_Cantonese	368
Hunter Valley exc Newcastle	2011	Chinese_languages_Mandarin	245
Hunter Valley exc Newcastle	2011	Chinese_languages_Other	27
Hunter Valley exc Newcastle	2011	Croatian	139
Hunter Valley exc Newcastle	2011	Dutch	205
Hunter Valley exc Newcastle	2011	English	225821
Hunter Valley exc Newcastle	2011	Filipino	166
Hunter Valley exc Newcastle	2011	French	236
Hunter Valley exc Newcastle	2011	German	434
Hunter Valley exc Newcastle	2011	Greek	213
Hunter Valley exc Newcastle	2011	Hindi	114
Hunter Valley exc Newcastle	2011	Indonesian	65
Hunter Valley exc Newcastle	2011	Italian	351
Hunter Valley exc Newcastle	2011	Japanese	78
Hunter Valley exc Newcastle	2011	Korean	79
Hunter Valley exc Newcastle	2011	Macedonian	54
Hunter Valley exc Newcastle	2011	Persian_includes_Dari	14
Hunter Valley exc Newcastle	2011	Polish	208
Hunter Valley exc Newcastle	2011	Punjabi	100
Hunter Valley exc Newcastle	2011	Russian	66
Hunter Valley exc Newcastle	2011	Samoan	65
Hunter Valley exc Newcastle	2011	Serbian	45
Hunter Valley exc Newcastle	2011	Sinhalese	35
Hunter Valley exc Newcastle	2011	Spanish	259
Hunter Valley exc Newcastle	2011	Tagalog	292
Hunter Valley exc Newcastle	2011	Tamil	32
Hunter Valley exc Newcastle	2011	Thai	179
Hunter Valley exc Newcastle	2011	Turkish	23
Hunter Valley exc Newcastle	2011	Urdu	100
Hunter Valley exc Newcastle	2011	Vietnamese	104
Hunter Valley exc Newcastle	2016		18268
Hunter Valley exc Newcastle	2016	(Other)	1985
Hunter Valley exc Newcastle	2016	Afrikaans	388
Hunter Valley exc Newcastle	2016	Arabic	210
Hunter Valley exc Newcastle	2016	Australian_Indigenous_Languages	89
Hunter Valley exc Newcastle	2016	Chinese_languages_Bengali	91
Hunter Valley exc Newcastle	2016	Chinese_languages_Cantonese	369
Hunter Valley exc Newcastle	2016	Chinese_languages_Mandarin	466
Hunter Valley exc Newcastle	2016	Chinese_languages_Other	24
Hunter Valley exc Newcastle	2016	Croatian	133
Hunter Valley exc Newcastle	2016	Dutch	184
Hunter Valley exc Newcastle	2016	English	236895
Hunter Valley exc Newcastle	2016	Filipino	279
Hunter Valley exc Newcastle	2016	French	254
Hunter Valley exc Newcastle	2016	German	446
Hunter Valley exc Newcastle	2016	Greek	237
Hunter Valley exc Newcastle	2016	Hindi	199
Hunter Valley exc Newcastle	2016	Indonesian	70
Hunter Valley exc Newcastle	2016	Italian	374
Hunter Valley exc Newcastle	2016	Japanese	115
Hunter Valley exc Newcastle	2016	Korean	118
Hunter Valley exc Newcastle	2016	Macedonian	44
Hunter Valley exc Newcastle	2016	Persian_includes_Dari	20
Hunter Valley exc Newcastle	2016	Polish	179
Hunter Valley exc Newcastle	2016	Punjabi	213
Hunter Valley exc Newcastle	2016	Russian	84
Hunter Valley exc Newcastle	2016	Samoan	77
Hunter Valley exc Newcastle	2016	Serbian	58
Hunter Valley exc Newcastle	2016	Sinhalese	56
Hunter Valley exc Newcastle	2016	Spanish	373
Hunter Valley exc Newcastle	2016	Tagalog	415
Hunter Valley exc Newcastle	2016	Tamil	63
Hunter Valley exc Newcastle	2016	Thai	270
Hunter Valley exc Newcastle	2016	Turkish	54
Hunter Valley exc Newcastle	2016	Urdu	114
Hunter Valley exc Newcastle	2016	Vietnamese	209
Illawarra	2006		11661
Illawarra	2006	(Other)	5088
Illawarra	2006	Afrikaans	104
Illawarra	2006	Arabic	1642
Illawarra	2006	Australian_Indigenous_Languages	43
Illawarra	2006	Chinese_languages_Bengali	59
Illawarra	2006	Chinese_languages_Cantonese	863
Illawarra	2006	Chinese_languages_Mandarin	1546
Illawarra	2006	Chinese_languages_Other	198
Illawarra	2006	Croatian	1212
Illawarra	2006	Dutch	524
Illawarra	2006	English	215081
Illawarra	2006	Filipino	249
Illawarra	2006	French	255
Illawarra	2006	German	1380
Illawarra	2006	Greek	2349
Illawarra	2006	Hindi	185
Illawarra	2006	Indonesian	204
Illawarra	2006	Italian	5278
Illawarra	2006	Japanese	241
Illawarra	2006	Korean	153
Illawarra	2006	Macedonian	6861
Illawarra	2006	Persian_includes_Dari	228
Illawarra	2006	Polish	624
Illawarra	2006	Punjabi	21
Illawarra	2006	Russian	132
Illawarra	2006	Samoan	35
Illawarra	2006	Serbian	1780
Illawarra	2006	Sinhalese	110
Illawarra	2006	Spanish	2459
Illawarra	2006	Tagalog	394
Illawarra	2006	Tamil	81
Illawarra	2006	Thai	283
Illawarra	2006	Turkish	1246
Illawarra	2006	Urdu	134
Illawarra	2006	Vietnamese	856
Illawarra	2011		10109
Illawarra	2011	(Other)	5724
Illawarra	2011	Afrikaans	148
Illawarra	2011	Arabic	2327
Illawarra	2011	Australian_Indigenous_Languages	14
Illawarra	2011	Chinese_languages_Bengali	106
Illawarra	2011	Chinese_languages_Cantonese	766
Illawarra	2011	Chinese_languages_Mandarin	2169
Illawarra	2011	Chinese_languages_Other	636
Illawarra	2011	Croatian	1153
Illawarra	2011	Dutch	472
Illawarra	2011	English	226151
Illawarra	2011	Filipino	326
Illawarra	2011	French	356
Illawarra	2011	German	1222
Illawarra	2011	Greek	2216
Illawarra	2011	Hindi	334
Illawarra	2011	Indonesian	286
Illawarra	2011	Italian	4874
Illawarra	2011	Japanese	213
Illawarra	2011	Korean	216
Illawarra	2011	Macedonian	6922
