SA4_NAME16	Year	Age.min	persons
Capital Region	2016	4	2466
Capital Region	2016	5	2560
Capital Region	2016	6	2720
Capital Region	2016	7	2755
Capital Region	2016	8	2760
Capital Region	2016	9	2779
Capital Region	2016	10	2804
Capital Region	2016	11	2690
Capital Region	2016	12	2602
Capital Region	2016	13	2566
Capital Region	2016	14	2648
Capital Region	2016	15	2714
Capital Region	2016	16	2642
Capital Region	2016	17	2691
Capital Region	2016	18	2429
Capital Region	2016	19	2182
Capital Region	2016	20	2092
Capital Region	2016	21	2003
Capital Region	2016	22	2104
Capital Region	2016	23	2072
Capital Region	2016	24	2100
Capital Region	2016	25	2109
Capital Region	2016	26	2156
Capital Region	2016	27	2183
Capital Region	2016	28	2211
Capital Region	2016	29	2144
Capital Region	2016	30	2380
Capital Region	2016	31	2307
Capital Region	2016	32	2257
Capital Region	2016	33	2249
Capital Region	2016	34	2345
Capital Region	2016	35	2379
Capital Region	2016	36	2245
Capital Region	2016	37	2286
Capital Region	2016	38	2296
Capital Region	2016	39	2373
Capital Region	2016	40	2572
Capital Region	2016	41	2642
Capital Region	2016	42	2716
Capital Region	2016	43	2887
Capital Region	2016	44	3023
Capital Region	2016	45	3293
Capital Region	2016	46	3056
Capital Region	2016	47	3039
Capital Region	2016	48	3016
Capital Region	2016	49	2988
Capital Region	2016	50	2959
Capital Region	2016	51	3055
Capital Region	2016	52	3291
Capital Region	2016	53	3404
Capital Region	2016	54	3399
Capital Region	2016	55	3434
Capital Region	2016	56	3363
Capital Region	2016	57	3362
Capital Region	2016	58	3297
Capital Region	2016	59	3291
Capital Region	2016	60	3187
Capital Region	2016	61	3202
Capital Region	2016	62	3203
Capital Region	2016	63	3182
Capital Region	2016	64	3209
Capital Region	2016	65	3055
Capital Region	2016	66	3150
Capital Region	2016	67	3021
Capital Region	2016	68	2940
Capital Region	2016	69	3178
Capital Region	2016	70	2412
Capital Region	2016	71	2364
Capital Region	2016	72	2286
Capital Region	2016	73	2091
Capital Region	2016	74	2053
Capital Region	2016	75	1873
Capital Region	2016	76	1741
Capital Region	2016	77	1573
Capital Region	2016	78	1430
Capital Region	2016	79	1321
Central Coast	2006		16331
Central Coast	2006	0	3666
Central Coast	2006	1	3709
Central Coast	2006	2	3674
Central Coast	2006	3	3749
Central Coast	2006	4	3701
Central Coast	2006	5	3931
Central Coast	2006	6	4057
Central Coast	2006	7	4080
Central Coast	2006	8	4130
Central Coast	2006	9	4219
Central Coast	2006	10	4184
Central Coast	2006	11	4411
Central Coast	2006	12	4482
Central Coast	2006	13	4393
Central Coast	2006	14	4493
Central Coast	2006	15	4413
Central Coast	2006	16	4352
Central Coast	2006	17	4032
Central Coast	2006	18	3819
Central Coast	2006	19	3685
Central Coast	2006	20	3417
Central Coast	2006	21	3262
Central Coast	2006	22	3137
Central Coast	2006	23	3031
Central Coast	2006	24	2886
Central Coast	2006	25	2920
Central Coast	2006	26	2807
Central Coast	2006	27	2863
Central Coast	2006	28	2896
Central Coast	2006	29	2866
Central Coast	2006	30	3044
Central Coast	2006	31	3339
Central Coast	2006	32	3487
Central Coast	2006	33	3626
Central Coast	2006	34	3950
Central Coast	2006	35	4250
Central Coast	2006	36	3823
Central Coast	2006	37	3878
Central Coast	2006	38	3695
Central Coast	2006	39	3948
Central Coast	2006	40	3949
Central Coast	2006	41	3946
Central Coast	2006	42	4241
Central Coast	2006	43	4319
Central Coast	2006	44	4609
Central Coast	2006	45	4479
Central Coast	2006	46	4316
Central Coast	2006	47	4183
Central Coast	2006	48	4257
Central Coast	2006	49	4141
Central Coast	2006	50	4067
Central Coast	2006	51	3927
Central Coast	2006	52	3762
Central Coast	2006	53	3824
Central Coast	2006	54	3668
Central Coast	2006	55	3557
Central Coast	2006	56	3499
Central Coast	2006	57	3392
Central Coast	2006	58	3660
Central Coast	2006	59	3961
Central Coast	2006	60	3314
Central Coast	2006	61	3220
Central Coast	2006	62	3246
Central Coast	2006	63	2881
Central Coast	2006	64	2911
Central Coast	2006	65	2895
Central Coast	2006	66	2749
Central Coast	2006	67	2761
Central Coast	2006	68	2613
Central Coast	2006	69	2647
Central Coast	2006	70	2547
Central Coast	2006	71	2541
Central Coast	2006	72	2445
Central Coast	2006	73	2369
Central Coast	2006	74	2434
Central Coast	2006	75	2452
Central Coast	2006	76	2470
Central Coast	2006	77	2406
Central Coast	2006	78	2412
Central Coast	2006	79	2251
Central Coast	2011		18475
Central Coast	2011	0	3708
Central Coast	2011	1	3781
Central Coast	2011	2	4004
Central Coast	2011	3	4069
Central Coast	2011	4	4209
Central Coast	2011	5	4090
Central Coast	2011	6	4063
Central Coast	2011	7	3913
Central Coast	2011	8	3954
Central Coast	2011	9	3912
Central Coast	2011	10	4104
Central Coast	2011	11	4094
Central Coast	2011	12	4179
Central Coast	2011	13	4266
Central Coast	2011	14	4358
Central Coast	2011	15	4271
Central Coast	2011	16	4387
Central Coast	2011	17	4386
Central Coast	2011	18	4097
Central Coast	2011	19	3935
Central Coast	2011	20	3756
Central Coast	2011	21	3623
Central Coast	2011	22	3323
Central Coast	2011	23	3217
Central Coast	2011	24	3256
Central Coast	2011	25	3245
Central Coast	2011	26	3133
Central Coast	2011	27	3113
Central Coast	2011	28	3220
Central Coast	2011	29	3225
Central Coast	2011	30	3250
Central Coast	2011	31	3210
Central Coast	2011	32	3318
Central Coast	2011	33	3290
Central Coast	2011	34	3344
Central Coast	2011	35	3432
Central Coast	2011	36	3693
Central Coast	2011	37	3951
Central Coast	2011	38	4042
Central Coast	2011	39	4398
Central Coast	2011	40	4522
Central Coast	2011	41	4150
Central Coast	2011	42	4114
Central Coast	2011	43	3965
Central Coast	2011	44	4088
Central Coast	2011	45	4055
Central Coast	2011	46	4049
Central Coast	2011	47	4336
Central Coast	2011	48	4325
Central Coast	2011	49	4588
Central Coast	2011	50	4568
Central Coast	2011	51	4339
Central Coast	2011	52	4204
Central Coast	2011	53	4252
Central Coast	2011	54	4137
Central Coast	2011	55	4081
Central Coast	2011	56	3948
Central Coast	2011	57	3816
Central Coast	2011	58	3879
Central Coast	2011	59	3710
Central Coast	2011	60	3690
Central Coast	2011	61	3652
Central Coast	2011	62	3606
Central Coast	2011	63	3849
Central Coast	2011	64	4161
Central Coast	2011	65	3483
Central Coast	2011	66	3474
Central Coast	2011	67	3333
Central Coast	2011	68	3032
Central Coast	2011	69	3047
Central Coast	2011	70	2940
Central Coast	2011	71	2702
Central Coast	2011	72	2737
Central Coast	2011	73	2554
Central Coast	2011	74	2506
Central Coast	2011	75	2270
Central Coast	2011	76	2314
Central Coast	2011	77	2187
Central Coast	2011	78	2093
Central Coast	2011	79	2132
Central Coast	2016		19392
Central Coast	2016	0	3559
Central Coast	2016	1	3791
Central Coast	2016	2	3889
Central Coast	2016	3	3969
Central Coast	2016	4	3979
Central Coast	2016	5	4084
Central Coast	2016	6	4138
Central Coast	2016	7	4188
Central Coast	2016	8	4205
Central Coast	2016	9	4294
Central Coast	2016	10	4226
Central Coast	2016	11	4061
Central Coast	2016	12	4093
Central Coast	2016	13	4005
Central Coast	2016	14	3945
Central Coast	2016	15	4035
Central Coast	2016	16	4027
Central Coast	2016	17	4037
Central Coast	2016	18	4001
Central Coast	2016	19	3830
Central Coast	2016	20	3730
Central Coast	2016	21	3759
Central Coast	2016	22	3647
Central Coast	2016	23	3509
Central Coast	2016	24	3528
Central Coast	2016	25	3523
Central Coast	2016	26	3427
Central Coast	2016	27	3347
Central Coast	2016	28	3431
Central Coast	2016	29	3467
Central Coast	2016	30	3584
Central Coast	2016	31	3585
Central Coast	2016	32	3640
Central Coast	2016	33	3676
Central Coast	2016	34	3598
Central Coast	2016	35	3825
Central Coast	2016	36	3648
Central Coast	2016	37	3685
Central Coast	2016	38	3689
Central Coast	2016	39	3662
Central Coast	2016	40	3894
Central Coast	2016	41	3984
Central Coast	2016	42	4151
Central Coast	2016	43	4264
Central Coast	2016	44	4571
Central Coast	2016	45	4724
Central Coast	2016	46	4334
Central Coast	2016	47	4386
Central Coast	2016	48	4118
Central Coast	2016	49	4176
Central Coast	2016	50	4162
Central Coast	2016	51	4196
Central Coast	2016	52	4364
Central Coast	2016	53	4499
Central Coast	2016	54	4668
Central Coast	2016	55	4621
Central Coast	2016	56	4445
Central Coast	2016	57	4329
Central Coast	2016	58	4304
Central Coast	2016	59	4334
Central Coast	2016	60	4243
Central Coast	2016	61	4099
Central Coast	2016	62	3941
Central Coast	2016	63	4100
Central Coast	2016	64	3941
Central Coast	2016	65	3850
Central Coast	2016	66	3877
Central Coast	2016	67	3848
Central Coast	2016	68	4128
Central Coast	2016	69	4336
Central Coast	2016	70	3615
Central Coast	2016	71	3524
Central Coast	2016	72	3370
Central Coast	2016	73	3019
Central Coast	2016	74	3038
Central Coast	2016	75	2826
Central Coast	2016	76	2620
Central Coast	2016	77	2563
Central Coast	2016	78	2335
Central Coast	2016	79	2231
Central West	2006		7569
Central West	2006	0	2504
Central West	2006	1	2416
Central West	2006	2	2444
Central West	2006	3	2483
Central West	2006	4	2544
Central West	2006	5	2676
Central West	2006	6	2681
Central West	2006	7	2669
Central West	2006	8	2859
Central West	2006	9	2841
Central West	2006	10	2826
Central West	2006	11	2872
Central West	2006	12	2857
Central West	2006	13	2963
Central West	2006	14	2945
Central West	2006	15	3080
Central West	2006	16	2963
Central West	2006	17	2815
Central West	2006	18	2482
Central West	2006	19	2407
Central West	2006	20	2358
Central West	2006	21	2182
Central West	2006	22	2073
Central West	2006	23	2006
Central West	2006	24	1968
Central West	2006	25	1958
Central West	2006	26	1851
Central West	2006	27	1856
Central West	2006	28	1838
Central West	2006	29	1902
Central West	2006	30	1997
Central West	2006	31	2141
Central West	2006	32	2273
Central West	2006	33	2248
Central West	2006	34	2535
Central West	2006	35	2578
Central West	2006	36	2443
Central West	2006	37	2510
Central West	2006	38	2349
Central West	2006	39	2416
Central West	2006	40	2434
Central West	2006	41	2536
Central West	2006	42	2678
Central West	2006	43	2745
Central West	2006	44	2841
Central West	2006	45	2819
Central West	2006	46	2832
Central West	2006	47	2632
Central West	2006	48	2664
Central West	2006	49	2571
Central West	2006	50	2561
Central West	2006	51	2568
Central West	2006	52	2570
Central West	2006	53	2454
Central West	2006	54	2517
Central West	2006	55	2588
Central West	2006	56	2516
Central West	2006	57	2457
Central West	2006	58	2454
Central West	2006	59	2712
Central West	2006	60	2238
Central West	2006	61	2176
Central West	2006	62	2145
Central West	2006	63	1969
Central West	2006	64	1964
Central West	2006	65	1776
Central West	2006	66	1761
Central West	2006	67	1696
Central West	2006	68	1673
Central West	2006	69	1692
Central West	2006	70	1583
Central West	2006	71	1459
Central West	2006	72	1413
Central West	2006	73	1309
Central West	2006	74	1348
Central West	2006	75	1358
Central West	2006	76	1184
Central West	2006	77	1205
Central West	2006	78	1147
Central West	2006	79	1048
Central West	2011		8808
Central West	2011	0	2549
Central West	2011	1	2654
Central West	2011	2	2738
Central West	2011	3	2861
Central West	2011	4	2909
Central West	2011	5	2752
Central West	2011	6	2691
Central West	2011	7	2632
Central West	2011	8	2622
Central West	2011	9	2641
Central West	2011	10	2767
Central West	2011	11	2812
Central West	2011	12	2744
Central West	2011	13	2921
Central West	2011	14	2872
Central West	2011	15	2819
Central West	2011	16	2897
Central West	2011	17	2783
Central West	2011	18	2553
Central West	2011	19	2431
Central West	2011	20	2549
Central West	2011	21	2382
Central West	2011	22	2230
Central West	2011	23	2100
Central West	2011	24	2181
Central West	2011	25	2069
Central West	2011	26	2069
Central West	2011	27	2127
Central West	2011	28	2085
Central West	2011	29	2032
Central West	2011	30	2119
Central West	2011	31	2048
Central West	2011	32	2018
Central West	2011	33	2068
Central West	2011	34	2090
Central West	2011	35	2151
Central West	2011	36	2283
Central West	2011	37	2409
Central West	2011	38	2412
Central West	2011	39	2640
Central West	2011	40	2713
Central West	2011	41	2569
Central West	2011	42	2572
Central West	2011	43	2394
Central West	2011	44	2521
Central West	2011	45	2471
Central West	2011	46	2553
Central West	2011	47	2660
Central West	2011	48	2746
Central West	2011	49	2858
Central West	2011	50	2791
Central West	2011	51	2731
Central West	2011	52	2660
Central West	2011	53	2665
Central West	2011	54	2626
Central West	2011	55	2504
Central West	2011	56	2601
Central West	2011	57	2525
Central West	2011	58	2495
Central West	2011	59	2518
Central West	2011	60	2520
Central West	2011	61	2502
Central West	2011	62	2439
Central West	2011	63	2433
Central West	2011	64	2632
Central West	2011	65	2181
Central West	2011	66	2150
Central West	2011	67	2077
Central West	2011	68	1885
Central West	2011	69	1892
Central West	2011	70	1691
Central West	2011	71	1655
Central West	2011	72	1609
Central West	2011	73	1529
Central West	2011	74	1565
Central West	2011	75	1416
Central West	2011	76	1345
Central West	2011	77	1221
Central West	2011	78	1131
Central West	2011	79	1176
Central West	2016		10301
Central West	2016	0	2495
Central West	2016	1	2578
Central West	2016	2	2679
Central West	2016	3	2825
Central West	2016	4	2709
Central West	2016	5	2750
Central West	2016	6	2776
Central West	2016	7	2891
Central West	2016	8	2933
Central West	2016	9	2915
Central West	2016	10	2717
Central West	2016	11	2693
Central West	2016	12	2644
Central West	2016	13	2645
Central West	2016	14	2653
Central West	2016	15	2679
Central West	2016	16	2733
Central West	2016	17	2684
Central West	2016	18	2563
Central West	2016	19	2419
Central West	2016	20	2389
Central West	2016	21	2401
Central West	2016	22	2330
Central West	2016	23	2166
Central West	2016	24	2272
Central West	2016	25	2306
Central West	2016	26	2324
Central West	2016	27	2325
Central West	2016	28	2250
Central West	2016	29	2275
Central West	2016	30	2314
Central West	2016	31	2310
Central West	2016	32	2356
Central West	2016	33	2313
Central West	2016	34	2325
Central West	2016	35	2317
Central West	2016	36	2218
Central West	2016	37	2198
Central West	2016	38	2245
Central West	2016	39	2246
Central West	2016	40	2259
Central West	2016	41	2396
Central West	2016	42	2481
Central West	2016	43	2517
Central West	2016	44	2775
Central West	2016	45	2797
Central West	2016	46	2603
Central West	2016	47	2688
Central West	2016	48	2567
Central West	2016	49	2621
Central West	2016	50	2556
Central West	2016	51	2625
Central West	2016	52	2771
Central West	2016	53	2862
Central West	2016	54	2924
Central West	2016	55	2959
Central West	2016	56	2813
Central West	2016	57	2708
Central West	2016	58	2742
Central West	2016	59	2710
Central West	2016	60	2573
Central West	2016	61	2636
Central West	2016	62	2525
Central West	2016	63	2523
Central West	2016	64	2578
Central West	2016	65	2559
Central West	2016	66	2529
Central West	2016	67	2477
Central West	2016	68	2467
Central West	2016	69	2575
Central West	2016	70	2163
Central West	2016	71	2114
Central West	2016	72	1984
Central West	2016	73	1792
Central West	2016	74	1833
Central West	2016	75	1586
Central West	2016	76	1478
Central West	2016	77	1485
Central West	2016	78	1366
Central West	2016	79	1376
Coffs Harbour - Grafton	2006		5958
Coffs Harbour - Grafton	2006	0	1323
Coffs Harbour - Grafton	2006	1	1337
Coffs Harbour - Grafton	2006	2	1293
Coffs Harbour - Grafton	2006	3	1443
Coffs Harbour - Grafton	2006	4	1436
Coffs Harbour - Grafton	2006	5	1594
Coffs Harbour - Grafton	2006	6	1704
Coffs Harbour - Grafton	2006	7	1756
Coffs Harbour - Grafton	2006	8	1731
Coffs Harbour - Grafton	2006	9	1819
Coffs Harbour - Grafton	2006	10	1843
Coffs Harbour - Grafton	2006	11	1897
Coffs Harbour - Grafton	2006	12	2011
Coffs Harbour - Grafton	2006	13	2022
Coffs Harbour - Grafton	2006	14	1990
Coffs Harbour - Grafton	2006	15	2020
Coffs Harbour - Grafton	2006	16	2080
Coffs Harbour - Grafton	2006	17	1923
Coffs Harbour - Grafton	2006	18	1571
Coffs Harbour - Grafton	2006	19	1291
Coffs Harbour - Grafton	2006	20	1263
Coffs Harbour - Grafton	2006	21	1086
Coffs Harbour - Grafton	2006	22	1039
Coffs Harbour - Grafton	2006	23	965
Coffs Harbour - Grafton	2006	24	1011
Coffs Harbour - Grafton	2006	25	928
Coffs Harbour - Grafton	2006	26	973
Coffs Harbour - Grafton	2006	27	935
Coffs Harbour - Grafton	2006	28	988
Coffs Harbour - Grafton	2006	29	1033
Coffs Harbour - Grafton	2006	30	1118
Coffs Harbour - Grafton	2006	31	1060
Coffs Harbour - Grafton	2006	32	1214
Coffs Harbour - Grafton	2006	33	1362
Coffs Harbour - Grafton	2006	34	1496
Coffs Harbour - Grafton	2006	35	1507
Coffs Harbour - Grafton	2006	36	1439
Coffs Harbour - Grafton	2006	37	1465
Coffs Harbour - Grafton	2006	38	1537
Coffs Harbour - Grafton	2006	39	1544
Coffs Harbour - Grafton	2006	40	1593
Coffs Harbour - Grafton	2006	41	1610
Coffs Harbour - Grafton	2006	42	1825
Coffs Harbour - Grafton	2006	43	1924
Coffs Harbour - Grafton	2006	44	1959
Coffs Harbour - Grafton	2006	45	2012
Coffs Harbour - Grafton	2006	46	1989
Coffs Harbour - Grafton	2006	47	2006
Coffs Harbour - Grafton	2006	48	2027
Coffs Harbour - Grafton	2006	49	1905
Coffs Harbour - Grafton	2006	50	1998
Coffs Harbour - Grafton	2006	51	1920
Coffs Harbour - Grafton	2006	52	1851
Coffs Harbour - Grafton	2006	53	1921
Coffs Harbour - Grafton	2006	54	1856
Coffs Harbour - Grafton	2006	55	1873
Coffs Harbour - Grafton	2006	56	1784
Coffs Harbour - Grafton	2006	57	1766
Coffs Harbour - Grafton	2006	58	1716
Coffs Harbour - Grafton	2006	59	1943
Coffs Harbour - Grafton	2006	60	1677
Coffs Harbour - Grafton	2006	61	1538
Coffs Harbour - Grafton	2006	62	1511
Coffs Harbour - Grafton	2006	63	1425
Coffs Harbour - Grafton	2006	64	1416
Coffs Harbour - Grafton	2006	65	1347
Coffs Harbour - Grafton	2006	66	1299
Coffs Harbour - Grafton	2006	67	1230
Coffs Harbour - Grafton	2006	68	1254
Coffs Harbour - Grafton	2006	69	1267
Coffs Harbour - Grafton	2006	70	1207
Coffs Harbour - Grafton	2006	71	1126
Coffs Harbour - Grafton	2006	72	1038
Coffs Harbour - Grafton	2006	73	1023
Coffs Harbour - Grafton	2006	74	1055
Coffs Harbour - Grafton	2006	75	1031
Coffs Harbour - Grafton	2006	76	959
Coffs Harbour - Grafton	2006	77	936
Coffs Harbour - Grafton	2006	78	829
Coffs Harbour - Grafton	2006	79	818
Coffs Harbour - Grafton	2011		6868
Coffs Harbour - Grafton	2011	0	1418
Coffs Harbour - Grafton	2011	1	1510
Coffs Harbour - Grafton	2011	2	1523
Coffs Harbour - Grafton	2011	3	1597
Coffs Harbour - Grafton	2011	4	1607
Coffs Harbour - Grafton	2011	5	1627
Coffs Harbour - Grafton	2011	6	1580
Coffs Harbour - Grafton	2011	7	1556
Coffs Harbour - Grafton	2011	8	1637
Coffs Harbour - Grafton	2011	9	1619
Coffs Harbour - Grafton	2011	10	1732
Coffs Harbour - Grafton	2011	11	1792
Coffs Harbour - Grafton	2011	12	1857
Coffs Harbour - Grafton	2011	13	1836
Coffs Harbour - Grafton	2011	14	1883
Coffs Harbour - Grafton	2011	15	1845
Coffs Harbour - Grafton	2011	16	1897
Coffs Harbour - Grafton	2011	17	1893
Coffs Harbour - Grafton	2011	18	1705
Coffs Harbour - Grafton	2011	19	1389
Coffs Harbour - Grafton	2011	20	1294
Coffs Harbour - Grafton	2011	21	1340
Coffs Harbour - Grafton	2011	22	1219
Coffs Harbour - Grafton	2011	23	1075
Coffs Harbour - Grafton	2011	24	1102
Coffs Harbour - Grafton	2011	25	1115
Coffs Harbour - Grafton	2011	26	1032
Coffs Harbour - Grafton	2011	27	1117
Coffs Harbour - Grafton	2011	28	1135
Coffs Harbour - Grafton	2011	29	1167
Coffs Harbour - Grafton	2011	30	1169
Coffs Harbour - Grafton	2011	31	1116
Coffs Harbour - Grafton	2011	32	1116
Coffs Harbour - Grafton	2011	33	1158
Coffs Harbour - Grafton	2011	34	1247
Coffs Harbour - Grafton	2011	35	1266
Coffs Harbour - Grafton	2011	36	1363
Coffs Harbour - Grafton	2011	37	1470
Coffs Harbour - Grafton	2011	38	1562
Coffs Harbour - Grafton	2011	39	1647
Coffs Harbour - Grafton	2011	40	1687
Coffs Harbour - Grafton	2011	41	1612
Coffs Harbour - Grafton	2011	42	1576
Coffs Harbour - Grafton	2011	43	1674
Coffs Harbour - Grafton	2011	44	1680
Coffs Harbour - Grafton	2011	45	1646
Coffs Harbour - Grafton	2011	46	1683
Coffs Harbour - Grafton	2011	47	1882
Coffs Harbour - Grafton	2011	48	1978
Coffs Harbour - Grafton	2011	49	1980
Coffs Harbour - Grafton	2011	50	2042
Coffs Harbour - Grafton	2011	51	1970
Coffs Harbour - Grafton	2011	52	2018
Coffs Harbour - Grafton	2011	53	2044
Coffs Harbour - Grafton	2011	54	2033
Coffs Harbour - Grafton	2011	55	2041
Coffs Harbour - Grafton	2011	56	2044
Coffs Harbour - Grafton	2011	57	1938
Coffs Harbour - Grafton	2011	58	2008
Coffs Harbour - Grafton	2011	59	1897
Coffs Harbour - Grafton	2011	60	1964
Coffs Harbour - Grafton	2011	61	1919
Coffs Harbour - Grafton	2011	62	1871
Coffs Harbour - Grafton	2011	63	1836
Coffs Harbour - Grafton	2011	64	1970
Coffs Harbour - Grafton	2011	65	1724
Coffs Harbour - Grafton	2011	66	1619
Coffs Harbour - Grafton	2011	67	1567
Coffs Harbour - Grafton	2011	68	1400
Coffs Harbour - Grafton	2011	69	1418
Coffs Harbour - Grafton	2011	70	1288
Coffs Harbour - Grafton	2011	71	1249
Coffs Harbour - Grafton	2011	72	1161
Coffs Harbour - Grafton	2011	73	1196
Coffs Harbour - Grafton	2011	74	1157
Coffs Harbour - Grafton	2011	75	1075
Coffs Harbour - Grafton	2011	76	990
Coffs Harbour - Grafton	2011	77	916
Coffs Harbour - Grafton	2011	78	871
Coffs Harbour - Grafton	2011	79	897
Coffs Harbour - Grafton	2016		8041
Coffs Harbour - Grafton	2016	0	1314
Coffs Harbour - Grafton	2016	1	1354
Coffs Harbour - Grafton	2016	2	1414
Coffs Harbour - Grafton	2016	3	1491
Coffs Harbour - Grafton	2016	4	1553
Coffs Harbour - Grafton	2016	5	1666
Coffs Harbour - Grafton	2016	6	1703
Coffs Harbour - Grafton	2016	7	1710
Coffs Harbour - Grafton	2016	8	1721
Coffs Harbour - Grafton	2016	9	1721
Coffs Harbour - Grafton	2016	10	1698
Coffs Harbour - Grafton	2016	11	1685
Coffs Harbour - Grafton	2016	12	1573
Coffs Harbour - Grafton	2016	13	1616
Coffs Harbour - Grafton	2016	14	1636
Coffs Harbour - Grafton	2016	15	1660
Coffs Harbour - Grafton	2016	16	1729
Coffs Harbour - Grafton	2016	17	1773
Coffs Harbour - Grafton	2016	18	1512
Coffs Harbour - Grafton	2016	19	1349
Coffs Harbour - Grafton	2016	20	1201
Coffs Harbour - Grafton	2016	21	1201
Coffs Harbour - Grafton	2016	22	1240
Coffs Harbour - Grafton	2016	23	1263
Coffs Harbour - Grafton	2016	24	1229
Coffs Harbour - Grafton	2016	25	1226
Coffs Harbour - Grafton	2016	26	1323
Coffs Harbour - Grafton	2016	27	1221
Coffs Harbour - Grafton	2016	28	1295
Coffs Harbour - Grafton	2016	29	1237
Coffs Harbour - Grafton	2016	30	1275
