SA4_NAME16	Year	Age	NonSchoolQualification	Sex	adults
Western Australia - Outback (North)	2006	55-64	Graduate Diploma and Graduate Certificate	F	31
Western Australia - Outback (North)	2006	55-64	Graduate Diploma and Graduate Certificate	M	14
Western Australia - Outback (North)	2006	55-64	Postgraduate	F	28
Western Australia - Outback (North)	2006	55-64	Postgraduate	M	40
Western Australia - Outback (North)	2006	65-74		F	183
Western Australia - Outback (North)	2006	65-74		M	259
Western Australia - Outback (North)	2006	65-74	Certificate nfd	F	7
Western Australia - Outback (North)	2006	65-74	Certificate nfd	M	6
Western Australia - Outback (North)	2006	65-74	Certificate I and II Level	F	4
Western Australia - Outback (North)	2006	65-74	Certificate I and II Level	M	9
Western Australia - Outback (North)	2006	65-74	Certificate III and IV Level	F	10
Western Australia - Outback (North)	2006	65-74	Certificate III and IV Level	M	176
Western Australia - Outback (North)	2006	65-74	Advanced Diploma and Diploma	F	23
Western Australia - Outback (North)	2006	65-74	Advanced Diploma and Diploma	M	38
Western Australia - Outback (North)	2006	65-74	Bachelor	F	22
Western Australia - Outback (North)	2006	65-74	Bachelor	M	16
Western Australia - Outback (North)	2006	65-74	Graduate Diploma and Graduate Certificate	F	6
Western Australia - Outback (North)	2006	65-74	Graduate Diploma and Graduate Certificate	M	3
Western Australia - Outback (North)	2006	65-74	Postgraduate	F	8
Western Australia - Outback (North)	2006	65-74	Postgraduate	M	11
Western Australia - Outback (North)	2006	75-84		F	65
Western Australia - Outback (North)	2006	75-84		M	95
Western Australia - Outback (North)	2006	75-84	Certificate nfd	F	0
Western Australia - Outback (North)	2006	75-84	Certificate nfd	M	4
Western Australia - Outback (North)	2006	75-84	Certificate I and II Level	F	3
Western Australia - Outback (North)	2006	75-84	Certificate I and II Level	M	0
Western Australia - Outback (North)	2006	75-84	Certificate III and IV Level	F	3
Western Australia - Outback (North)	2006	75-84	Certificate III and IV Level	M	43
Western Australia - Outback (North)	2006	75-84	Advanced Diploma and Diploma	F	3
Western Australia - Outback (North)	2006	75-84	Advanced Diploma and Diploma	M	5
Western Australia - Outback (North)	2006	75-84	Bachelor	F	3
Western Australia - Outback (North)	2006	75-84	Bachelor	M	3
Western Australia - Outback (North)	2006	75-84	Graduate Diploma and Graduate Certificate	F	0
Western Australia - Outback (North)	2006	75-84	Graduate Diploma and Graduate Certificate	M	0
Western Australia - Outback (North)	2006	75-84	Postgraduate	F	0
Western Australia - Outback (North)	2006	75-84	Postgraduate	M	0
Western Australia - Outback (North)	2006	85+		F	27
Western Australia - Outback (North)	2006	85+		M	28
Western Australia - Outback (North)	2006	85+	Certificate nfd	F	0
Western Australia - Outback (North)	2006	85+	Certificate nfd	M	0
Western Australia - Outback (North)	2006	85+	Certificate I and II Level	F	0
Western Australia - Outback (North)	2006	85+	Certificate I and II Level	M	0
Western Australia - Outback (North)	2006	85+	Certificate III and IV Level	F	0
Western Australia - Outback (North)	2006	85+	Certificate III and IV Level	M	9
Western Australia - Outback (North)	2006	85+	Advanced Diploma and Diploma	F	0
Western Australia - Outback (North)	2006	85+	Advanced Diploma and Diploma	M	0
Western Australia - Outback (North)	2006	85+	Bachelor	F	0
Western Australia - Outback (North)	2006	85+	Bachelor	M	3
Western Australia - Outback (North)	2006	85+	Graduate Diploma and Graduate Certificate	F	0
Western Australia - Outback (North)	2006	85+	Graduate Diploma and Graduate Certificate	M	0
Western Australia - Outback (North)	2006	85+	Postgraduate	F	0
Western Australia - Outback (North)	2006	85+	Postgraduate	M	0
Western Australia - Outback (North)	2011	15-19		F	462
Western Australia - Outback (North)	2011	15-19		M	582
Western Australia - Outback (North)	2011	15-19	Certificate nfd	F	17
Western Australia - Outback (North)	2011	15-19	Certificate nfd	M	11
Western Australia - Outback (North)	2011	15-19	Certificate I and II Level	F	77
Western Australia - Outback (North)	2011	15-19	Certificate I and II Level	M	43
Western Australia - Outback (North)	2011	15-19	Certificate III and IV Level	F	98
Western Australia - Outback (North)	2011	15-19	Certificate III and IV Level	M	137
Western Australia - Outback (North)	2011	15-19	Advanced Diploma and Diploma	F	13
Western Australia - Outback (North)	2011	15-19	Advanced Diploma and Diploma	M	6
Western Australia - Outback (North)	2011	15-19	Bachelor	F	0
Western Australia - Outback (North)	2011	15-19	Bachelor	M	0
Western Australia - Outback (North)	2011	15-19	Graduate Diploma and Graduate Certificate	F	0
Western Australia - Outback (North)	2011	15-19	Graduate Diploma and Graduate Certificate	M	0
Western Australia - Outback (North)	2011	15-19	Postgraduate	F	0
Western Australia - Outback (North)	2011	15-19	Postgraduate	M	0
Western Australia - Outback (North)	2011	20-24		F	570
Western Australia - Outback (North)	2011	20-24		M	1275
Western Australia - Outback (North)	2011	20-24	Certificate nfd	F	56
Western Australia - Outback (North)	2011	20-24	Certificate nfd	M	47
Western Australia - Outback (North)	2011	20-24	Certificate I and II Level	F	146
Western Australia - Outback (North)	2011	20-24	Certificate I and II Level	M	95
Western Australia - Outback (North)	2011	20-24	Certificate III and IV Level	F	444
Western Australia - Outback (North)	2011	20-24	Certificate III and IV Level	M	1128
Western Australia - Outback (North)	2011	20-24	Advanced Diploma and Diploma	F	164
Western Australia - Outback (North)	2011	20-24	Advanced Diploma and Diploma	M	84
Western Australia - Outback (North)	2011	20-24	Bachelor	F	274
Western Australia - Outback (North)	2011	20-24	Bachelor	M	198
Western Australia - Outback (North)	2011	20-24	Graduate Diploma and Graduate Certificate	F	14
Western Australia - Outback (North)	2011	20-24	Graduate Diploma and Graduate Certificate	M	4
Western Australia - Outback (North)	2011	20-24	Postgraduate	F	10
Western Australia - Outback (North)	2011	20-24	Postgraduate	M	10
Western Australia - Outback (North)	2011	25-34		F	1367
Western Australia - Outback (North)	2011	25-34		M	3288
Western Australia - Outback (North)	2011	25-34	Certificate nfd	F	159
Western Australia - Outback (North)	2011	25-34	Certificate nfd	M	99
Western Australia - Outback (North)	2011	25-34	Certificate I and II Level	F	242
Western Australia - Outback (North)	2011	25-34	Certificate I and II Level	M	135
Western Australia - Outback (North)	2011	25-34	Certificate III and IV Level	F	1028
Western Australia - Outback (North)	2011	25-34	Certificate III and IV Level	M	3588
Western Australia - Outback (North)	2011	25-34	Advanced Diploma and Diploma	F	661
Western Australia - Outback (North)	2011	25-34	Advanced Diploma and Diploma	M	483
Western Australia - Outback (North)	2011	25-34	Bachelor	F	1518
Western Australia - Outback (North)	2011	25-34	Bachelor	M	1073
Western Australia - Outback (North)	2011	25-34	Graduate Diploma and Graduate Certificate	F	205
Western Australia - Outback (North)	2011	25-34	Graduate Diploma and Graduate Certificate	M	72
Western Australia - Outback (North)	2011	25-34	Postgraduate	F	140
Western Australia - Outback (North)	2011	25-34	Postgraduate	M	155
Western Australia - Outback (North)	2011	35-44		F	1226
Western Australia - Outback (North)	2011	35-44		M	2817
Western Australia - Outback (North)	2011	35-44	Certificate nfd	F	139
Western Australia - Outback (North)	2011	35-44	Certificate nfd	M	78
Western Australia - Outback (North)	2011	35-44	Certificate I and II Level	F	128
Western Australia - Outback (North)	2011	35-44	Certificate I and II Level	M	92
Western Australia - Outback (North)	2011	35-44	Certificate III and IV Level	F	689
Western Australia - Outback (North)	2011	35-44	Certificate III and IV Level	M	3295
Western Australia - Outback (North)	2011	35-44	Advanced Diploma and Diploma	F	639
Western Australia - Outback (North)	2011	35-44	Advanced Diploma and Diploma	M	612
Western Australia - Outback (North)	2011	35-44	Bachelor	F	1001
Western Australia - Outback (North)	2011	35-44	Bachelor	M	763
Western Australia - Outback (North)	2011	35-44	Graduate Diploma and Graduate Certificate	F	147
Western Australia - Outback (North)	2011	35-44	Graduate Diploma and Graduate Certificate	M	94
Western Australia - Outback (North)	2011	35-44	Postgraduate	F	125
Western Australia - Outback (North)	2011	35-44	Postgraduate	M	149
Western Australia - Outback (North)	2011	45-54		F	982
Western Australia - Outback (North)	2011	45-54		M	2160
Western Australia - Outback (North)	2011	45-54	Certificate nfd	F	110
Western Australia - Outback (North)	2011	45-54	Certificate nfd	M	64
Western Australia - Outback (North)	2011	45-54	Certificate I and II Level	F	69
Western Australia - Outback (North)	2011	45-54	Certificate I and II Level	M	59
Western Australia - Outback (North)	2011	45-54	Certificate III and IV Level	F	440
Western Australia - Outback (North)	2011	45-54	Certificate III and IV Level	M	2693
Western Australia - Outback (North)	2011	45-54	Advanced Diploma and Diploma	F	509
Western Australia - Outback (North)	2011	45-54	Advanced Diploma and Diploma	M	526
Western Australia - Outback (North)	2011	45-54	Bachelor	F	542
Western Australia - Outback (North)	2011	45-54	Bachelor	M	413
Western Australia - Outback (North)	2011	45-54	Graduate Diploma and Graduate Certificate	F	102
Western Australia - Outback (North)	2011	45-54	Graduate Diploma and Graduate Certificate	M	68
Western Australia - Outback (North)	2011	45-54	Postgraduate	F	91
Western Australia - Outback (North)	2011	45-54	Postgraduate	M	123
Western Australia - Outback (North)	2011	55-64		F	560
Western Australia - Outback (North)	2011	55-64		M	1153
Western Australia - Outback (North)	2011	55-64	Certificate nfd	F	52
Western Australia - Outback (North)	2011	55-64	Certificate nfd	M	55
Western Australia - Outback (North)	2011	55-64	Certificate I and II Level	F	44
Western Australia - Outback (North)	2011	55-64	Certificate I and II Level	M	22
Western Australia - Outback (North)	2011	55-64	Certificate III and IV Level	F	189
Western Australia - Outback (North)	2011	55-64	Certificate III and IV Level	M	1346
Western Australia - Outback (North)	2011	55-64	Advanced Diploma and Diploma	F	219
Western Australia - Outback (North)	2011	55-64	Advanced Diploma and Diploma	M	307
Western Australia - Outback (North)	2011	55-64	Bachelor	F	272
Western Australia - Outback (North)	2011	55-64	Bachelor	M	257
Western Australia - Outback (North)	2011	55-64	Graduate Diploma and Graduate Certificate	F	65
Western Australia - Outback (North)	2011	55-64	Graduate Diploma and Graduate Certificate	M	43
Western Australia - Outback (North)	2011	55-64	Postgraduate	F	68
Western Australia - Outback (North)	2011	55-64	Postgraduate	M	64
Western Australia - Outback (North)	2011	65-74		F	193
Western Australia - Outback (North)	2011	65-74		M	295
Western Australia - Outback (North)	2011	65-74	Certificate nfd	F	8
Western Australia - Outback (North)	2011	65-74	Certificate nfd	M	3
Western Australia - Outback (North)	2011	65-74	Certificate I and II Level	F	10
Western Australia - Outback (North)	2011	65-74	Certificate I and II Level	M	6
Western Australia - Outback (North)	2011	65-74	Certificate III and IV Level	F	31
Western Australia - Outback (North)	2011	65-74	Certificate III and IV Level	M	262
Western Australia - Outback (North)	2011	65-74	Advanced Diploma and Diploma	F	34
Western Australia - Outback (North)	2011	65-74	Advanced Diploma and Diploma	M	50
Western Australia - Outback (North)	2011	65-74	Bachelor	F	54
Western Australia - Outback (North)	2011	65-74	Bachelor	M	42
Western Australia - Outback (North)	2011	65-74	Graduate Diploma and Graduate Certificate	F	10
Western Australia - Outback (North)	2011	65-74	Graduate Diploma and Graduate Certificate	M	10
Western Australia - Outback (North)	2011	65-74	Postgraduate	F	10
Western Australia - Outback (North)	2011	65-74	Postgraduate	M	23
Western Australia - Outback (North)	2011	75-84		F	63
Western Australia - Outback (North)	2011	75-84		M	91
Western Australia - Outback (North)	2011	75-84	Certificate nfd	F	0
Western Australia - Outback (North)	2011	75-84	Certificate nfd	M	3
Western Australia - Outback (North)	2011	75-84	Certificate I and II Level	F	0
Western Australia - Outback (North)	2011	75-84	Certificate I and II Level	M	0
Western Australia - Outback (North)	2011	75-84	Certificate III and IV Level	F	3
Western Australia - Outback (North)	2011	75-84	Certificate III and IV Level	M	45
Western Australia - Outback (North)	2011	75-84	Advanced Diploma and Diploma	F	11
Western Australia - Outback (North)	2011	75-84	Advanced Diploma and Diploma	M	7
Western Australia - Outback (North)	2011	75-84	Bachelor	F	12
Western Australia - Outback (North)	2011	75-84	Bachelor	M	12
Western Australia - Outback (North)	2011	75-84	Graduate Diploma and Graduate Certificate	F	0
Western Australia - Outback (North)	2011	75-84	Graduate Diploma and Graduate Certificate	M	0
Western Australia - Outback (North)	2011	75-84	Postgraduate	F	0
Western Australia - Outback (North)	2011	75-84	Postgraduate	M	3
Western Australia - Outback (North)	2011	85+		F	18
Western Australia - Outback (North)	2011	85+		M	23
Western Australia - Outback (North)	2011	85+	Certificate nfd	F	0
Western Australia - Outback (North)	2011	85+	Certificate nfd	M	0
Western Australia - Outback (North)	2011	85+	Certificate I and II Level	F	0
Western Australia - Outback (North)	2011	85+	Certificate I and II Level	M	0
Western Australia - Outback (North)	2011	85+	Certificate III and IV Level	F	0
Western Australia - Outback (North)	2011	85+	Certificate III and IV Level	M	7
Western Australia - Outback (North)	2011	85+	Advanced Diploma and Diploma	F	0
Western Australia - Outback (North)	2011	85+	Advanced Diploma and Diploma	M	0
Western Australia - Outback (North)	2011	85+	Bachelor	F	0
Western Australia - Outback (North)	2011	85+	Bachelor	M	0
Western Australia - Outback (North)	2011	85+	Graduate Diploma and Graduate Certificate	F	0
Western Australia - Outback (North)	2011	85+	Graduate Diploma and Graduate Certificate	M	0
Western Australia - Outback (North)	2011	85+	Postgraduate	F	0
Western Australia - Outback (North)	2011	85+	Postgraduate	M	0
Western Australia - Outback (North)	2016	15-19		F	423
Western Australia - Outback (North)	2016	15-19		M	519
Western Australia - Outback (North)	2016	15-19	Certificate nfd	F	15
Western Australia - Outback (North)	2016	15-19	Certificate nfd	M	15
Western Australia - Outback (North)	2016	15-19	Certificate I and II Level	F	74
Western Australia - Outback (North)	2016	15-19	Certificate I and II Level	M	53
Western Australia - Outback (North)	2016	15-19	Certificate III and IV Level	F	87
Western Australia - Outback (North)	2016	15-19	Certificate III and IV Level	M	122
Western Australia - Outback (North)	2016	15-19	Advanced Diploma and Diploma	F	13
Western Australia - Outback (North)	2016	15-19	Advanced Diploma and Diploma	M	3
Western Australia - Outback (North)	2016	15-19	Bachelor	F	5
Western Australia - Outback (North)	2016	15-19	Bachelor	M	3
Western Australia - Outback (North)	2016	15-19	Graduate Diploma and Graduate Certificate	F	3
Western Australia - Outback (North)	2016	15-19	Graduate Diploma and Graduate Certificate	M	0
Western Australia - Outback (North)	2016	15-19	Postgraduate	F	0
Western Australia - Outback (North)	2016	15-19	Postgraduate	M	0
Western Australia - Outback (North)	2016	20-24		F	483
Western Australia - Outback (North)	2016	20-24		M	644
Western Australia - Outback (North)	2016	20-24	Certificate nfd	F	48
Western Australia - Outback (North)	2016	20-24	Certificate nfd	M	35
Western Australia - Outback (North)	2016	20-24	Certificate I and II Level	F	134
Western Australia - Outback (North)	2016	20-24	Certificate I and II Level	M	91
Western Australia - Outback (North)	2016	20-24	Certificate III and IV Level	F	410
Western Australia - Outback (North)	2016	20-24	Certificate III and IV Level	M	769
Western Australia - Outback (North)	2016	20-24	Advanced Diploma and Diploma	F	129
Western Australia - Outback (North)	2016	20-24	Advanced Diploma and Diploma	M	66
Western Australia - Outback (North)	2016	20-24	Bachelor	F	245
Western Australia - Outback (North)	2016	20-24	Bachelor	M	112
Western Australia - Outback (North)	2016	20-24	Graduate Diploma and Graduate Certificate	F	25
Western Australia - Outback (North)	2016	20-24	Graduate Diploma and Graduate Certificate	M	9
Western Australia - Outback (North)	2016	20-24	Postgraduate	F	5
Western Australia - Outback (North)	2016	20-24	Postgraduate	M	8
Western Australia - Outback (North)	2016	25-34		F	1467
Western Australia - Outback (North)	2016	25-34		M	2537
