SA4_NAME16	Year	DwellingStructure	occupied_private_dwellings
No usual address (SA)	2011	Flat/apartment	0
No usual address (SA)	2011	Semi-detached, row/terrace house, townhouse etc.	0
No usual address (SA)	2011	Separate house	0
No usual address (SA)	2016		0
No usual address (SA)	2016	(Other)	0
No usual address (SA)	2016	Flat/apartment	0
No usual address (SA)	2016	Semi-detached, row/terrace house, townhouse etc.	0
No usual address (SA)	2016	Separate house	0
Bunbury	2006		58
Bunbury	2006	(Other)	849
Bunbury	2006	Flat/apartment	1679
Bunbury	2006	Semi-detached, row/terrace house, townhouse etc.	2880
Bunbury	2006	Separate house	43748
Bunbury	2011		47
Bunbury	2011	(Other)	804
Bunbury	2011	Flat/apartment	1742
Bunbury	2011	Semi-detached, row/terrace house, townhouse etc.	3522
Bunbury	2011	Separate house	51216
Bunbury	2016		292
Bunbury	2016	(Other)	998
Bunbury	2016	Flat/apartment	1198
Bunbury	2016	Semi-detached, row/terrace house, townhouse etc.	4587
Bunbury	2016	Separate house	56068
Mandurah	2006		24
Mandurah	2006	(Other)	409
Mandurah	2006	Flat/apartment	1451
Mandurah	2006	Semi-detached, row/terrace house, townhouse etc.	2133
Mandurah	2006	Separate house	20763
Mandurah	2011		21
Mandurah	2011	(Other)	492
Mandurah	2011	Flat/apartment	1586
Mandurah	2011	Semi-detached, row/terrace house, townhouse etc.	3258
Mandurah	2011	Separate house	25991
Mandurah	2016		83
Mandurah	2016	(Other)	400
Mandurah	2016	Flat/apartment	1269
Mandurah	2016	Semi-detached, row/terrace house, townhouse etc.	4402
Mandurah	2016	Separate house	30043
Perth - Inner	2006		64
Perth - Inner	2006	(Other)	300
Perth - Inner	2006	Flat/apartment	14823
Perth - Inner	2006	Semi-detached, row/terrace house, townhouse etc.	7762
Perth - Inner	2006	Separate house	32350
Perth - Inner	2011		66
Perth - Inner	2011	(Other)	138
Perth - Inner	2011	Flat/apartment	18753
Perth - Inner	2011	Semi-detached, row/terrace house, townhouse etc.	8717
Perth - Inner	2011	Separate house	33361
Perth - Inner	2016		191
Perth - Inner	2016	(Other)	125
Perth - Inner	2016	Flat/apartment	21150
Perth - Inner	2016	Semi-detached, row/terrace house, townhouse etc.	10369
Perth - Inner	2016	Separate house	32508
Perth - North East	2006		8
Perth - North East	2006	(Other)	413
Perth - North East	2006	Flat/apartment	4438
Perth - North East	2006	Semi-detached, row/terrace house, townhouse etc.	5967
Perth - North East	2006	Separate house	59944
Perth - North East	2011		42
Perth - North East	2011	(Other)	338
Perth - North East	2011	Flat/apartment	5061
Perth - North East	2011	Semi-detached, row/terrace house, townhouse etc.	7366
Perth - North East	2011	Separate house	65855
Perth - North East	2016		213
Perth - North East	2016	(Other)	321
Perth - North East	2016	Flat/apartment	2925
Perth - North East	2016	Semi-detached, row/terrace house, townhouse etc.	11885
Perth - North East	2016	Separate house	72550
Perth - North West	2006		108
Perth - North West	2006	(Other)	675
Perth - North West	2006	Flat/apartment	8182
Perth - North West	2006	Semi-detached, row/terrace house, townhouse etc.	22212
Perth - North West	2006	Separate house	121484
Perth - North West	2011		33
Perth - North West	2011	(Other)	571
Perth - North West	2011	Flat/apartment	10221
Perth - North West	2011	Semi-detached, row/terrace house, townhouse etc.	25809
Perth - North West	2011	Separate house	136492
Perth - North West	2016		308
Perth - North West	2016	(Other)	387
Perth - North West	2016	Flat/apartment	5925
Perth - North West	2016	Semi-detached, row/terrace house, townhouse etc.	38395
Perth - North West	2016	Separate house	144587
Perth - South East	2006		31
Perth - South East	2006	(Other)	605
Perth - South East	2006	Flat/apartment	10843
Perth - South East	2006	Semi-detached, row/terrace house, townhouse etc.	15178
Perth - South East	2006	Separate house	112309
Perth - South East	2011		66
Perth - South East	2011	(Other)	413
Perth - South East	2011	Flat/apartment	13047
Perth - South East	2011	Semi-detached, row/terrace house, townhouse etc.	17039
Perth - South East	2011	Separate house	124986
Perth - South East	2016		431
Perth - South East	2016	(Other)	458
Perth - South East	2016	Flat/apartment	8031
Perth - South East	2016	Semi-detached, row/terrace house, townhouse etc.	26255
Perth - South East	2016	Separate house	134952
Perth - South West	2006		27
Perth - South West	2006	(Other)	829
Perth - South West	2006	Flat/apartment	6769
Perth - South West	2006	Semi-detached, row/terrace house, townhouse etc.	11133
Perth - South West	2006	Separate house	92145
Perth - South West	2011		49
Perth - South West	2011	(Other)	631
Perth - South West	2011	Flat/apartment	8074
Perth - South West	2011	Semi-detached, row/terrace house, townhouse etc.	12331
Perth - South West	2011	Separate house	106278
Perth - South West	2016		418
Perth - South West	2016	(Other)	543
Perth - South West	2016	Flat/apartment	6113
Perth - South West	2016	Semi-detached, row/terrace house, townhouse etc.	18837
Perth - South West	2016	Separate house	116196
Western Australia - Wheat Belt	2006		14
Western Australia - Wheat Belt	2006	(Other)	758
Western Australia - Wheat Belt	2006	Flat/apartment	1277
Western Australia - Wheat Belt	2006	Semi-detached, row/terrace house, townhouse etc.	1560
Western Australia - Wheat Belt	2006	Separate house	41467
Western Australia - Wheat Belt	2011		55
Western Australia - Wheat Belt	2011	(Other)	722
Western Australia - Wheat Belt	2011	Flat/apartment	1255
Western Australia - Wheat Belt	2011	Semi-detached, row/terrace house, townhouse etc.	1644
Western Australia - Wheat Belt	2011	Separate house	44295
Western Australia - Wheat Belt	2016		409
Western Australia - Wheat Belt	2016	(Other)	703
Western Australia - Wheat Belt	2016	Flat/apartment	379
Western Australia - Wheat Belt	2016	Semi-detached, row/terrace house, townhouse etc.	1853
Western Australia - Wheat Belt	2016	Separate house	45993
Western Australia - Outback (North)	2006		23
Western Australia - Outback (North)	2006	(Other)	1789
Western Australia - Outback (North)	2006	Flat/apartment	915
Western Australia - Outback (North)	2006	Semi-detached, row/terrace house, townhouse etc.	2141
Western Australia - Outback (North)	2006	Separate house	14114
Western Australia - Outback (North)	2011		178
Western Australia - Outback (North)	2011	(Other)	1815
Western Australia - Outback (North)	2011	Flat/apartment	1235
Western Australia - Outback (North)	2011	Semi-detached, row/terrace house, townhouse etc.	2150
Western Australia - Outback (North)	2011	Separate house	16492
Western Australia - Outback (North)	2016		285
Western Australia - Outback (North)	2016	(Other)	1220
Western Australia - Outback (North)	2016	Flat/apartment	1299
Western Australia - Outback (North)	2016	Semi-detached, row/terrace house, townhouse etc.	2147
Western Australia - Outback (North)	2016	Separate house	18984
Western Australia - Outback (South)	2006		17
Western Australia - Outback (South)	2006	(Other)	1421
Western Australia - Outback (South)	2006	Flat/apartment	2223
Western Australia - Outback (South)	2006	Semi-detached, row/terrace house, townhouse etc.	2355
Western Australia - Outback (South)	2006	Separate house	30499
Western Australia - Outback (South)	2011		126
Western Australia - Outback (South)	2011	(Other)	1451
Western Australia - Outback (South)	2011	Flat/apartment	2009
Western Australia - Outback (South)	2011	Semi-detached, row/terrace house, townhouse etc.	2493
Western Australia - Outback (South)	2011	Separate house	33808
Western Australia - Outback (South)	2016		358
Western Australia - Outback (South)	2016	(Other)	1163
Western Australia - Outback (South)	2016	Flat/apartment	777
Western Australia - Outback (South)	2016	Semi-detached, row/terrace house, townhouse etc.	3820
Western Australia - Outback (South)	2016	Separate house	33945
Migratory - Offshore - Shipping (WA)	2006		0
Migratory - Offshore - Shipping (WA)	2006	(Other)	0
Migratory - Offshore - Shipping (WA)	2006	Flat/apartment	0
Migratory - Offshore - Shipping (WA)	2006	Semi-detached, row/terrace house, townhouse etc.	0
Migratory - Offshore - Shipping (WA)	2006	Separate house	0
Migratory - Offshore - Shipping (WA)	2011		0
Migratory - Offshore - Shipping (WA)	2011	(Other)	0
Migratory - Offshore - Shipping (WA)	2011	Flat/apartment	0
Migratory - Offshore - Shipping (WA)	2011	Semi-detached, row/terrace house, townhouse etc.	0
Migratory - Offshore - Shipping (WA)	2011	Separate house	0
Migratory - Offshore - Shipping (WA)	2016		0
Migratory - Offshore - Shipping (WA)	2016	(Other)	0
Migratory - Offshore - Shipping (WA)	2016	Flat/apartment	0
Migratory - Offshore - Shipping (WA)	2016	Semi-detached, row/terrace house, townhouse etc.	0
Migratory - Offshore - Shipping (WA)	2016	Separate house	0
No usual address (WA)	2006		0
No usual address (WA)	2006	(Other)	0
No usual address (WA)	2006	Flat/apartment	0
No usual address (WA)	2006	Semi-detached, row/terrace house, townhouse etc.	0
No usual address (WA)	2006	Separate house	0
No usual address (WA)	2011		0
No usual address (WA)	2011	(Other)	0
No usual address (WA)	2011	Flat/apartment	0
No usual address (WA)	2011	Semi-detached, row/terrace house, townhouse etc.	0
No usual address (WA)	2011	Separate house	0
No usual address (WA)	2016		0
No usual address (WA)	2016	(Other)	0
No usual address (WA)	2016	Flat/apartment	0
No usual address (WA)	2016	Semi-detached, row/terrace house, townhouse etc.	0
No usual address (WA)	2016	Separate house	0
Hobart	2006		15
Hobart	2006	(Other)	379
Hobart	2006	Flat/apartment	7931
Hobart	2006	Semi-detached, row/terrace house, townhouse etc.	4590
Hobart	2006	Separate house	63952
Hobart	2011		54
Hobart	2011	(Other)	362
Hobart	2011	Flat/apartment	8684
Hobart	2011	Semi-detached, row/terrace house, townhouse etc.	5312
Hobart	2011	Separate house	67939
Hobart	2016		224
Hobart	2016	(Other)	356
Hobart	2016	Flat/apartment	7335
Hobart	2016	Semi-detached, row/terrace house, townhouse etc.	5099
Hobart	2016	Separate house	72613
Launceston and North East	2006		3
Launceston and North East	2006	(Other)	373
Launceston and North East	2006	Flat/apartment	4097
Launceston and North East	2006	Semi-detached, row/terrace house, townhouse etc.	1551
Launceston and North East	2006	Separate house	45303
Launceston and North East	2011		32
Launceston and North East	2011	(Other)	351
Launceston and North East	2011	Flat/apartment	3424
Launceston and North East	2011	Semi-detached, row/terrace house, townhouse etc.	2816
Launceston and North East	2011	Separate house	47377
Launceston and North East	2016		259
Launceston and North East	2016	(Other)	328
Launceston and North East	2016	Flat/apartment	3115
Launceston and North East	2016	Semi-detached, row/terrace house, townhouse etc.	3308
Launceston and North East	2016	Separate house	47581
South East	2006		3
South East	2006	(Other)	263
South East	2006	Flat/apartment	196
South East	2006	Semi-detached, row/terrace house, townhouse etc.	61
South East	2006	Separate house	12208
South East	2011		8
South East	2011	(Other)	225
South East	2011	Flat/apartment	144
South East	2011	Semi-detached, row/terrace house, townhouse etc.	273
South East	2011	Separate house	13193
South East	2016		92
South East	2016	(Other)	199
South East	2016	Flat/apartment	126
South East	2016	Semi-detached, row/terrace house, townhouse etc.	148
South East	2016	Separate house	13847
West and North West	2006		3
West and North West	2006	(Other)	462
West and North West	2006	Flat/apartment	3019
West and North West	2006	Semi-detached, row/terrace house, townhouse etc.	1177
West and North West	2006	Separate house	36313
West and North West	2011		17
West and North West	2011	(Other)	416
West and North West	2011	Flat/apartment	2263
West and North West	2011	Semi-detached, row/terrace house, townhouse etc.	1932
West and North West	2011	Separate house	38004
West and North West	2016		154
West and North West	2016	(Other)	319
West and North West	2016	Flat/apartment	683
West and North West	2016	Semi-detached, row/terrace house, townhouse etc.	2830
West and North West	2016	Separate house	38956
Migratory - Offshore - Shipping (Tas.)	2006		0
Migratory - Offshore - Shipping (Tas.)	2006	(Other)	0
Migratory - Offshore - Shipping (Tas.)	2006	Flat/apartment	0
Migratory - Offshore - Shipping (Tas.)	2006	Semi-detached, row/terrace house, townhouse etc.	0
Migratory - Offshore - Shipping (Tas.)	2006	Separate house	0
Migratory - Offshore - Shipping (Tas.)	2011		0
Migratory - Offshore - Shipping (Tas.)	2011	(Other)	0
Migratory - Offshore - Shipping (Tas.)	2011	Flat/apartment	0
Migratory - Offshore - Shipping (Tas.)	2011	Semi-detached, row/terrace house, townhouse etc.	0
Migratory - Offshore - Shipping (Tas.)	2011	Separate house	0
Migratory - Offshore - Shipping (Tas.)	2016		0
Migratory - Offshore - Shipping (Tas.)	2016	(Other)	0
Migratory - Offshore - Shipping (Tas.)	2016	Flat/apartment	0
Migratory - Offshore - Shipping (Tas.)	2016	Semi-detached, row/terrace house, townhouse etc.	0
Migratory - Offshore - Shipping (Tas.)	2016	Separate house	0
No usual address (Tas.)	2006		0
No usual address (Tas.)	2006	(Other)	0
No usual address (Tas.)	2006	Flat/apartment	0
No usual address (Tas.)	2006	Semi-detached, row/terrace house, townhouse etc.	0
No usual address (Tas.)	2006	Separate house	0
No usual address (Tas.)	2011		0
No usual address (Tas.)	2011	(Other)	0
No usual address (Tas.)	2011	Flat/apartment	0
No usual address (Tas.)	2011	Semi-detached, row/terrace house, townhouse etc.	0
No usual address (Tas.)	2011	Separate house	0
No usual address (Tas.)	2016		0
No usual address (Tas.)	2016	(Other)	0
No usual address (Tas.)	2016	Flat/apartment	0
No usual address (Tas.)	2016	Semi-detached, row/terrace house, townhouse etc.	0
No usual address (Tas.)	2016	Separate house	0
Darwin	2006		31
Darwin	2006	(Other)	1123
Darwin	2006	Flat/apartment	6809
Darwin	2006	Semi-detached, row/terrace house, townhouse etc.	3712
Darwin	2006	Separate house	23505
Darwin	2011		104
Darwin	2011	(Other)	1126
Darwin	2011	Flat/apartment	7654
Darwin	2011	Semi-detached, row/terrace house, townhouse etc.	4987
Darwin	2011	Separate house	24868
Darwin	2016		256
Darwin	2016	(Other)	850
Darwin	2016	Flat/apartment	10062
Darwin	2016	Semi-detached, row/terrace house, townhouse etc.	4646
Darwin	2016	Separate house	27239
Northern Territory - Outback	2006		7
Northern Territory - Outback	2006	(Other)	1320
Northern Territory - Outback	2006	Flat/apartment	1676
Northern Territory - Outback	2006	Semi-detached, row/terrace house, townhouse etc.	1933
Northern Territory - Outback	2006	Separate house	15813
Northern Territory - Outback	2011		158
Northern Territory - Outback	2011	(Other)	1352
Northern Territory - Outback	2011	Flat/apartment	2436
Northern Territory - Outback	2011	Semi-detached, row/terrace house, townhouse etc.	1894
Northern Territory - Outback	2011	Separate house	16321
Northern Territory - Outback	2016		315
Northern Territory - Outback	2016	(Other)	1323
Northern Territory - Outback	2016	Flat/apartment	1308
Northern Territory - Outback	2016	Semi-detached, row/terrace house, townhouse etc.	3206
Northern Territory - Outback	2016	Separate house	15862
Migratory - Offshore - Shipping (NT)	2006		0
Migratory - Offshore - Shipping (NT)	2006	(Other)	0
Migratory - Offshore - Shipping (NT)	2006	Flat/apartment	0
Migratory - Offshore - Shipping (NT)	2006	Semi-detached, row/terrace house, townhouse etc.	0
Migratory - Offshore - Shipping (NT)	2006	Separate house	0
Migratory - Offshore - Shipping (NT)	2011		0
Migratory - Offshore - Shipping (NT)	2011	(Other)	0
Migratory - Offshore - Shipping (NT)	2011	Flat/apartment	0
Migratory - Offshore - Shipping (NT)	2011	Semi-detached, row/terrace house, townhouse etc.	0
Migratory - Offshore - Shipping (NT)	2011	Separate house	0
Migratory - Offshore - Shipping (NT)	2016		0
Migratory - Offshore - Shipping (NT)	2016	(Other)	0
Migratory - Offshore - Shipping (NT)	2016	Flat/apartment	0
Migratory - Offshore - Shipping (NT)	2016	Semi-detached, row/terrace house, townhouse etc.	0
Migratory - Offshore - Shipping (NT)	2016	Separate house	0
No usual address (NT)	2006		0
No usual address (NT)	2006	(Other)	0
No usual address (NT)	2006	Flat/apartment	0
No usual address (NT)	2006	Semi-detached, row/terrace house, townhouse etc.	0
No usual address (NT)	2006	Separate house	0
No usual address (NT)	2011		0
No usual address (NT)	2011	(Other)	0
No usual address (NT)	2011	Flat/apartment	0
No usual address (NT)	2011	Semi-detached, row/terrace house, townhouse etc.	0
No usual address (NT)	2011	Separate house	0
No usual address (NT)	2016		0
No usual address (NT)	2016	(Other)	0
No usual address (NT)	2016	Flat/apartment	0
No usual address (NT)	2016	Semi-detached, row/terrace house, townhouse etc.	0
No usual address (NT)	2016	Separate house	0
Australian Capital Territory	2006		43
Australian Capital Territory	2006	(Other)	207
Australian Capital Territory	2006	Flat/apartment	11784
Australian Capital Territory	2006	Semi-detached, row/terrace house, townhouse etc.	15661
Australian Capital Territory	2006	Separate house	89222
Australian Capital Territory	2011		50
Australian Capital Territory	2011	(Other)	228
Australian Capital Territory	2011	Flat/apartment	16073
Australian Capital Territory	2011	Semi-detached, row/terrace house, townhouse etc.	18810
Australian Capital Territory	2011	Separate house	94267
Australian Capital Territory	2016		271
Australian Capital Territory	2016	(Other)	187
Australian Capital Territory	2016	Flat/apartment	21404
Australian Capital Territory	2016	Semi-detached, row/terrace house, townhouse etc.	25278
Australian Capital Territory	2016	Separate house	95520
Migratory - Offshore - Shipping (ACT)	2006		0
Migratory - Offshore - Shipping (ACT)	2006	(Other)	0
Migratory - Offshore - Shipping (ACT)	2006	Flat/apartment	0
Migratory - Offshore - Shipping (ACT)	2006	Semi-detached, row/terrace house, townhouse etc.	0
Migratory - Offshore - Shipping (ACT)	2006	Separate house	0
Migratory - Offshore - Shipping (ACT)	2011		0
Migratory - Offshore - Shipping (ACT)	2011	(Other)	0
Migratory - Offshore - Shipping (ACT)	2011	Flat/apartment	0
Migratory - Offshore - Shipping (ACT)	2011	Semi-detached, row/terrace house, townhouse etc.	0
Migratory - Offshore - Shipping (ACT)	2011	Separate house	0
Migratory - Offshore - Shipping (ACT)	2016		0
Migratory - Offshore - Shipping (ACT)	2016	(Other)	0
Migratory - Offshore - Shipping (ACT)	2016	Flat/apartment	0
Migratory - Offshore - Shipping (ACT)	2016	Semi-detached, row/terrace house, townhouse etc.	0
Migratory - Offshore - Shipping (ACT)	2016	Separate house	0
No usual address (ACT)	2006		0
No usual address (ACT)	2006	(Other)	0
No usual address (ACT)	2006	Flat/apartment	0
No usual address (ACT)	2006	Semi-detached, row/terrace house, townhouse etc.	0
No usual address (ACT)	2006	Separate house	0
No usual address (ACT)	2011		0
No usual address (ACT)	2011	(Other)	0
No usual address (ACT)	2011	Flat/apartment	0
No usual address (ACT)	2011	Semi-detached, row/terrace house, townhouse etc.	0
No usual address (ACT)	2011	Separate house	0
No usual address (ACT)	2016		0
No usual address (ACT)	2016	(Other)	0
No usual address (ACT)	2016	Flat/apartment	0
No usual address (ACT)	2016	Semi-detached, row/terrace house, townhouse etc.	0
No usual address (ACT)	2016	Separate house	0
Other Territories	2006		0
Other Territories	2006	(Other)	6
Other Territories	2006	Flat/apartment	145
Other Territories	2006	Semi-detached, row/terrace house, townhouse etc.	7
Other Territories	2006	Separate house	561
Other Territories	2011		15
Other Territories	2011	(Other)	7
Other Territories	2011	Flat/apartment	214
Other Territories	2011	Semi-detached, row/terrace house, townhouse etc.	69
Other Territories	2011	Separate house	398
Other Territories	2016		16
Other Territories	2016	(Other)	12
Other Territories	2016	Flat/apartment	115
Other Territories	2016	Semi-detached, row/terrace house, townhouse etc.	87
Other Territories	2016	Separate house	1130
Migratory - Offshore - Shipping (OT)	2006		0
Migratory - Offshore - Shipping (OT)	2006	(Other)	0
Migratory - Offshore - Shipping (OT)	2006	Flat/apartment	0
Migratory - Offshore - Shipping (OT)	2006	Semi-detached, row/terrace house, townhouse etc.	0
Migratory - Offshore - Shipping (OT)	2006	Separate house	0
Migratory - Offshore - Shipping (OT)	2011		0
Migratory - Offshore - Shipping (OT)	2011	(Other)	0
Migratory - Offshore - Shipping (OT)	2011	Flat/apartment	0
Migratory - Offshore - Shipping (OT)	2011	Semi-detached, row/terrace house, townhouse etc.	0
Migratory - Offshore - Shipping (OT)	2011	Separate house	0
Migratory - Offshore - Shipping (OT)	2016		0
Migratory - Offshore - Shipping (OT)	2016	(Other)	0
Migratory - Offshore - Shipping (OT)	2016	Flat/apartment	0
Migratory - Offshore - Shipping (OT)	2016	Semi-detached, row/terrace house, townhouse etc.	0
Migratory - Offshore - Shipping (OT)	2016	Separate house	0
No usual address (OT)	2006		0
No usual address (OT)	2006	(Other)	0
No usual address (OT)	2006	Flat/apartment	0
No usual address (OT)	2006	Semi-detached, row/terrace house, townhouse etc.	0
No usual address (OT)	2006	Separate house	0
No usual address (OT)	2011		0
No usual address (OT)	2011	(Other)	0
No usual address (OT)	2011	Flat/apartment	0
No usual address (OT)	2011	Semi-detached, row/terrace house, townhouse etc.	0
No usual address (OT)	2011	Separate house	0
No usual address (OT)	2016		0
No usual address (OT)	2016	(Other)	0
No usual address (OT)	2016	Flat/apartment	0
No usual address (OT)	2016	Semi-detached, row/terrace house, townhouse etc.	0
No usual address (OT)	2016	Separate house	0
