SA4_NAME16	Year	DwellingStructure	occupied_private_dwellings
Melbourne - North East	2011	Semi-detached, row/terrace house, townhouse etc.	12310
Melbourne - North East	2011	Separate house	126295
Melbourne - North East	2016		413
Melbourne - North East	2016	(Other)	319
Melbourne - North East	2016	Flat/apartment	8478
Melbourne - North East	2016	Semi-detached, row/terrace house, townhouse etc.	24922
Melbourne - North East	2016	Separate house	134536
Melbourne - North West	2006		10
Melbourne - North West	2006	(Other)	500
Melbourne - North West	2006	Flat/apartment	5557
Melbourne - North West	2006	Semi-detached, row/terrace house, townhouse etc.	7641
Melbourne - North West	2006	Separate house	82947
Melbourne - North West	2011		51
Melbourne - North West	2011	(Other)	388
Melbourne - North West	2011	Flat/apartment	5956
Melbourne - North West	2011	Semi-detached, row/terrace house, townhouse etc.	9920
Melbourne - North West	2011	Separate house	90085
Melbourne - North West	2016		318
Melbourne - North West	2016	(Other)	582
Melbourne - North West	2016	Flat/apartment	3865
Melbourne - North West	2016	Semi-detached, row/terrace house, townhouse etc.	18066
Melbourne - North West	2016	Separate house	95786
Melbourne - Outer East	2006		20
Melbourne - Outer East	2006	(Other)	668
Melbourne - Outer East	2006	Flat/apartment	7807
Melbourne - Outer East	2006	Semi-detached, row/terrace house, townhouse etc.	13407
Melbourne - Outer East	2006	Separate house	140726
Melbourne - Outer East	2011		35
Melbourne - Outer East	2011	(Other)	532
Melbourne - Outer East	2011	Flat/apartment	7313
Melbourne - Outer East	2011	Semi-detached, row/terrace house, townhouse etc.	16339
Melbourne - Outer East	2011	Separate house	145760
Melbourne - Outer East	2016		460
Melbourne - Outer East	2016	(Other)	592
Melbourne - Outer East	2016	Flat/apartment	3209
Melbourne - Outer East	2016	Semi-detached, row/terrace house, townhouse etc.	17851
Melbourne - Outer East	2016	Separate house	153179
Melbourne - South East	2006		7
Melbourne - South East	2006	(Other)	834
Melbourne - South East	2006	Flat/apartment	18215
Melbourne - South East	2006	Semi-detached, row/terrace house, townhouse etc.	12340
Melbourne - South East	2006	Separate house	164672
Melbourne - South East	2011		76
Melbourne - South East	2011	(Other)	1107
Melbourne - South East	2011	Flat/apartment	20276
Melbourne - South East	2011	Semi-detached, row/terrace house, townhouse etc.	16091
Melbourne - South East	2011	Separate house	181827
Melbourne - South East	2016		565
Melbourne - South East	2016	(Other)	877
Melbourne - South East	2016	Flat/apartment	14170
Melbourne - South East	2016	Semi-detached, row/terrace house, townhouse etc.	29842
Melbourne - South East	2016	Separate house	197558
Melbourne - West	2006		24
Melbourne - West	2006	(Other)	741
Melbourne - West	2006	Flat/apartment	14207
Melbourne - West	2006	Semi-detached, row/terrace house, townhouse etc.	15187
Melbourne - West	2006	Separate house	141909
Melbourne - West	2011		75
Melbourne - West	2011	(Other)	712
Melbourne - West	2011	Flat/apartment	16959
Melbourne - West	2011	Semi-detached, row/terrace house, townhouse etc.	15920
Melbourne - West	2011	Separate house	172885
Melbourne - West	2016		535
Melbourne - West	2016	(Other)	694
Melbourne - West	2016	Flat/apartment	14072
Melbourne - West	2016	Semi-detached, row/terrace house, townhouse etc.	38303
Melbourne - West	2016	Separate house	182821
Mornington Peninsula	2006		12
Mornington Peninsula	2006	(Other)	1001
Mornington Peninsula	2006	Flat/apartment	5651
Mornington Peninsula	2006	Semi-detached, row/terrace house, townhouse etc.	6449
Mornington Peninsula	2006	Separate house	80310
Mornington Peninsula	2011		38
Mornington Peninsula	2011	(Other)	976
Mornington Peninsula	2011	Flat/apartment	7254
Mornington Peninsula	2011	Semi-detached, row/terrace house, townhouse etc.	8190
Mornington Peninsula	2011	Separate house	85102
Mornington Peninsula	2016		229
Mornington Peninsula	2016	(Other)	907
Mornington Peninsula	2016	Flat/apartment	4048
Mornington Peninsula	2016	Semi-detached, row/terrace house, townhouse etc.	14326
Mornington Peninsula	2016	Separate house	87968
North West	2006		5
North West	2006	(Other)	1144
North West	2006	Flat/apartment	3418
North West	2006	Semi-detached, row/terrace house, townhouse etc.	1959
North West	2006	Separate house	49817
North West	2011		29
North West	2011	(Other)	849
North West	2011	Flat/apartment	3255
North West	2011	Semi-detached, row/terrace house, townhouse etc.	1985
North West	2011	Separate house	51068
North West	2016		392
North West	2016	(Other)	593
North West	2016	Flat/apartment	2542
North West	2016	Semi-detached, row/terrace house, townhouse etc.	2838
North West	2016	Separate house	50538
Shepparton	2006		11
Shepparton	2006	(Other)	893
Shepparton	2006	Flat/apartment	3315
Shepparton	2006	Semi-detached, row/terrace house, townhouse etc.	1630
Shepparton	2006	Separate house	38110
Shepparton	2011		42
Shepparton	2011	(Other)	721
Shepparton	2011	Flat/apartment	3537
Shepparton	2011	Semi-detached, row/terrace house, townhouse etc.	1452
Shepparton	2011	Separate house	40581
Shepparton	2016		222
Shepparton	2016	(Other)	529
Shepparton	2016	Flat/apartment	1110
Shepparton	2016	Semi-detached, row/terrace house, townhouse etc.	3275
Shepparton	2016	Separate house	42184
Warrnambool and South West	2006		57
Warrnambool and South West	2006	(Other)	544
Warrnambool and South West	2006	Flat/apartment	2344
Warrnambool and South West	2006	Semi-detached, row/terrace house, townhouse etc.	1728
Warrnambool and South West	2006	Separate house	39952
Warrnambool and South West	2011		18
Warrnambool and South West	2011	(Other)	382
Warrnambool and South West	2011	Flat/apartment	2524
Warrnambool and South West	2011	Semi-detached, row/terrace house, townhouse etc.	1611
Warrnambool and South West	2011	Separate house	41588
Warrnambool and South West	2016		326
Warrnambool and South West	2016	(Other)	332
Warrnambool and South West	2016	Flat/apartment	1231
Warrnambool and South West	2016	Semi-detached, row/terrace house, townhouse etc.	2666
Warrnambool and South West	2016	Separate house	41981
Migratory - Offshore - Shipping (Vic.)	2006		0
Migratory - Offshore - Shipping (Vic.)	2006	(Other)	0
Migratory - Offshore - Shipping (Vic.)	2006	Flat/apartment	0
Migratory - Offshore - Shipping (Vic.)	2006	Semi-detached, row/terrace house, townhouse etc.	0
Migratory - Offshore - Shipping (Vic.)	2006	Separate house	0
Migratory - Offshore - Shipping (Vic.)	2011		0
Migratory - Offshore - Shipping (Vic.)	2011	(Other)	0
Migratory - Offshore - Shipping (Vic.)	2011	Flat/apartment	0
Migratory - Offshore - Shipping (Vic.)	2011	Semi-detached, row/terrace house, townhouse etc.	0
Migratory - Offshore - Shipping (Vic.)	2011	Separate house	0
Migratory - Offshore - Shipping (Vic.)	2016		0
Migratory - Offshore - Shipping (Vic.)	2016	(Other)	0
Migratory - Offshore - Shipping (Vic.)	2016	Flat/apartment	0
Migratory - Offshore - Shipping (Vic.)	2016	Semi-detached, row/terrace house, townhouse etc.	0
Migratory - Offshore - Shipping (Vic.)	2016	Separate house	0
No usual address (Vic.)	2006		0
No usual address (Vic.)	2006	(Other)	0
No usual address (Vic.)	2006	Flat/apartment	0
No usual address (Vic.)	2006	Semi-detached, row/terrace house, townhouse etc.	0
No usual address (Vic.)	2006	Separate house	0
No usual address (Vic.)	2011		0
No usual address (Vic.)	2011	(Other)	0
No usual address (Vic.)	2011	Flat/apartment	0
No usual address (Vic.)	2011	Semi-detached, row/terrace house, townhouse etc.	0
No usual address (Vic.)	2011	Separate house	0
No usual address (Vic.)	2016		0
No usual address (Vic.)	2016	(Other)	0
No usual address (Vic.)	2016	Flat/apartment	0
No usual address (Vic.)	2016	Semi-detached, row/terrace house, townhouse etc.	0
No usual address (Vic.)	2016	Separate house	0
Brisbane - East	2006		9
Brisbane - East	2006	(Other)	778
Brisbane - East	2006	Flat/apartment	2669
Brisbane - East	2006	Semi-detached, row/terrace house, townhouse etc.	6920
Brisbane - East	2006	Separate house	57660
Brisbane - East	2011		20
Brisbane - East	2011	(Other)	507
Brisbane - East	2011	Flat/apartment	2819
Brisbane - East	2011	Semi-detached, row/terrace house, townhouse etc.	7515
Brisbane - East	2011	Separate house	64256
Brisbane - East	2016		289
Brisbane - East	2016	(Other)	525
Brisbane - East	2016	Flat/apartment	3439
Brisbane - East	2016	Semi-detached, row/terrace house, townhouse etc.	8660
Brisbane - East	2016	Separate house	66319
Brisbane - North	2006		29
Brisbane - North	2006	(Other)	484
Brisbane - North	2006	Flat/apartment	6938
Brisbane - North	2006	Semi-detached, row/terrace house, townhouse etc.	5438
Brisbane - North	2006	Separate house	53931
Brisbane - North	2011		25
Brisbane - North	2011	(Other)	539
Brisbane - North	2011	Flat/apartment	8764
Brisbane - North	2011	Semi-detached, row/terrace house, townhouse etc.	7389
Brisbane - North	2011	Separate house	56161
Brisbane - North	2016		305
Brisbane - North	2016	(Other)	370
Brisbane - North	2016	Flat/apartment	11278
Brisbane - North	2016	Semi-detached, row/terrace house, townhouse etc.	9465
Brisbane - North	2016	Separate house	56616
Brisbane - South	2006		34
Brisbane - South	2006	(Other)	832
Brisbane - South	2006	Flat/apartment	11933
Brisbane - South	2006	Semi-detached, row/terrace house, townhouse etc.	9903
Brisbane - South	2006	Separate house	81754
Brisbane - South	2011		37
Brisbane - South	2011	(Other)	765
Brisbane - South	2011	Flat/apartment	13179
Brisbane - South	2011	Semi-detached, row/terrace house, townhouse etc.	13220
Brisbane - South	2011	Separate house	84009
Brisbane - South	2016		523
Brisbane - South	2016	(Other)	818
Brisbane - South	2016	Flat/apartment	15167
Brisbane - South	2016	Semi-detached, row/terrace house, townhouse etc.	15408
Brisbane - South	2016	Separate house	84908
Brisbane - West	2006		4
Brisbane - West	2006	(Other)	42
Brisbane - West	2006	Flat/apartment	7078
Brisbane - West	2006	Semi-detached, row/terrace house, townhouse etc.	3059
Brisbane - West	2006	Separate house	45809
Brisbane - West	2011		16
Brisbane - West	2011	(Other)	30
Brisbane - West	2011	Flat/apartment	7910
Brisbane - West	2011	Semi-detached, row/terrace house, townhouse etc.	4285
Brisbane - West	2011	Separate house	46783
Brisbane - West	2016		211
Brisbane - West	2016	(Other)	31
Brisbane - West	2016	Flat/apartment	9127
Brisbane - West	2016	Semi-detached, row/terrace house, townhouse etc.	3711
Brisbane - West	2016	Separate house	48118
Brisbane Inner City	2006		61
Brisbane Inner City	2006	(Other)	580
Brisbane Inner City	2006	Flat/apartment	34891
Brisbane Inner City	2006	Semi-detached, row/terrace house, townhouse etc.	5825
Brisbane Inner City	2006	Separate house	40192
Brisbane Inner City	2011		79
Brisbane Inner City	2011	(Other)	242
Brisbane Inner City	2011	Flat/apartment	39981
Brisbane Inner City	2011	Semi-detached, row/terrace house, townhouse etc.	7607
Brisbane Inner City	2011	Separate house	41350
Brisbane Inner City	2016		577
Brisbane Inner City	2016	(Other)	226
Brisbane Inner City	2016	Flat/apartment	48869
Brisbane Inner City	2016	Semi-detached, row/terrace house, townhouse etc.	7168
Brisbane Inner City	2016	Separate house	40148
Cairns	2006		45
Cairns	2006	(Other)	1756
Cairns	2006	Flat/apartment	9883
Cairns	2006	Semi-detached, row/terrace house, townhouse etc.	4777
Cairns	2006	Separate house	56101
Cairns	2011		106
Cairns	2011	(Other)	1543
Cairns	2011	Flat/apartment	13070
Cairns	2011	Semi-detached, row/terrace house, townhouse etc.	4794
Cairns	2011	Separate house	62772
Cairns	2016		664
Cairns	2016	(Other)	1467
Cairns	2016	Flat/apartment	11499
Cairns	2016	Semi-detached, row/terrace house, townhouse etc.	6458
Cairns	2016	Separate house	65955
Darling Downs - Maranoa	2006		26
Darling Downs - Maranoa	2006	(Other)	834
Darling Downs - Maranoa	2006	Flat/apartment	1829
Darling Downs - Maranoa	2006	Semi-detached, row/terrace house, townhouse etc.	654
Darling Downs - Maranoa	2006	Separate house	38156
Darling Downs - Maranoa	2011		89
Darling Downs - Maranoa	2011	(Other)	653
Darling Downs - Maranoa	2011	Flat/apartment	1769
Darling Downs - Maranoa	2011	Semi-detached, row/terrace house, townhouse etc.	716
Darling Downs - Maranoa	2011	Separate house	40671
Darling Downs - Maranoa	2016		375
Darling Downs - Maranoa	2016	(Other)	589
Darling Downs - Maranoa	2016	Flat/apartment	1215
Darling Downs - Maranoa	2016	Semi-detached, row/terrace house, townhouse etc.	1501
Darling Downs - Maranoa	2016	Separate house	41423
Central Queensland	2006		68
Central Queensland	2006	(Other)	1986
Central Queensland	2006	Flat/apartment	4409
Central Queensland	2006	Semi-detached, row/terrace house, townhouse etc.	1778
Central Queensland	2006	Separate house	58501
Central Queensland	2011		85
Central Queensland	2011	(Other)	1787
Central Queensland	2011	Flat/apartment	4817
Central Queensland	2011	Semi-detached, row/terrace house, townhouse etc.	2108
Central Queensland	2011	Separate house	63503
Central Queensland	2016		708
Central Queensland	2016	(Other)	1240
Central Queensland	2016	Flat/apartment	3957
Central Queensland	2016	Semi-detached, row/terrace house, townhouse etc.	3867
Central Queensland	2016	Separate house	66755
Gold Coast	2006		139
Gold Coast	2006	(Other)	2208
Gold Coast	2006	Flat/apartment	29076
Gold Coast	2006	Semi-detached, row/terrace house, townhouse etc.	29372
Gold Coast	2006	Separate house	103114
Gold Coast	2011		192
Gold Coast	2011	(Other)	2032
Gold Coast	2011	Flat/apartment	35632
Gold Coast	2011	Semi-detached, row/terrace house, townhouse etc.	34284
Gold Coast	2011	Separate house	114297
Gold Coast	2016		945
Gold Coast	2016	(Other)	1532
Gold Coast	2016	Flat/apartment	39506
Gold Coast	2016	Semi-detached, row/terrace house, townhouse etc.	41087
Gold Coast	2016	Separate house	120527
Ipswich	2006		65
Ipswich	2006	(Other)	1012
Ipswich	2006	Flat/apartment	2583
Ipswich	2006	Semi-detached, row/terrace house, townhouse etc.	2452
Ipswich	2006	Separate house	75813
Ipswich	2011		74
Ipswich	2011	(Other)	992
Ipswich	2011	Flat/apartment	2471
Ipswich	2011	Semi-detached, row/terrace house, townhouse etc.	4769
Ipswich	2011	Separate house	86517
Ipswich	2016		361
Ipswich	2016	(Other)	772
Ipswich	2016	Flat/apartment	1589
Ipswich	2016	Semi-detached, row/terrace house, townhouse etc.	8072
Ipswich	2016	Separate house	94659
Logan - Beaudesert	2006		9
Logan - Beaudesert	2006	(Other)	718
Logan - Beaudesert	2006	Flat/apartment	3462
Logan - Beaudesert	2006	Semi-detached, row/terrace house, townhouse etc.	6752
Logan - Beaudesert	2006	Separate house	75646
Logan - Beaudesert	2011		34
Logan - Beaudesert	2011	(Other)	587
Logan - Beaudesert	2011	Flat/apartment	3021
Logan - Beaudesert	2011	Semi-detached, row/terrace house, townhouse etc.	7933
Logan - Beaudesert	2011	Separate house	84161
Logan - Beaudesert	2016		311
Logan - Beaudesert	2016	(Other)	680
Logan - Beaudesert	2016	Flat/apartment	2790
Logan - Beaudesert	2016	Semi-detached, row/terrace house, townhouse etc.	10525
Logan - Beaudesert	2016	Separate house	87788
Mackay - Isaac - Whitsunday	2006		34
Mackay - Isaac - Whitsunday	2006	(Other)	1699
Mackay - Isaac - Whitsunday	2006	Flat/apartment	4438
Mackay - Isaac - Whitsunday	2006	Semi-detached, row/terrace house, townhouse etc.	2334
Mackay - Isaac - Whitsunday	2006	Separate house	41524
Mackay - Isaac - Whitsunday	2011		80
Mackay - Isaac - Whitsunday	2011	(Other)	1558
Mackay - Isaac - Whitsunday	2011	Flat/apartment	4712
Mackay - Isaac - Whitsunday	2011	Semi-detached, row/terrace house, townhouse etc.	2832
Mackay - Isaac - Whitsunday	2011	Separate house	46886
Mackay - Isaac - Whitsunday	2016		488
Mackay - Isaac - Whitsunday	2016	(Other)	952
Mackay - Isaac - Whitsunday	2016	Flat/apartment	3160
Mackay - Isaac - Whitsunday	2016	Semi-detached, row/terrace house, townhouse etc.	4698
Mackay - Isaac - Whitsunday	2016	Separate house	48818
Moreton Bay - North	2006		25
Moreton Bay - North	2006	(Other)	1173
Moreton Bay - North	2006	Flat/apartment	5405
Moreton Bay - North	2006	Semi-detached, row/terrace house, townhouse etc.	3994
Moreton Bay - North	2006	Separate house	57454
Moreton Bay - North	2011		31
Moreton Bay - North	2011	(Other)	1044
Moreton Bay - North	2011	Flat/apartment	6134
Moreton Bay - North	2011	Semi-detached, row/terrace house, townhouse etc.	5857
Moreton Bay - North	2011	Separate house	64838
Moreton Bay - North	2016		273
Moreton Bay - North	2016	(Other)	990
Moreton Bay - North	2016	Flat/apartment	6250
Moreton Bay - North	2016	Semi-detached, row/terrace house, townhouse etc.	8438
Moreton Bay - North	2016	Separate house	68601
Moreton Bay - South	2006		0
Moreton Bay - South	2006	(Other)	288
Moreton Bay - South	2006	Flat/apartment	975
Moreton Bay - South	2006	Semi-detached, row/terrace house, townhouse etc.	2530
Moreton Bay - South	2006	Separate house	43158
Moreton Bay - South	2011		37
Moreton Bay - South	2011	(Other)	283
Moreton Bay - South	2011	Flat/apartment	1462
Moreton Bay - South	2011	Semi-detached, row/terrace house, townhouse etc.	3966
Moreton Bay - South	2011	Separate house	50772
Moreton Bay - South	2016		112
Moreton Bay - South	2016	(Other)	256
Moreton Bay - South	2016	Flat/apartment	1170
Moreton Bay - South	2016	Semi-detached, row/terrace house, townhouse etc.	7768
Moreton Bay - South	2016	Separate house	55798
Queensland - Outback	2006		329
Queensland - Outback	2006	(Other)	1111
Queensland - Outback	2006	Flat/apartment	1501
Queensland - Outback	2006	Semi-detached, row/terrace house, townhouse etc.	927
Queensland - Outback	2006	Separate house	20466
Queensland - Outback	2011		137
Queensland - Outback	2011	(Other)	1082
Queensland - Outback	2011	Flat/apartment	2131
Queensland - Outback	2011	Semi-detached, row/terrace house, townhouse etc.	919
Queensland - Outback	2011	Separate house	21122
Queensland - Outback	2016		347
Queensland - Outback	2016	(Other)	897
Queensland - Outback	2016	Flat/apartment	1041
Queensland - Outback	2016	Semi-detached, row/terrace house, townhouse etc.	1974
Queensland - Outback	2016	Separate house	20748
Sunshine Coast	2006		44
Sunshine Coast	2006	(Other)	2028
Sunshine Coast	2006	Flat/apartment	11994
Sunshine Coast	2006	Semi-detached, row/terrace house, townhouse etc.	10727
Sunshine Coast	2006	Separate house	78880
Sunshine Coast	2011		54
Sunshine Coast	2011	(Other)	2201
Sunshine Coast	2011	Flat/apartment	13390
Sunshine Coast	2011	Semi-detached, row/terrace house, townhouse etc.	11739
Sunshine Coast	2011	Separate house	89323
Sunshine Coast	2016		736
Sunshine Coast	2016	(Other)	1729
Sunshine Coast	2016	Flat/apartment	14367
Sunshine Coast	2016	Semi-detached, row/terrace house, townhouse etc.	15962
Sunshine Coast	2016	Separate house	95936
Toowoomba	2006		5
Toowoomba	2006	(Other)	289
Toowoomba	2006	Flat/apartment	4320
Toowoomba	2006	Semi-detached, row/terrace house, townhouse etc.	2655
Toowoomba	2006	Separate house	39121
Toowoomba	2011		32
Toowoomba	2011	(Other)	279
Toowoomba	2011	Flat/apartment	5426
Toowoomba	2011	Semi-detached, row/terrace house, townhouse etc.	2288
Toowoomba	2011	Separate house	42836
Toowoomba	2016		359
Toowoomba	2016	(Other)	439
Toowoomba	2016	Flat/apartment	2635
Toowoomba	2016	Semi-detached, row/terrace house, townhouse etc.	6595
Toowoomba	2016	Separate house	43804
Townsville	2006		25
Townsville	2006	(Other)	1012
Townsville	2006	Flat/apartment	7951
Townsville	2006	Semi-detached, row/terrace house, townhouse etc.	2572
Townsville	2006	Separate house	57115
Townsville	2011		63
Townsville	2011	(Other)	1024
Townsville	2011	Flat/apartment	8582
Townsville	2011	Semi-detached, row/terrace house, townhouse etc.	3730
Townsville	2011	Separate house	63148
Townsville	2016		355
Townsville	2016	(Other)	883
Townsville	2016	Flat/apartment	5764
Townsville	2016	Semi-detached, row/terrace house, townhouse etc.	6960
Townsville	2016	Separate house	67086
Wide Bay	2006		88
Wide Bay	2006	(Other)	2672
Wide Bay	2006	Flat/apartment	4958
Wide Bay	2006	Semi-detached, row/terrace house, townhouse etc.	3252
Wide Bay	2006	Separate house	82468
Wide Bay	2011		82
Wide Bay	2011	(Other)	2444
Wide Bay	2011	Flat/apartment	6432
Wide Bay	2011	Semi-detached, row/terrace house, townhouse etc.	3466
Wide Bay	2011	Separate house	91900
Wide Bay	2016		651
Wide Bay	2016	(Other)	2420
Wide Bay	2016	Flat/apartment	3971
Wide Bay	2016	Semi-detached, row/terrace house, townhouse etc.	6661
Wide Bay	2016	Separate house	95658
Migratory - Offshore - Shipping (Qld)	2006		0
Migratory - Offshore - Shipping (Qld)	2006	(Other)	0
Migratory - Offshore - Shipping (Qld)	2006	Flat/apartment	0
Migratory - Offshore - Shipping (Qld)	2006	Semi-detached, row/terrace house, townhouse etc.	0
Migratory - Offshore - Shipping (Qld)	2006	Separate house	0
Migratory - Offshore - Shipping (Qld)	2011		0
Migratory - Offshore - Shipping (Qld)	2011	(Other)	0
Migratory - Offshore - Shipping (Qld)	2011	Flat/apartment	0
Migratory - Offshore - Shipping (Qld)	2011	Semi-detached, row/terrace house, townhouse etc.	0
Migratory - Offshore - Shipping (Qld)	2011	Separate house	0
Migratory - Offshore - Shipping (Qld)	2016		0
Migratory - Offshore - Shipping (Qld)	2016	(Other)	0
Migratory - Offshore - Shipping (Qld)	2016	Flat/apartment	0
Migratory - Offshore - Shipping (Qld)	2016	Semi-detached, row/terrace house, townhouse etc.	0
Migratory - Offshore - Shipping (Qld)	2016	Separate house	0
No usual address (Qld)	2006		0
No usual address (Qld)	2006	(Other)	0
No usual address (Qld)	2006	Flat/apartment	0
No usual address (Qld)	2006	Semi-detached, row/terrace house, townhouse etc.	0
No usual address (Qld)	2006	Separate house	0
No usual address (Qld)	2011		0
No usual address (Qld)	2011	(Other)	0
No usual address (Qld)	2011	Flat/apartment	0
No usual address (Qld)	2011	Semi-detached, row/terrace house, townhouse etc.	0
No usual address (Qld)	2011	Separate house	0
No usual address (Qld)	2016		0
No usual address (Qld)	2016	(Other)	0
No usual address (Qld)	2016	Flat/apartment	0
No usual address (Qld)	2016	Semi-detached, row/terrace house, townhouse etc.	0
No usual address (Qld)	2016	Separate house	0
Adelaide - Central and Hills	2006		18
Adelaide - Central and Hills	2006	(Other)	444
Adelaide - Central and Hills	2006	Flat/apartment	14881
Adelaide - Central and Hills	2006	Semi-detached, row/terrace house, townhouse etc.	14547
Adelaide - Central and Hills	2006	Separate house	73217
Adelaide - Central and Hills	2011		58
Adelaide - Central and Hills	2011	(Other)	218
Adelaide - Central and Hills	2011	Flat/apartment	17199
Adelaide - Central and Hills	2011	Semi-detached, row/terrace house, townhouse etc.	15323
Adelaide - Central and Hills	2011	Separate house	75396
Adelaide - Central and Hills	2016		425
Adelaide - Central and Hills	2016	(Other)	298
Adelaide - Central and Hills	2016	Flat/apartment	14906
Adelaide - Central and Hills	2016	Semi-detached, row/terrace house, townhouse etc.	20266
Adelaide - Central and Hills	2016	Separate house	74864
Adelaide - North	2006		219
Adelaide - North	2006	(Other)	441
Adelaide - North	2006	Flat/apartment	6901
Adelaide - North	2006	Semi-detached, row/terrace house, townhouse etc.	12985
Adelaide - North	2006	Separate house	114007
Adelaide - North	2011		37
Adelaide - North	2011	(Other)	353
Adelaide - North	2011	Flat/apartment	7524
Adelaide - North	2011	Semi-detached, row/terrace house, townhouse etc.	15152
Adelaide - North	2011	Separate house	123161
Adelaide - North	2016		363
Adelaide - North	2016	(Other)	443
Adelaide - North	2016	Flat/apartment	5211
Adelaide - North	2016	Semi-detached, row/terrace house, townhouse etc.	20470
Adelaide - North	2016	Separate house	127648
Adelaide - South	2006		10
Adelaide - South	2006	(Other)	458
Adelaide - South	2006	Flat/apartment	11769
Adelaide - South	2006	Semi-detached, row/terrace house, townhouse etc.	12264
Adelaide - South	2006	Separate house	101862
Adelaide - South	2011		45
Adelaide - South	2011	(Other)	458
Adelaide - South	2011	Flat/apartment	11878
Adelaide - South	2011	Semi-detached, row/terrace house, townhouse etc.	13753
Adelaide - South	2011	Separate house	106757
Adelaide - South	2016		402
Adelaide - South	2016	(Other)	411
Adelaide - South	2016	Flat/apartment	8895
Adelaide - South	2016	Semi-detached, row/terrace house, townhouse etc.	19951
Adelaide - South	2016	Separate house	107245
Adelaide - West	2006		10
Adelaide - West	2006	(Other)	262
Adelaide - West	2006	Flat/apartment	12489
Adelaide - West	2006	Semi-detached, row/terrace house, townhouse etc.	12630
Adelaide - West	2006	Separate house	59129
Adelaide - West	2011		41
Adelaide - West	2011	(Other)	197
Adelaide - West	2011	Flat/apartment	12810
Adelaide - West	2011	Semi-detached, row/terrace house, townhouse etc.	13474
Adelaide - West	2011	Separate house	61589
Adelaide - West	2016		323
Adelaide - West	2016	(Other)	233
Adelaide - West	2016	Flat/apartment	9294
Adelaide - West	2016	Semi-detached, row/terrace house, townhouse etc.	22310
Adelaide - West	2016	Separate house	58489
Barossa - Yorke - Mid North	2006		14
Barossa - Yorke - Mid North	2006	(Other)	545
Barossa - Yorke - Mid North	2006	Flat/apartment	996
Barossa - Yorke - Mid North	2006	Semi-detached, row/terrace house, townhouse etc.	1573
Barossa - Yorke - Mid North	2006	Separate house	36832
Barossa - Yorke - Mid North	2011		30
Barossa - Yorke - Mid North	2011	(Other)	471
Barossa - Yorke - Mid North	2011	Flat/apartment	1045
Barossa - Yorke - Mid North	2011	Semi-detached, row/terrace house, townhouse etc.	1595
Barossa - Yorke - Mid North	2011	Separate house	39240
Barossa - Yorke - Mid North	2016		284
Barossa - Yorke - Mid North	2016	(Other)	485
Barossa - Yorke - Mid North	2016	Flat/apartment	541
Barossa - Yorke - Mid North	2016	Semi-detached, row/terrace house, townhouse etc.	2049
Barossa - Yorke - Mid North	2016	Separate house	40101
South Australia - Outback	2006		23
South Australia - Outback	2006	(Other)	652
South Australia - Outback	2006	Flat/apartment	1455
South Australia - Outback	2006	Semi-detached, row/terrace house, townhouse etc.	4625
South Australia - Outback	2006	Separate house	23491
South Australia - Outback	2011		55
South Australia - Outback	2011	(Other)	415
South Australia - Outback	2011	Flat/apartment	1466
South Australia - Outback	2011	Semi-detached, row/terrace house, townhouse etc.	3974
South Australia - Outback	2011	Separate house	25428
South Australia - Outback	2016		266
South Australia - Outback	2016	(Other)	433
South Australia - Outback	2016	Flat/apartment	1145
South Australia - Outback	2016	Semi-detached, row/terrace house, townhouse etc.	5100
South Australia - Outback	2016	Separate house	23836
South Australia - South East	2006		28
South Australia - South East	2006	(Other)	1046
South Australia - South East	2006	Flat/apartment	3480
South Australia - South East	2006	Semi-detached, row/terrace house, townhouse etc.	2779
South Australia - South East	2006	Separate house	57881
South Australia - South East	2011		61
South Australia - South East	2011	(Other)	701
South Australia - South East	2011	Flat/apartment	3043
South Australia - South East	2011	Semi-detached, row/terrace house, townhouse etc.	3199
South Australia - South East	2011	Separate house	62894
South Australia - South East	2016		397
South Australia - South East	2016	(Other)	720
South Australia - South East	2016	Flat/apartment	2016
South Australia - South East	2016	Semi-detached, row/terrace house, townhouse etc.	4362
South Australia - South East	2016	Separate house	64616
Migratory - Offshore - Shipping (SA)	2006		0
Migratory - Offshore - Shipping (SA)	2006	(Other)	0
Migratory - Offshore - Shipping (SA)	2006	Flat/apartment	0
Migratory - Offshore - Shipping (SA)	2006	Semi-detached, row/terrace house, townhouse etc.	0
Migratory - Offshore - Shipping (SA)	2006	Separate house	0
Migratory - Offshore - Shipping (SA)	2011		0
Migratory - Offshore - Shipping (SA)	2011	(Other)	0
Migratory - Offshore - Shipping (SA)	2011	Flat/apartment	0
Migratory - Offshore - Shipping (SA)	2011	Semi-detached, row/terrace house, townhouse etc.	0
Migratory - Offshore - Shipping (SA)	2011	Separate house	0
Migratory - Offshore - Shipping (SA)	2016		0
Migratory - Offshore - Shipping (SA)	2016	(Other)	0
Migratory - Offshore - Shipping (SA)	2016	Flat/apartment	0
Migratory - Offshore - Shipping (SA)	2016	Semi-detached, row/terrace house, townhouse etc.	0
Migratory - Offshore - Shipping (SA)	2016	Separate house	0
No usual address (SA)	2006		0
No usual address (SA)	2006	(Other)	0
No usual address (SA)	2006	Flat/apartment	0
No usual address (SA)	2006	Semi-detached, row/terrace house, townhouse etc.	0
No usual address (SA)	2006	Separate house	0
No usual address (SA)	2011		0
No usual address (SA)	2011	(Other)	0
