SA4_NAME16	Year	Occupation	Sex	workers
Sydney - Parramatta	2011	Clerical and administrative workers	M	8575
Sydney - Parramatta	2011	Community and personal service workers	F	8814
Sydney - Parramatta	2011	Community and personal service workers	M	5043
Sydney - Parramatta	2011	Labourers	F	5413
Sydney - Parramatta	2011	Labourers	M	10312
Sydney - Parramatta	2011	Machinery operators and drivers	F	1413
Sydney - Parramatta	2011	Machinery operators and drivers	M	10856
Sydney - Parramatta	2011	Managers	F	5821
Sydney - Parramatta	2011	Managers	M	11320
Sydney - Parramatta	2011	Professionals	F	18837
Sydney - Parramatta	2011	Professionals	M	19555
Sydney - Parramatta	2011	Sales workers	F	8066
Sydney - Parramatta	2011	Sales workers	M	6643
Sydney - Parramatta	2011	Technicians and trades workers	F	3153
Sydney - Parramatta	2011	Technicians and trades workers	M	19270
Sydney - Parramatta	2016		F	1837
Sydney - Parramatta	2016		M	2909
Sydney - Parramatta	2016	Clerical and administrative workers	F	19521
Sydney - Parramatta	2016	Clerical and administrative workers	M	8959
Sydney - Parramatta	2016	Community and personal service workers	F	11739
Sydney - Parramatta	2016	Community and personal service workers	M	5733
Sydney - Parramatta	2016	Labourers	F	6052
Sydney - Parramatta	2016	Labourers	M	12249
Sydney - Parramatta	2016	Machinery operators and drivers	F	1642
Sydney - Parramatta	2016	Machinery operators and drivers	M	11752
Sydney - Parramatta	2016	Managers	F	6877
Sydney - Parramatta	2016	Managers	M	13445
Sydney - Parramatta	2016	Professionals	F	22816
Sydney - Parramatta	2016	Professionals	M	23886
Sydney - Parramatta	2016	Sales workers	F	9128
Sydney - Parramatta	2016	Sales workers	M	7824
Sydney - Parramatta	2016	Technicians and trades workers	F	3374
Sydney - Parramatta	2016	Technicians and trades workers	M	21692
Sydney - Ryde	2006		F	578
Sydney - Ryde	2006		M	748
Sydney - Ryde	2006	Clerical and administrative workers	F	9362
Sydney - Ryde	2006	Clerical and administrative workers	M	3258
Sydney - Ryde	2006	Community and personal service workers	F	3361
Sydney - Ryde	2006	Community and personal service workers	M	1808
Sydney - Ryde	2006	Labourers	F	1500
Sydney - Ryde	2006	Labourers	M	2741
Sydney - Ryde	2006	Machinery operators and drivers	F	238
Sydney - Ryde	2006	Machinery operators and drivers	M	1908
Sydney - Ryde	2006	Managers	F	3774
Sydney - Ryde	2006	Managers	M	7288
Sydney - Ryde	2006	Professionals	F	11649
Sydney - Ryde	2006	Professionals	M	12288
Sydney - Ryde	2006	Sales workers	F	3729
Sydney - Ryde	2006	Sales workers	M	2827
Sydney - Ryde	2006	Technicians and trades workers	F	1344
Sydney - Ryde	2006	Technicians and trades workers	M	6115
Sydney - Ryde	2011		F	612
Sydney - Ryde	2011		M	851
Sydney - Ryde	2011	Clerical and administrative workers	F	9476
Sydney - Ryde	2011	Clerical and administrative workers	M	3560
Sydney - Ryde	2011	Community and personal service workers	F	3857
Sydney - Ryde	2011	Community and personal service workers	M	2089
Sydney - Ryde	2011	Labourers	F	1281
Sydney - Ryde	2011	Labourers	M	2584
Sydney - Ryde	2011	Machinery operators and drivers	F	230
Sydney - Ryde	2011	Machinery operators and drivers	M	1805
Sydney - Ryde	2011	Managers	F	4155
Sydney - Ryde	2011	Managers	M	7564
Sydney - Ryde	2011	Professionals	F	13173
Sydney - Ryde	2011	Professionals	M	13937
Sydney - Ryde	2011	Sales workers	F	3515
Sydney - Ryde	2011	Sales workers	M	3006
Sydney - Ryde	2011	Technicians and trades workers	F	1336
Sydney - Ryde	2011	Technicians and trades workers	M	6166
Sydney - Ryde	2016		F	689
Sydney - Ryde	2016		M	846
Sydney - Ryde	2016	Clerical and administrative workers	F	9395
Sydney - Ryde	2016	Clerical and administrative workers	M	3704
Sydney - Ryde	2016	Community and personal service workers	F	4665
Sydney - Ryde	2016	Community and personal service workers	M	2526
Sydney - Ryde	2016	Labourers	F	1482
Sydney - Ryde	2016	Labourers	M	2830
Sydney - Ryde	2016	Machinery operators and drivers	F	226
Sydney - Ryde	2016	Machinery operators and drivers	M	1961
Sydney - Ryde	2016	Managers	F	4858
Sydney - Ryde	2016	Managers	M	8615
Sydney - Ryde	2016	Professionals	F	15483
Sydney - Ryde	2016	Professionals	M	15831
Sydney - Ryde	2016	Sales workers	F	4129
Sydney - Ryde	2016	Sales workers	M	3387
Sydney - Ryde	2016	Technicians and trades workers	F	1543
Sydney - Ryde	2016	Technicians and trades workers	M	6436
Sydney - South West	2006		F	1519
Sydney - South West	2006		M	2382
Sydney - South West	2006	Clerical and administrative workers	F	16478
Sydney - South West	2006	Clerical and administrative workers	M	5425
Sydney - South West	2006	Community and personal service workers	F	6481
Sydney - South West	2006	Community and personal service workers	M	3526
Sydney - South West	2006	Labourers	F	6802
Sydney - South West	2006	Labourers	M	11129
Sydney - South West	2006	Machinery operators and drivers	F	2001
Sydney - South West	2006	Machinery operators and drivers	M	13149
Sydney - South West	2006	Managers	F	3963
Sydney - South West	2006	Managers	M	7921
Sydney - South West	2006	Professionals	F	9089
Sydney - South West	2006	Professionals	M	7770
Sydney - South West	2006	Sales workers	F	7515
Sydney - South West	2006	Sales workers	M	4757
Sydney - South West	2006	Technicians and trades workers	F	2733
Sydney - South West	2006	Technicians and trades workers	M	19363
Sydney - South West	2011		F	1494
Sydney - South West	2011		M	2348
Sydney - South West	2011	Clerical and administrative workers	F	17356
Sydney - South West	2011	Clerical and administrative workers	M	5999
Sydney - South West	2011	Community and personal service workers	F	8265
Sydney - South West	2011	Community and personal service workers	M	4294
Sydney - South West	2011	Labourers	F	6525
Sydney - South West	2011	Labourers	M	11025
Sydney - South West	2011	Machinery operators and drivers	F	2077
Sydney - South West	2011	Machinery operators and drivers	M	13957
Sydney - South West	2011	Managers	F	4399
Sydney - South West	2011	Managers	M	8371
Sydney - South West	2011	Professionals	F	11200
Sydney - South West	2011	Professionals	M	9044
Sydney - South West	2011	Sales workers	F	8091
Sydney - South West	2011	Sales workers	M	4946
Sydney - South West	2011	Technicians and trades workers	F	2804
Sydney - South West	2011	Technicians and trades workers	M	19630
Sydney - South West	2016		F	1720
Sydney - South West	2016		M	2456
Sydney - South West	2016	Clerical and administrative workers	F	17776
Sydney - South West	2016	Clerical and administrative workers	M	6683
Sydney - South West	2016	Community and personal service workers	F	11091
Sydney - South West	2016	Community and personal service workers	M	4776
Sydney - South West	2016	Labourers	F	6760
Sydney - South West	2016	Labourers	M	12433
Sydney - South West	2016	Machinery operators and drivers	F	2373
Sydney - South West	2016	Machinery operators and drivers	M	15258
Sydney - South West	2016	Managers	F	5382
Sydney - South West	2016	Managers	M	9708
Sydney - South West	2016	Professionals	F	14342
Sydney - South West	2016	Professionals	M	10775
Sydney - South West	2016	Sales workers	F	9298
Sydney - South West	2016	Sales workers	M	5757
Sydney - South West	2016	Technicians and trades workers	F	2960
Sydney - South West	2016	Technicians and trades workers	M	20668
Sydney - Sutherland	2006		F	722
Sydney - Sutherland	2006		M	965
Sydney - Sutherland	2006	Clerical and administrative workers	F	15462
Sydney - Sutherland	2006	Clerical and administrative workers	M	4503
Sydney - Sutherland	2006	Community and personal service workers	F	6109
Sydney - Sutherland	2006	Community and personal service workers	M	3367
Sydney - Sutherland	2006	Labourers	F	1924
Sydney - Sutherland	2006	Labourers	M	4525
Sydney - Sutherland	2006	Machinery operators and drivers	F	336
Sydney - Sutherland	2006	Machinery operators and drivers	M	4204
Sydney - Sutherland	2006	Managers	F	4628
Sydney - Sutherland	2006	Managers	M	10612
Sydney - Sutherland	2006	Professionals	F	12427
Sydney - Sutherland	2006	Professionals	M	10859
Sydney - Sutherland	2006	Sales workers	F	6810
Sydney - Sutherland	2006	Sales workers	M	4560
Sydney - Sutherland	2006	Technicians and trades workers	F	1896
Sydney - Sutherland	2006	Technicians and trades workers	M	13294
Sydney - Sutherland	2011		F	648
Sydney - Sutherland	2011		M	975
Sydney - Sutherland	2011	Clerical and administrative workers	F	15656
Sydney - Sutherland	2011	Clerical and administrative workers	M	4609
Sydney - Sutherland	2011	Community and personal service workers	F	7002
Sydney - Sutherland	2011	Community and personal service workers	M	3778
Sydney - Sutherland	2011	Labourers	F	1680
Sydney - Sutherland	2011	Labourers	M	4235
Sydney - Sutherland	2011	Machinery operators and drivers	F	315
Sydney - Sutherland	2011	Machinery operators and drivers	M	4081
Sydney - Sutherland	2011	Managers	F	5076
Sydney - Sutherland	2011	Managers	M	10624
Sydney - Sutherland	2011	Professionals	F	13957
Sydney - Sutherland	2011	Professionals	M	11332
Sydney - Sutherland	2011	Sales workers	F	6524
Sydney - Sutherland	2011	Sales workers	M	4350
Sydney - Sutherland	2011	Technicians and trades workers	F	1868
Sydney - Sutherland	2011	Technicians and trades workers	M	13412
Sydney - Sutherland	2016		F	732
Sydney - Sutherland	2016		M	1042
Sydney - Sutherland	2016	Clerical and administrative workers	F	14401
Sydney - Sutherland	2016	Clerical and administrative workers	M	4365
Sydney - Sutherland	2016	Community and personal service workers	F	7810
Sydney - Sutherland	2016	Community and personal service workers	M	3984
Sydney - Sutherland	2016	Labourers	F	1673
Sydney - Sutherland	2016	Labourers	M	4377
Sydney - Sutherland	2016	Machinery operators and drivers	F	345
Sydney - Sutherland	2016	Machinery operators and drivers	M	3984
Sydney - Sutherland	2016	Managers	F	5847
Sydney - Sutherland	2016	Managers	M	11051
Sydney - Sutherland	2016	Professionals	F	15349
Sydney - Sutherland	2016	Professionals	M	11660
Sydney - Sutherland	2016	Sales workers	F	6373
Sydney - Sutherland	2016	Sales workers	M	4293
Sydney - Sutherland	2016	Technicians and trades workers	F	2010
Sydney - Sutherland	2016	Technicians and trades workers	M	13131
Migratory - Offshore - Shipping (NSW)	2006		F	0
Migratory - Offshore - Shipping (NSW)	2006		M	0
Migratory - Offshore - Shipping (NSW)	2006	Clerical and administrative workers	F	0
Migratory - Offshore - Shipping (NSW)	2006	Clerical and administrative workers	M	0
Migratory - Offshore - Shipping (NSW)	2006	Community and personal service workers	F	0
Migratory - Offshore - Shipping (NSW)	2006	Community and personal service workers	M	6
Migratory - Offshore - Shipping (NSW)	2006	Labourers	F	0
Migratory - Offshore - Shipping (NSW)	2006	Labourers	M	12
Migratory - Offshore - Shipping (NSW)	2006	Machinery operators and drivers	F	0
Migratory - Offshore - Shipping (NSW)	2006	Machinery operators and drivers	M	0
Migratory - Offshore - Shipping (NSW)	2006	Managers	F	3
Migratory - Offshore - Shipping (NSW)	2006	Managers	M	0
Migratory - Offshore - Shipping (NSW)	2006	Professionals	F	0
Migratory - Offshore - Shipping (NSW)	2006	Professionals	M	9
Migratory - Offshore - Shipping (NSW)	2006	Sales workers	F	0
Migratory - Offshore - Shipping (NSW)	2006	Sales workers	M	0
Migratory - Offshore - Shipping (NSW)	2006	Technicians and trades workers	F	0
Migratory - Offshore - Shipping (NSW)	2006	Technicians and trades workers	M	11
Migratory - Offshore - Shipping (NSW)	2011		F	0
Migratory - Offshore - Shipping (NSW)	2011		M	0
Migratory - Offshore - Shipping (NSW)	2011	Clerical and administrative workers	F	3
Migratory - Offshore - Shipping (NSW)	2011	Clerical and administrative workers	M	0
Migratory - Offshore - Shipping (NSW)	2011	Community and personal service workers	F	0
Migratory - Offshore - Shipping (NSW)	2011	Community and personal service workers	M	0
Migratory - Offshore - Shipping (NSW)	2011	Labourers	F	0
Migratory - Offshore - Shipping (NSW)	2011	Labourers	M	13
Migratory - Offshore - Shipping (NSW)	2011	Machinery operators and drivers	F	0
Migratory - Offshore - Shipping (NSW)	2011	Machinery operators and drivers	M	3
Migratory - Offshore - Shipping (NSW)	2011	Managers	F	0
Migratory - Offshore - Shipping (NSW)	2011	Managers	M	0
Migratory - Offshore - Shipping (NSW)	2011	Professionals	F	3
Migratory - Offshore - Shipping (NSW)	2011	Professionals	M	0
Migratory - Offshore - Shipping (NSW)	2011	Sales workers	F	0
Migratory - Offshore - Shipping (NSW)	2011	Sales workers	M	0
Migratory - Offshore - Shipping (NSW)	2011	Technicians and trades workers	F	0
Migratory - Offshore - Shipping (NSW)	2011	Technicians and trades workers	M	8
Migratory - Offshore - Shipping (NSW)	2016		F	3
Migratory - Offshore - Shipping (NSW)	2016		M	3
Migratory - Offshore - Shipping (NSW)	2016	Clerical and administrative workers	F	18
Migratory - Offshore - Shipping (NSW)	2016	Clerical and administrative workers	M	0
Migratory - Offshore - Shipping (NSW)	2016	Community and personal service workers	F	11
Migratory - Offshore - Shipping (NSW)	2016	Community and personal service workers	M	3
Migratory - Offshore - Shipping (NSW)	2016	Labourers	F	3
Migratory - Offshore - Shipping (NSW)	2016	Labourers	M	15
Migratory - Offshore - Shipping (NSW)	2016	Machinery operators and drivers	F	0
Migratory - Offshore - Shipping (NSW)	2016	Machinery operators and drivers	M	9
Migratory - Offshore - Shipping (NSW)	2016	Managers	F	0
Migratory - Offshore - Shipping (NSW)	2016	Managers	M	3
Migratory - Offshore - Shipping (NSW)	2016	Professionals	F	15
Migratory - Offshore - Shipping (NSW)	2016	Professionals	M	9
Migratory - Offshore - Shipping (NSW)	2016	Sales workers	F	15
Migratory - Offshore - Shipping (NSW)	2016	Sales workers	M	0
Migratory - Offshore - Shipping (NSW)	2016	Technicians and trades workers	F	10
Migratory - Offshore - Shipping (NSW)	2016	Technicians and trades workers	M	14
No usual address (NSW)	2006		F	39
No usual address (NSW)	2006		M	67
No usual address (NSW)	2006	Clerical and administrative workers	F	222
No usual address (NSW)	2006	Clerical and administrative workers	M	112
No usual address (NSW)	2006	Community and personal service workers	F	216
No usual address (NSW)	2006	Community and personal service workers	M	225
No usual address (NSW)	2006	Labourers	F	115
No usual address (NSW)	2006	Labourers	M	409
No usual address (NSW)	2006	Machinery operators and drivers	F	21
No usual address (NSW)	2006	Machinery operators and drivers	M	322
No usual address (NSW)	2006	Managers	F	106
No usual address (NSW)	2006	Managers	M	217
No usual address (NSW)	2006	Professionals	F	349
No usual address (NSW)	2006	Professionals	M	319
No usual address (NSW)	2006	Sales workers	F	149
No usual address (NSW)	2006	Sales workers	M	118
No usual address (NSW)	2006	Technicians and trades workers	F	57
No usual address (NSW)	2006	Technicians and trades workers	M	415
No usual address (NSW)	2011		F	39
No usual address (NSW)	2011		M	55
No usual address (NSW)	2011	Clerical and administrative workers	F	287
No usual address (NSW)	2011	Clerical and administrative workers	M	107
No usual address (NSW)	2011	Community and personal service workers	F	264
No usual address (NSW)	2011	Community and personal service workers	M	200
No usual address (NSW)	2011	Labourers	F	123
No usual address (NSW)	2011	Labourers	M	369
No usual address (NSW)	2011	Machinery operators and drivers	F	33
No usual address (NSW)	2011	Machinery operators and drivers	M	315
No usual address (NSW)	2011	Managers	F	115
No usual address (NSW)	2011	Managers	M	226
No usual address (NSW)	2011	Professionals	F	367
No usual address (NSW)	2011	Professionals	M	376
No usual address (NSW)	2011	Sales workers	F	145
No usual address (NSW)	2011	Sales workers	M	87
No usual address (NSW)	2011	Technicians and trades workers	F	71
No usual address (NSW)	2011	Technicians and trades workers	M	468
No usual address (NSW)	2016		F	37
No usual address (NSW)	2016		M	63
No usual address (NSW)	2016	Clerical and administrative workers	F	172
No usual address (NSW)	2016	Clerical and administrative workers	M	88
No usual address (NSW)	2016	Community and personal service workers	F	247
No usual address (NSW)	2016	Community and personal service workers	M	186
No usual address (NSW)	2016	Labourers	F	183
No usual address (NSW)	2016	Labourers	M	395
No usual address (NSW)	2016	Machinery operators and drivers	F	29
No usual address (NSW)	2016	Machinery operators and drivers	M	314
No usual address (NSW)	2016	Managers	F	106
No usual address (NSW)	2016	Managers	M	167
No usual address (NSW)	2016	Professionals	F	329
No usual address (NSW)	2016	Professionals	M	321
No usual address (NSW)	2016	Sales workers	F	111
No usual address (NSW)	2016	Sales workers	M	109
No usual address (NSW)	2016	Technicians and trades workers	F	80
No usual address (NSW)	2016	Technicians and trades workers	M	397
Ballarat	2006		F	381
Ballarat	2006		M	585
Ballarat	2006	Clerical and administrative workers	F	5986
Ballarat	2006	Clerical and administrative workers	M	1602
Ballarat	2006	Community and personal service workers	F	3908
Ballarat	2006	Community and personal service workers	M	1542
Ballarat	2006	Labourers	F	2759
Ballarat	2006	Labourers	M	4283
Ballarat	2006	Machinery operators and drivers	F	390
Ballarat	2006	Machinery operators and drivers	M	3608
Ballarat	2006	Managers	F	2383
Ballarat	2006	Managers	M	5269
Ballarat	2006	Professionals	F	5802
Ballarat	2006	Professionals	M	4437
Ballarat	2006	Sales workers	F	3888
Ballarat	2006	Sales workers	M	2129
Ballarat	2006	Technicians and trades workers	F	1409
Ballarat	2006	Technicians and trades workers	M	7857
Ballarat	2011		F	539
Ballarat	2011		M	718
Ballarat	2011	Clerical and administrative workers	F	6441
Ballarat	2011	Clerical and administrative workers	M	1769
Ballarat	2011	Community and personal service workers	F	4871
Ballarat	2011	Community and personal service workers	M	1841
Ballarat	2011	Labourers	F	2700
Ballarat	2011	Labourers	M	4523
Ballarat	2011	Machinery operators and drivers	F	382
Ballarat	2011	Machinery operators and drivers	M	3795
Ballarat	2011	Managers	F	2695
Ballarat	2011	Managers	M	5404
Ballarat	2011	Professionals	F	7205
Ballarat	2011	Professionals	M	5077
Ballarat	2011	Sales workers	F	4270
Ballarat	2011	Sales workers	M	2244
Ballarat	2011	Technicians and trades workers	F	1566
Ballarat	2011	Technicians and trades workers	M	8508
Ballarat	2016		F	442
Ballarat	2016		M	661
Ballarat	2016	Clerical and administrative workers	F	6492
Ballarat	2016	Clerical and administrative workers	M	1677
Ballarat	2016	Community and personal service workers	F	5884
Ballarat	2016	Community and personal service workers	M	2317
Ballarat	2016	Labourers	F	2865
Ballarat	2016	Labourers	M	4684
Ballarat	2016	Machinery operators and drivers	F	322
Ballarat	2016	Machinery operators and drivers	M	3630
Ballarat	2016	Managers	F	2835
Ballarat	2016	Managers	M	5579
Ballarat	2016	Professionals	F	7909
Ballarat	2016	Professionals	M	5307
Ballarat	2016	Sales workers	F	4251
Ballarat	2016	Sales workers	M	2418
Ballarat	2016	Technicians and trades workers	F	1710
Ballarat	2016	Technicians and trades workers	M	8415
Bendigo	2006		F	379
Bendigo	2006		M	541
Bendigo	2006	Clerical and administrative workers	F	5818
Bendigo	2006	Clerical and administrative workers	M	1615
Bendigo	2006	Community and personal service workers	F	3808
Bendigo	2006	Community and personal service workers	M	1622
Bendigo	2006	Labourers	F	2730
Bendigo	2006	Labourers	M	4443
Bendigo	2006	Machinery operators and drivers	F	445
Bendigo	2006	Machinery operators and drivers	M	3235
Bendigo	2006	Managers	F	2678
Bendigo	2006	Managers	M	5273
Bendigo	2006	Professionals	F	5899
Bendigo	2006	Professionals	M	4349
Bendigo	2006	Sales workers	F	3911
Bendigo	2006	Sales workers	M	2186
Bendigo	2006	Technicians and trades workers	F	1325
Bendigo	2006	Technicians and trades workers	M	7187
Bendigo	2011		F	462
Bendigo	2011		M	745
Bendigo	2011	Clerical and administrative workers	F	6168
Bendigo	2011	Clerical and administrative workers	M	1731
Bendigo	2011	Community and personal service workers	F	4612
Bendigo	2011	Community and personal service workers	M	1961
Bendigo	2011	Labourers	F	2761
Bendigo	2011	Labourers	M	4660
Bendigo	2011	Machinery operators and drivers	F	435
Bendigo	2011	Machinery operators and drivers	M	3376
Bendigo	2011	Managers	F	2847
Bendigo	2011	Managers	M	5478
Bendigo	2011	Professionals	F	7214
Bendigo	2011	Professionals	M	5086
Bendigo	2011	Sales workers	F	4140
Bendigo	2011	Sales workers	M	2198
Bendigo	2011	Technicians and trades workers	F	1509
Bendigo	2011	Technicians and trades workers	M	7847
Bendigo	2016		F	437
Bendigo	2016		M	582
Bendigo	2016	Clerical and administrative workers	F	6097
Bendigo	2016	Clerical and administrative workers	M	1714
Bendigo	2016	Community and personal service workers	F	5551
Bendigo	2016	Community and personal service workers	M	2326
Bendigo	2016	Labourers	F	2895
Bendigo	2016	Labourers	M	5042
Bendigo	2016	Machinery operators and drivers	F	370
Bendigo	2016	Machinery operators and drivers	M	3445
Bendigo	2016	Managers	F	3066
Bendigo	2016	Managers	M	5458
Bendigo	2016	Professionals	F	8222
Bendigo	2016	Professionals	M	5393
Bendigo	2016	Sales workers	F	4134
Bendigo	2016	Sales workers	M	2270
Bendigo	2016	Technicians and trades workers	F	1619
Bendigo	2016	Technicians and trades workers	M	7826
Geelong	2006		F	693
Geelong	2006		M	1051
Geelong	2006	Clerical and administrative workers	F	10312
Geelong	2006	Clerical and administrative workers	M	2933
Geelong	2006	Community and personal service workers	F	6927
Geelong	2006	Community and personal service workers	M	2887
Geelong	2006	Labourers	F	4329
Geelong	2006	Labourers	M	7015
Geelong	2006	Machinery operators and drivers	F	830
Geelong	2006	Machinery operators and drivers	M	6420
Geelong	2006	Managers	F	3834
Geelong	2006	Managers	M	7922
Geelong	2006	Professionals	F	10353
Geelong	2006	Professionals	M	8408
Geelong	2006	Sales workers	F	7098
Geelong	2006	Sales workers	M	3887
Geelong	2006	Technicians and trades workers	F	2558
Geelong	2006	Technicians and trades workers	M	14356
Geelong	2011		F	989
Geelong	2011		M	1415
Geelong	2011	Clerical and administrative workers	F	11251
Geelong	2011	Clerical and administrative workers	M	3139
Geelong	2011	Community and personal service workers	F	9073
Geelong	2011	Community and personal service workers	M	3545
Geelong	2011	Labourers	F	4229
Geelong	2011	Labourers	M	7521
Geelong	2011	Machinery operators and drivers	F	805
Geelong	2011	Machinery operators and drivers	M	6499
Geelong	2011	Managers	F	4284
Geelong	2011	Managers	M	8586
Geelong	2011	Professionals	F	12951
Geelong	2011	Professionals	M	9804
Geelong	2011	Sales workers	F	7662
Geelong	2011	Sales workers	M	4046
Geelong	2011	Technicians and trades workers	F	2819
Geelong	2011	Technicians and trades workers	M	15771
Geelong	2016		F	831
Geelong	2016		M	1220
Geelong	2016	Clerical and administrative workers	F	11762
Geelong	2016	Clerical and administrative workers	M	3321
Geelong	2016	Community and personal service workers	F	11168
Geelong	2016	Community and personal service workers	M	4547
Geelong	2016	Labourers	F	4294
Geelong	2016	Labourers	M	8210
Geelong	2016	Machinery operators and drivers	F	764
Geelong	2016	Machinery operators and drivers	M	6433
Geelong	2016	Managers	F	5178
Geelong	2016	Managers	M	9342
Geelong	2016	Professionals	F	15468
Geelong	2016	Professionals	M	10901
Geelong	2016	Sales workers	F	8086
Geelong	2016	Sales workers	M	4624
Geelong	2016	Technicians and trades workers	F	3152
Geelong	2016	Technicians and trades workers	M	15726
Hume	2006		F	493
Hume	2006		M	788
Hume	2006	Clerical and administrative workers	F	6553
Hume	2006	Clerical and administrative workers	M	1476
Hume	2006	Community and personal service workers	F	4607
Hume	2006	Community and personal service workers	M	1974
Hume	2006	Labourers	F	3723
Hume	2006	Labourers	M	5983
Hume	2006	Machinery operators and drivers	F	628
Hume	2006	Machinery operators and drivers	M	4865
Hume	2006	Managers	F	3933
Hume	2006	Managers	M	7759
Hume	2006	Professionals	F	6105
Hume	2006	Professionals	M	4151
Hume	2006	Sales workers	F	4210
Hume	2006	Sales workers	M	2170
Hume	2006	Technicians and trades workers	F	1752
Hume	2006	Technicians and trades workers	M	9029
Hume	2011		F	567
Hume	2011		M	909
Hume	2011	Clerical and administrative workers	F	6899
Hume	2011	Clerical and administrative workers	M	1580
Hume	2011	Community and personal service workers	F	5447
Hume	2011	Community and personal service workers	M	2424
Hume	2011	Labourers	F	3362
Hume	2011	Labourers	M	5660
Hume	2011	Machinery operators and drivers	F	504
Hume	2011	Machinery operators and drivers	M	5181
Hume	2011	Managers	F	4004
Hume	2011	Managers	M	7622
Hume	2011	Professionals	F	7007
Hume	2011	Professionals	M	4383
Hume	2011	Sales workers	F	4453
Hume	2011	Sales workers	M	2238
Hume	2011	Technicians and trades workers	F	1937
Hume	2011	Technicians and trades workers	M	9483
Hume	2016		F	478
Hume	2016		M	789
Hume	2016	Clerical and administrative workers	F	6812
Hume	2016	Clerical and administrative workers	M	1600
Hume	2016	Community and personal service workers	F	6441
Hume	2016	Community and personal service workers	M	2682
Hume	2016	Labourers	F	3601
Hume	2016	Labourers	M	5848
Hume	2016	Machinery operators and drivers	F	475
Hume	2016	Machinery operators and drivers	M	4948
Hume	2016	Managers	F	4071
Hume	2016	Managers	M	7422
Hume	2016	Professionals	F	7600
Hume	2016	Professionals	M	4246
Hume	2016	Sales workers	F	4496
Hume	2016	Sales workers	M	2330
Hume	2016	Technicians and trades workers	F	1965
Hume	2016	Technicians and trades workers	M	9744
Latrobe - Gippsland	2006		F	720
Latrobe - Gippsland	2006		M	1023
Latrobe - Gippsland	2006	Clerical and administrative workers	F	9437
Latrobe - Gippsland	2006	Clerical and administrative workers	M	2056
Latrobe - Gippsland	2006	Community and personal service workers	F	6700
Latrobe - Gippsland	2006	Community and personal service workers	M	2331
Latrobe - Gippsland	2006	Labourers	F	4858
Latrobe - Gippsland	2006	Labourers	M	8213
Latrobe - Gippsland	2006	Machinery operators and drivers	F	507
Latrobe - Gippsland	2006	Machinery operators and drivers	M	6655
Latrobe - Gippsland	2006	Managers	F	5669
Latrobe - Gippsland	2006	Managers	M	10479
Latrobe - Gippsland	2006	Professionals	F	8626
Latrobe - Gippsland	2006	Professionals	M	5799
Latrobe - Gippsland	2006	Sales workers	F	6636
Latrobe - Gippsland	2006	Sales workers	M	3191
Latrobe - Gippsland	2006	Technicians and trades workers	F	2361
Latrobe - Gippsland	2006	Technicians and trades workers	M	14317
Latrobe - Gippsland	2011		F	842
Latrobe - Gippsland	2011		M	1387
Latrobe - Gippsland	2011	Clerical and administrative workers	F	10518
Latrobe - Gippsland	2011	Clerical and administrative workers	M	2211
Latrobe - Gippsland	2011	Community and personal service workers	F	8465
Latrobe - Gippsland	2011	Community and personal service workers	M	2645
Latrobe - Gippsland	2011	Labourers	F	4976
Latrobe - Gippsland	2011	Labourers	M	8929
Latrobe - Gippsland	2011	Machinery operators and drivers	F	542
Latrobe - Gippsland	2011	Machinery operators and drivers	M	7279
Latrobe - Gippsland	2011	Managers	F	5714
Latrobe - Gippsland	2011	Managers	M	10594
Latrobe - Gippsland	2011	Professionals	F	10111
Latrobe - Gippsland	2011	Professionals	M	6428
Latrobe - Gippsland	2011	Sales workers	F	7093
Latrobe - Gippsland	2011	Sales workers	M	3331
Latrobe - Gippsland	2011	Technicians and trades workers	F	2637
Latrobe - Gippsland	2011	Technicians and trades workers	M	16000
Latrobe - Gippsland	2016		F	767
Latrobe - Gippsland	2016		M	1177
Latrobe - Gippsland	2016	Clerical and administrative workers	F	10338
Latrobe - Gippsland	2016	Clerical and administrative workers	M	2261
Latrobe - Gippsland	2016	Community and personal service workers	F	9735
Latrobe - Gippsland	2016	Community and personal service workers	M	3035
Latrobe - Gippsland	2016	Labourers	F	5217
Latrobe - Gippsland	2016	Labourers	M	8816
Latrobe - Gippsland	2016	Machinery operators and drivers	F	522
Latrobe - Gippsland	2016	Machinery operators and drivers	M	7090
Latrobe - Gippsland	2016	Managers	F	5691
Latrobe - Gippsland	2016	Managers	M	10237
Latrobe - Gippsland	2016	Professionals	F	10814
Latrobe - Gippsland	2016	Professionals	M	6073
Latrobe - Gippsland	2016	Sales workers	F	7034
Latrobe - Gippsland	2016	Sales workers	M	3535
Latrobe - Gippsland	2016	Technicians and trades workers	F	2795
Latrobe - Gippsland	2016	Technicians and trades workers	M	15351
Melbourne - Inner	2006		F	1745
Melbourne - Inner	2006		M	2476
Melbourne - Inner	2006	Clerical and administrative workers	F	24055
Melbourne - Inner	2006	Clerical and administrative workers	M	10823
Melbourne - Inner	2006	Community and personal service workers	F	12170
Melbourne - Inner	2006	Community and personal service workers	M	7890
Melbourne - Inner	2006	Labourers	F	3443
Melbourne - Inner	2006	Labourers	M	7296
Melbourne - Inner	2006	Machinery operators and drivers	F	723
Melbourne - Inner	2006	Machinery operators and drivers	M	5223
Melbourne - Inner	2006	Managers	F	14751
Melbourne - Inner	2006	Managers	M	20950
Melbourne - Inner	2006	Professionals	F	44610
